filename	tod	date	plate	batch	tank	index	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	pomc_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intldl	inttg	inttc	intgluc	intldl_Res	inttg_Res	inttc_Res	intgluc_Res	intldl_Res1	inttg_Res1	inttc_Res1	intgluc_Res1	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_E10	5	211117	1	2	3	NT778	16.30984	.340296	.47568048	.4423848	1.169124	0	30	79	2	6516	11702.181	325	0	.00131736	.99868268	3	3	3																																	0	1	ABs	CD15	pomc	1	0	0	1	1	8				.11501445	.21058038	.04220245	.00343324	.05307558	.06550639	-.00857895	-.07801911	354.63636	-113.40909	-2392.9064							-.30674675	1.1145105	.70320547	.50372046	-.09072533	.7226751	.76246398	.40327356	-.85619145	.51277587	.6325508	-.08478486	.7226751	.33856194
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_E11	5	211117	1	2	4	NT786	14.02774	.6465624	.3012643	.3743256	1.169124	0	38	87	2	5527	14671.882	522	0	.00832323	.99167681	3	4	4	4226.9865	1141588.7	0	0	1.566e+09	7648.8806	16941.734	4043.3631	1520842.3	0	0	1.654e+09	8074.2139	15942.221	4207.527	1148796.4	0	0	1.574e+09	7683.1102	16942.228	4054.2954	1520632.9	0	0	1.637e+09	7992.2105	15802.912	11/30/2021 9:22	4226.9865	1141588.7	1520842.3	0	1	ABs	CD15	pomc	1	0	0	1	1	8	210.38834	3391.5837	-2278.5421	.07645468	.22432303	-.13926869	.32174422	.0420348	.11563236	-.10664255	.30163186	-634.36364	83.590909	576.7951	.91913552	.91913552	.74414274	.06193162	.66480873	.12410193	1.5041991	1.1145105	.21300213	-.41970798	2.0952972	.84593257	.57356078	-.60953682	2.4699415	.71765024	.43692993	-.80829823	-.30674675	-.64631977
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_F09	5	211117	1	2	4	NT771	13.22901	.1361184	.34883235	.2722368	.6235328	0	23	72	2	6162	14385.707	480	0	.0042723	.99572778	3	4	4	3959.6809	1007424.9	0	0	1.375e+09	6715.872	15971.285	3724.544	1379381.1	0	0	1.457e+09	7113.9696	15007.138	4102.3827	1026954.3	0	0	1.390e+09	6785.7256	16029.779	3708.1392	1371306.2	0	0	1.437e+09	7015.6402	14838.899	11/30/2021 9:22	3959.6809	1007424.9	1379381.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-56.917221	-13068.144	11158.78	-.05283625	-.2726762	-.07847258	-.21128336	-.04353774	-.25552203	-.03865074	-.18288079	.63636364	41.590909	290.61955	-.34726125	-.34726125	-.25015286	-.15535278	-.12410193	.28221615	-1.0338532	-.53831232	-.43625655	-.09072533	-1.0338532	-.93575841	-.4697212	-.33856194	-1.82788	-1.4443212	-.55180628	-.22198659	.37072365	-.06043745
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_F10	5	211117	1	2	4	NT779	13.68543	.2041776	.41225642	.3062664	.779416	0	31	80	2	6333	15139.911	511	0	.00293881	.99706119	3	4	4	4026.6381	1092630.6	0	0	1.522e+09	7434.012	16660.524	3987.9338	1501761.5	0	0	1.575e+09	7688.956	15385.028	4034.2773	1081355.6	0	0	1.486e+09	7255.7411	16476.56	4026.341	1497305.3	0	0	1.561e+09	7623.6546	15278.738	11/30/2021 9:22	4026.6381	1092630.6	1501761.5	1	3	ABs	CD15	pomc	1	0	0	1	1	8	10.039936	42653.94	94738.748	-.00429885	-.14270872	-.02210348	-.13117959	-.01898467	-.19428047	.01290028	-.12963167	171.63636	72.590909	1044.8241	.06193162	.06193162	.41381125	.87290282	.51731215	1.1281436	-.84593257	-.07557273	-.27523912	.24400246	-.7226751	-.50372046	-.09072533	.12109668	-1.2010554	-.95844614	-.18739448	.11883585	.60953682	.12109668
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_F11	5	211117	1	2	4	NT787	10.49048	.340296	.28540829	.340296	.779416	0	39	88	2	4047	15725.13	284	0	.00241711	.99758291	3	4	4	4015.705	1009398.8	0	0	1.341e+09	6547.958	15547.06	3840.188	1306198.1	0	0	1.385e+09	6764.1315	14485.661	4052.7127	1020853.3	0	0	1.346e+09	6574.3906	15540.815	3828.7851	1311073	0	0	1.387e+09	6770.3023	14487.363	11/30/2021 9:22	4015.705	1009398.8	1306198.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-.89310263	-35763.668	-94489.118	.04423855	-.16862444	-.15600658	.01698339	.08570463	-.0958981	-.00818641	.10926984	-2114.3636	-154.40909	1630.0431	.03095097	.03095097	-.21834477	-.51731215	-.51731215	-1.3249577	-.30674675	-.07557273	-.03020493	-.55585022	0	-.64631977	.33856194	-.7226751	1.1340901	-.36352035	1.0718581	-.05083191	-1.605273	-2.0952972
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_G09	5	211117	1	2	3	NT772	11.74564	.1361184	.3012643	.2382072	.8573576	0	24	73	2	5306	9303.9416	260	0	.00190932	.99809068	3	2	2	3632.4399	891026	0	0	1.212e+09	5919.4876	15164.841	3554.8389	1209328.6	0	0	1.291e+09	6305.7005	14381.992	3642.598	901284.18	0	0	1.217e+09	5941.4564	15182.915	3538.3489	1218270.9	0	0	1.305e+09	6372.6206	14461.957	11/30/2021 9:22	3632.4399	891026	1209328.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-384.15821	14628.711	30736.24	-.100044	-.08174923	-.1269225	-.20977779	-.05133736	.0479046	-.03807585	-.1351224	-855.36364	-178.40909	-4791.1458	-1.5932188	-1.5932188	-1.3249577	.34726125	-1.1886742	.48224821	-1.0338532	.18220521	-.5914531	-.41970798	-.9836224	-.21300213	-.76246398	-.50372046	-1.2738892	.43692993	-.67448975	-.18739448	-.53831232	-.76246398
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_G10	5	211117	1	2	3	NT780		.0340296	.15856016	.0340296	.3117664	0	32	81	2	9326	21111.484	645	0	.01441512	.98558491	3	4	4	4353.7982	1294115.6	1	9	1.936e+09	9452.7504	19011.533	4373.4856	1728159.2	1	5	1.983e+09	9680.5496	17485.555	4354.9418	1306796.3	1	11	1.937e+09	9458.8303	18946.796	4302.4572	1706326.9	0	0	1.958e+09	9560.3596	17366.533	11/30/2021 9:22	4353.7982	1294115.6	1728159.2			ABs	CD15	pomc	1	0	0	1	1	8	337.20011	100078.73	131553.33	-.2897138	-.65325615	-.27668161	-.29982201					3164.6364	206.59091	7016.3965	1.7145937	1.7145937	2.5021065	1.253905	2.5021065	1.491606	-1.7260559	-1.2349007	-1.4165091	-1.2349007	-1.7260559	-2.5107296	-2.0952972	-1.8790258					2.5107296	2.5107296
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_G11	5	211117	1	2	4	NT788	10.26227	.4083552	.20612821	.1020888	.7014744	0	40	89	2	4424	7017.2928	135	0	.00612764	.9938724	3	1	2	3862.3354	918600.46	0	0	1.227e+09	5992.764	15085.369	3774.5826	1275573.1	0	0	1.292e+09	6306.3754	13876.403	3841.1225	926316.53	0	0	1.243e+09	6068.4086	15174.681	3763.3941	1279401.2	0	0	1.286e+09	6279.6552	13742.289	11/30/2021 9:22	3862.3354	918600.46	1275573.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-154.26271	-59027.946	-36239.339	-.19215517	-.2498055	-.23616853	.08654816	-.14742651	-.17058995	-.07976046	.18466472	-1737.3636	-303.40909	-7077.7946	-.5894558	-.5894558	-1.0714868	-1.0180757	-.62668735	-.41381125	.22847485	-.37072365	-1.1145105	-.91261363	.64631977	-.88994769	-1.4165091	-1.2679403	1.6716437	-.85619145	-1.5480028	-.59169618	-1.3385326	-1.8790258
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_H09	5	211117	1	2	4	NT773	15.62521	.3743256	.3012643	.170148	.9352992	0	25	74	2	5974	18408.238	618	0	.0024003	.99759966	3	4	4	4081.4612	1065773.9	0	0	1.447e+09	7066.3264	16164.84	3959.5601	1466560.7	0	0	1.556e+09	7596.5944	15390.98	4174.3904	1076091.9	0	0	1.458e+09	7121.5797	16247.814	3992.371	1452923	0	0	1.527e+09	7454.8652	15231.039	11/30/2021 9:22	4081.4612	1065773.9	1466560.7	1	3	ABs	CD15	pomc	1	0	0	1	1	8	64.863033	-8343.2979	27768.996	-.1512981	.03261127	-.12780437	.02993498	-.19808058	-.08805544	-.16270824	-.02187149	-187.36364	179.59091	4313.1511	.21834477	.21834477	.28221615	-.03095097	.38032564	.44776752	-.04531602	.37072365	-.86772998	-.41970798	.12109668	.15158017	-.93575841	-.53831232	-.15302523	-.32756149	-1.82788	-1.0718581	.09072533	-.21300213
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_H10	5	211117	1	2	4	NT781	11.97385	.3743256	.22198422	.340296	.7014744	0	33	82	2	5824	17397.641	537	0	.00221145	.99778855	3	4	4	4182.2603	1153192.7	1	4	1.575e+09	7690.6107	16817.495	4108.3454	1541388.5	0	0	1.642e+09	8019.3316	15660.718	4135.9119	1156811.5	1	7	1.572e+09	7676.9717	16804.176	4135.5467	1536214.6	0	0	1.621e+09	7912.8193	15537.258	11/30/2021 9:22	4182.2603	1153192.7	1541388.5	0	1	ABs	CD15	pomc	1	0	0	1	1	8	165.66218	34690.096	44185.682	.0333577	-.22712925	-.21413942	.04197956	.05274391	-.19937048	-.12152293	.09561041	-337.36364	98.590909	3302.554	.66480873	.66480873	.87290282	.78560529	.87290282	.66480873	-.04531602	-.37072365	-.03020493	-.76246398	.18220521	-.84593257	.27523912	-1.0338532	.85619145	-1.0135222	.59169618	-.90613413	-.12109668	-.50372046
