filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	sec16b_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_C09	24	55	.92102268	.07897732	0	1	0	BA199	k5	2757	585.51485	0	1	.99999499	5.010e-06	8.5	187	7	1	1	3822.9731	875833.13	0	0	1.134e+09	5537.1706	14308.111	3962.7726	1127622.1	0	0	1.127e+09	5504.4514	12888.685	3769.1155	862703.86	0	0	1.114e+09	5440.9305	14224.379	3949.3388	1135368	0	0	1.128e+09	5508.2938	12850.04	11/30/2021 9:46	3822.9731	875833.13	1127622.1	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-191.04448	-68367.471	-92455.611	-2471.6444	-100.96875	-5133.057	-.95926887	-.983923	-1.4277139	-1.3472053	-1.3100348	-1.0617624	-1.768825	-1.768825
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_D01	24	52	.04460432	.95539568	.94955382	.05044618	1	BA169	k5	8529	5240.9038	20	1	.55311501	.44688499	8.5	189	7	2	2	4303.458	1122448.1	0	0	1.604e+09	7831.4771	17453.111	4026.7977	1514113.2	0	0	1.624e+09	7930.8013	15866.351	4178.9731	1124063.1	0	0	1.586e+09	7743.0625	17304.201	4074.6628	1502000.7	0	0	1.602e+09	7819.8962	15736.807	11/30/2021 9:47	4303.458	1122448.1	1514113.2	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	284.95907	-8782.6045	29720.451	2421.1921	-80.96875	-477.66797	1.3100348	1.2745912	.93518445	-.03076103	.93518445	.39444634	2.1755918	1.768825
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_D02	24	55	.90362975	.09637025	0	1	0	BA177	k5	4655	6743.7633	176	0	.08315868	.91684139	8.5	207	7	2	2	3968.8057	965106.2	0	0	1.313e+09	6412.7009	15573.532	3945.5316	1230682.4	0	0	1.292e+09	6310.0447	14216.827	4157.75	952634.89	0	0	1.306e+09	6375.9114	15669.997	3941.1479	1237650.8	0	0	1.310e+09	6396.6339	14306.901	11/30/2021 9:47	3968.8057	965106.2	1230682.4	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-45.211906	-35860.144	-69617.889	-573.64441	75.03125	1025.1915	-.12333669	-.29647001	-.60374639	-.66008006	-.77967394	-.86597647	-.42801657	-.47731744
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_D04	24	52	.02518892	.97481108	.96376812	.03623188	1	BA192	k5	7812	7037.2838	36	0	.12312816	.87687188	8.5	197	7	2	2																																	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8				1704.1921	-64.96875	1318.712							1.5873825	1.2615782
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_D09	24	52	.94139545	.05860455	0	1	0	BA200	k5	7044	7096.5629	107	0	.01774621	.98225373	8.5	176	7	2	2	4112.5327	1095083	0	0	1.509e+09	7366.0846	16622.716	4053.8195	1473289.8	0	0	1.584e+09	7736.2281	15522.436	4131.5456	1104414.1	0	0	1.503e+09	7338.5651	16571.337	4025.535	1476998.3	0	0	1.601e+09	7818.9898	15615.721	11/30/2021 9:47	4112.5327	1095083	1473289.8	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	94.033772	38170.499	93925.201	936.19214	6.03125	1377.9911	.51384271	.51384271	.75899966	.75899966	.73864482	1.146632	1.1116883	.68852178
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_D10	24	55	0	1				BA208	k5	8205	14518.184	308	0	.00094926	.99905068	8.5	185	7	4	4	4317.0092	1220543.8	0	0	2.002e+09	9776.1696	20327.158	4300.6112	1581045.5	0	0	1.885e+09	9204.9173	17605.647	4491.3123	1220932.6	0	0	2.045e+09	9985.231	20604.312	4295.5073	1588073.7	0	0	1.891e+09	9233.7567	17590.155	11/30/2021 9:47	4317.0092	1220543.8	1581045.5		ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	302.99164	84038.258	89198.305	2976.3556	207.03125	8799.612	1.4716912	1.4277139	1.6243812	1.3472053	1.3100348	1.089182	1.844648	2.3707615
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_E01	24	54	.91459576	.08540424	.18798665	.81201335	0	BA170	k5	7184	9693.2322	116	0	.00053031	.9994697	8.5	204	7	3	3	4194.5883	1037392	0	0	1.542e+09	7531.2083	17650.817	4108.9569	1405041.5	0	0	1.576e+09	7696.4553	16093.541	4118.2011	1039904.2	0	0	1.532e+09	7478.4353	17525.205	4081.1534	1402678.8	0	0	1.584e+09	7734.5659	16097.131	11/30/2021 9:47	4194.5883	1037392	1405041.5	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	173.50625	-51460.903	-19461.902	1454.0648	15.03125	3974.6604	.80068698	.75899966	.25652431	-.95926887	.32876769	-.2804385	1.1983797	.98333257
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_E09	24	54	.82694495	.17305505	0	1	0	BA201	k5	5334	1568.6674	0	1	.99999881	1.136e-06	8.5	200	7	1	1	4085.2478	1005152	0	0	1.382e+09	6750.2098	15997.738	3874.4849	1288971.6	0	0	1.414e+09	6903.0119	14808.945	4096.8092	1012808.2	0	0	1.378e+09	6726.3198	15876.653	3853.7308	1285861.2	0	0	1.406e+09	6863.8193	14737.312	11/30/2021 9:47	4085.2478	1005152	1288971.6	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	64.165717	-41139.782	-75383.563	-395.9352	-100.96875	-4149.9044	.39444634	.34504392	-.09239984	-.73864482	-.37787767	-.93518445	.02966859	-.25487898
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_F01	24	55	.90347329	.09652671	.27193302	.72806698	0	BA171	k5	4021	3525.2791	67	0	.05617941	.94382066	8.5	175	7	1	1	3834.4713	928140.87	0	0	1.410e+09	6883.7574	17101.735	3889.6693	1273808.6	0	0	1.341e+09	6547.7974	14511.095	3905.9281	937053.22	0	0	1.362e+09	6652.6188	16588.571	3895.2859	1269113.2	0	0	1.328e+09	6483.0276	14412.61	11/30/2021 9:47	3834.4713	928140.87	1273808.6	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-179.54628	-20535.441	47405.743	-1207.6444	-33.96875	-2193.2927	-.88857203	-.93518445	-.93518445	-.29647001	-.49637211	.58539491	-.8912761	-.98333257
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_F02	24	54	0	1	.93436385	.06563615	1	BA179	k5	5427	5157.0265	58	0	.01458126	.9854188	8.5	182	7	2	2	4136.2879	984426.27	0	0	1.294e+09	6318.2886	15410.918	3869.8855	1275034.8	0	0	1.375e+09	6711.5975	14950.705	3874.9017	996628.42	0	0	1.274e+09	6222.4731	15172.255	3883.1976	1274765.6	0	0	1.355e+09	6616.3759	14800.454	11/30/2021 9:47	4136.2879	984426.27	1275034.8	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	115.20585	-81733.008	-117397.54	-302.9352	-42.96875	-561.54536	.58539491	.54926721	-.37787767	-1.5187146	-.47905171	-1.3472053	.10401208	-.19402814
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_F04	24	55	.05217249	.94782751	1	0	1	BA194	k5	6328	11102.571	281	0	.00192602	.99807394	8.5	202	7	3	3	4248.0643	1150501.1	0	0	1.694e+09	8271.4405	18064.988	4049.9814	1540730.6	0	0	1.629e+09	7954.664	15639.698	4111.489	1151517.9	0	0	1.655e+09	8081.2663	17714.069	4059.7615	1530562.1	0	0	1.608e+09	7852.7574	15519.569	11/30/2021 9:47	4248.0643	1150501.1	1540730.6	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	234.04674	40832.534	86809.994	1099.3556	180.03125	5383.9994	1.1923378	1.146632	1.117446	.84381462	1.1768289	1.0091902	.74607634	.86942377
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_F09	24	55	.86484178	.13515822	0	1	0	BA202	k5	4221	1134.0965	1	1	.99924016	.00075982	8.5	192	7	1	1	3659.1823	923594.97	0	0	1.203e+09	5871.8544	14685.704	3659.3457	1113356.3	0	0	1.228e+09	5993.9418	13834.124	3653.8167	913665.77	0	0	1.198e+09	5852.0246	14720.926	3648.7507	1098193.4	0	0	1.212e+09	5919.0431	13758.881	11/30/2021 9:47	3659.1823	923594.97	1113356.3	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-354.83531	43150.415	-16619.932	-1007.6444	-99.96875	-4584.4753	-1.4716912	-1.5187146	-1.0091902	.86597647	-1.5187146	-.23275595	-.74607634	-.80621595
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_G01	24	52	0	1	.92085371	.07914629	1	BA172	k5	6863	6979.1999	67	0	.00298279	.99701726	8.5	173	7	2	2	3885.8538	963610.84	0	0	1.384e+09	6758.8485	16461.086	3894.733	1338617.6	0	0	1.424e+09	6951.3847	15068.416	3982.7296	976321.41	0	0	1.392e+09	6796.314	16470.638	3899.6828	1329555.7	0	0	1.407e+09	6868.4375	14959.454	11/30/2021 9:47	3885.8538	963610.84	1338617.6	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-132.64517	-5066.2471	83949.172	755.19214	-33.96875	1260.6281	-.49637211	-.58539491	-.64107741	.04615064	-.06155119	.983923	1.0582514	.59731685
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_G02	24	55	.90122585	.09877415	0	1	0	BA180	k5	3755	5451.0219	156	0	.01257524	.98742479	8.5	170	7	2	2	4093.9137	949943.24	0	0	1.263e+09	6165.6721	15253.083	3922.9391	1260619.5	0	0	1.266e+09	6182.9145	13877.966	3952.3137	948746.95	0	0	1.234e+09	6027.3297	15041.545	3937.9595	1253770.8	0	0	1.257e+09	6135.2776	13826.663	11/30/2021 9:47	4093.9137	949943.24	1260619.5	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	79.896124	-99721.764	-108502.75	-1473.6444	55.03125	-267.5499	.46187386	.46187386	-.73864482	-1.7521117	-.56723851	-1.1768289	-1.1396363	-1.1116883
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_G03	24	54	.91848947	.08151053	0	1	0	BA187	k5	5924	4825.3485	58	0	.13508101	.86491901	8.5	181	7	2	2	3878.3618	982093.51	0	0	1.311e+09	6399.5823	15525.881	3792.309	1345376.6	0	0	1.394e+09	6807.1104	14712.684	3854.755	986998.29	0	0	1.310e+09	6398.7568	15523.097	3829.5349	1343313	0	0	1.379e+09	6735.454	14611.602	11/30/2021 9:47	3878.3618	982093.51	1345376.6	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-142.72027	16332.704	94829.562	194.0648	-42.96875	-893.22329	-.54926721	-.71859152	-.42791685	.37787767	.03076103	1.1768289	.52780723	.17893573
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_G09	24	52	.02137313	.97862687	.95940049	.04059951	1	BA203	k5	6139	7129.4797	159	0	.02951791	.97048205	8.5	184	7	2	2	4080.3069	1089310.9	0	0	1.534e+09	7491.2924	17031.156	3782.2327	1291723	0	0	1.559e+09	7610.7875	16330.549	4075.2793	1085393.1	0	0	1.536e+09	7501.0155	17045.583	3785.5168	1296508.2	0	0	1.559e+09	7611.3802	16278.15	11/30/2021 9:47	4080.3069	1089310.9	1291723	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	61.80795	44942.397	-69914.129	31.192144	58.03125	1410.9079	.36141209	.31257809	.64107741	.88857203	-.34504392	-.88857203	.6698419	.02966859
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_H01	24	54	.93602794	.06397206	0	1	0	BA173	k5	6757	6377.8951	124	0	.00866153	.99133849	8.5	188	7	2	2	4229.2146	986878.66	0	0	1.377e+09	6724.7086	16245.316	3988.0726	1293128.7	0	0	1.368e+09	6678.3242	14795.687	4194.7059	981704.71	0	0	1.359e+09	6637.7695	16105.181	3981.7908	1299827.9	0	0	1.379e+09	6734.2636	14806.124	11/30/2021 9:47	4229.2146	986878.66	1293128.7	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	208.13255	-115452.6	-150422.69	1027.0648	23.03125	659.32324	1.0351187	.95926887	-.32876769	-2.1612654	-.32876769	-1.6243812	1.0076772	.765814
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1630_W_H03	24	55	.97106044	.02893956	0	1	0	BA188	k5	4303	3381.7353	76	0	.02516998	.97482997	8.5	177	7	1	1	3868.4517	908342.29	0	0	1.149e+09	5609.7697	14405.034	3866.7195	1203885.5	0	0	1.200e+09	5859.3833	13500.147	4027.3213	913187.26	0	0	1.171e+09	5718.1795	14558.322	3851.2582	1207324.8	0	0	1.203e+09	5874.9186	13513.93	11/30/2021 9:47	3868.4517	908342.29	1203885.5	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-145.56592	-53560.975	-41209.964	-925.64441	-24.96875	-2336.8365	-.62230348	-.75899966	-1.1768289	-1.0091902	-.91163063	-.53147159	-.68852178	-.765814
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_A12	24	54	.89481473	.10518527	0	1	0	BA217	k5	7743	8516.8205	149	0	.00874773	.99125224	10	219	8	3	2	4180.0179	1159862.1	1	12	1.678e+09	8191.3857	17801.289	4147.3898	1522247.9	0	0	1.703e+09	8316.3805	16474.02	4146.4811	1151069.3	1	10	1.644e+09	8029.6412	17604.545	4140.2808	1535676.3	0	0	1.724e+09	8417.0607	16499.593	11/30/2021 9:49	4180.0179	1159862.1	1522247.9	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	158.93583	76680.765	105759.71	2472.2431	-16	2078.0994	.73864482	.71859152	1.2406802	1.2081388	1.0091902	1.3100348	1.5371346	1.844648
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_B11	24	55	.91316995	.08683005	0	1	0	BA210	k5	6373	9648.4769	231	0	.00400309	.99599695	10	216	8	3	3	4544.6497	1214682	0	0	1.793e+09	8754.9232	18529.992	4359.8321	1626624.1	0	0	1.762e+09	8605.7021	16492.677	4384.1847	1208880	0	0	1.775e+09	8667.8945	18405.13	4370.5202	1609487.3	0	0	1.738e+09	8485.9169	16403.652	11/30/2021 9:49	4544.6497	1214682	1626624.1	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	530.63213	-10433.264	9551.7605	1603.5339	66	3209.7559	2.1612654	2.1612654	1.4716912	-.10785536	1.6848136	.04615064	.78585462	1.1396363
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_B12	24	55	0	1				BA218	k5	4562	5867.4402	130	0	.00783035	.99216968	10	215	8	2	2	4092.562	984456.18	0	0	1.525e+09	7446.457	17799.928	3902.2243	1317144.2	0	0	1.460e+09	7128.4603	15359.278	3895.4433	970010.99	0	0	1.457e+09	7116.3502	17294.544	3912.0068	1299289.6	0	0	1.445e+09	7055.139	15381.025	11/30/2021 9:49	4092.562	984456.18	1317144.2		ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	78.544422	-64682.671	-51234.522	-207.46615	-35	-571.28081	.44483124	.44483124	-.36141209	-1.2745912	-.21698394	-.62230348	-.51083378	-.08911051
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_C11	24	54	.89036103	.10963897	0	1	0	BA211	k5	4429	7229.3311	242	0	.00473087	.99526912	10	210	8	2	2	4144.2662	1034012.5	0	0	1.517e+09	7408.2941	17215.044	3943.6096	1336733.4	0	0	1.475e+09	7204.568	15513.89	4178.558	1005720.2	0	0	1.514e+09	7393.6901	17382.264	3943.712	1351657.1	0	0	1.497e+09	7310.0183	15568.485	11/30/2021 9:49	4144.2662	1034012.5	1336733.4	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	123.18419	-35252.417	-60087.817	-841.75694	77	790.61009	.62230348	.58539491	.21698394	-.62230348	-.09239984	-.75899966	-.6151411	-.65139289
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_C12	24	55	.87312865	.12687135	0	1	0	BA219	k5	2156	2336.9259	66	0	.22379404	.7762059	10	218	8	1	1	4075.4078	911871.34	0	0	1.231e+09	6011.6213	15082.601	3884.2025	1170239.9	0	0	1.238e+09	6046.5393	13860.711	4064.2233	902570.19	0	0	1.234e+09	6026.5004	15188.193	3911.6857	1170389.4	0	0	1.222e+09	5964.577	13724.269	11/30/2021 9:49	4075.4078	911871.34	1170239.9	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	61.390177	-130590.17	-188702.26	-2613.4661	-99	-4101.7952	.32876769	.2804385	-1.117446	-2.3573698	-1.117446	-2.0242466	-2.0392998	-1.932852
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_D11	24	55	.33373812	.66626188	1	0		BA212	k5	6417	6368.0935	137	0	.00745592	.99254405	10	211	8	2	2	4057.9452	1013107.3	0	0	1.520e+09	7419.9534	17632.956	4000.3822	1404622.8	0	0	1.528e+09	7460.8866	15619.959	4058.111	1026326.3	0	0	1.527e+09	7457.8423	17600.573	3989.2535	1417901.6	0	0	1.549e+09	7564.0994	15693.368	11/30/2021 9:49	4057.9452	1013107.3	1404622.8		ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	43.927585	-22556.846	55286.857	1647.5339	-28	-70.627557	.24858607	.20126573	-.03076103	-.34504392	.31257809	.67932412	.84797893	1.1983797
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_D12	24	55	.89837265	.10162735	0	1	0	BA220	k5	3854	5614.1257	175	0	.03214165	.96785831	10	213	8	2	2	3960.8854	941629.03	0	0	1.283e+09	6264.9864	15516.826	3878.8861	1240820.9	0	0	1.321e+09	6448.9911	14292.581	4031.5408	932776.49	0	0	1.301e+09	6354.6137	15703.148	3884.2025	1236065.7	0	0	1.314e+09	6415.3144	14295.347	11/30/2021 9:49	3960.8854	941629.03	1240820.9	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-53.132161	-56254.335	-55122.402	-915.46615	10	-824.59539	-.20126573	-.32876769	-.82205966	-1.117446	-.73864482	-.69882312	-1.0582514	-.74607634
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_E11	24	55	.83268382	.16731618	0	1	0	BA213	k5	3992	1579.7402	9	1	.85402006	.14597988	10	217	8	1	1	3705.0731	886539.92	0	0	1.192e+09	5822.351	15005.799	3611.3797	1156452.6	0	0	1.206e+09	5890.5896	13655.6	3782.2327	889082.03	0	0	1.188e+09	5800.3436	14921.912	3601.9307	1162583.6	0	0	1.213e+09	5924.1368	13663.723	11/30/2021 9:49	3705.0731	886539.92	1156452.6	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-308.9445	-11767.768	1231.8198	-777.46615	-156	-4858.9808	-1.3472053	-1.3863365	-1.3100348	-.15439206	-1.1768289	-.07696636	-.93631228	-.63316298
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_F11	24	54	.87324778	.12675222	.24159576	.75840424	0	BA214	k5	5937	12917.279	392	0	.00230041	.99769956	10	214	8	4	3	4485.9887	1157349.9	0	0	1.595e+09	7787.4858	17066.406	4251.4176	1522606.8	0	0	1.623e+09	7926.9278	15761.579	4478.7827	1159084.5	0	0	1.583e+09	7728.6964	16926.163	4218.2819	1525477.9	0	0	1.642e+09	8018.4526	15812.048	11/30/2021 9:49	4485.9887	1157349.9	1522606.8	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	464.90661	-44931.438	-62196.099	666.24306	227	6478.5584	2.0242466	2.0242466	1.2081388	-.77967394	1.0351187	-.77967394	.54493414	.51083378
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_G11	24	55	.85648487	.14351513	0	1	0	BA215	k5	6451	7618.0575	205	0	.00306305	.99693692	10	220	8	3	2	4208.6677	1093378.3	0	0	1.533e+09	7483.7208	16950.292	3973.2642	1446044.3	0	0	1.539e+09	7513.6298	15481.151	4115.5569	1083568.7	0	0	1.497e+09	7309.9859	16725.588	3972.4813	1454358.5	0	0	1.551e+09	7575.5644	15481.771	11/30/2021 9:49	4208.6677	1093378.3	1446044.3	1	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	194.65013	-955.03002	13795.808	1681.5339	40	1179.3365	.93518445	.84381462	.73864482	.12333669	.64107741	.10785536	.8912761	1.2293652
ABs_CD15_08dpf_vast01_plate02_sec16b_210629_1800_W_H11	24	55	0	1	.96119665	.03880335	1	BA216	k5	2054	3129.6405	79	0	.06119933	.93880063	10	209	8	1	1	3987.8701	862524.41	0	0	1.164e+09	5684.5327	14831.368	3751.6621	1096997.1	0	0	1.164e+09	5686.0082	13597.169	4014.5579	867309.57	0	0	1.204e+09	5880.945	15154.275	3719.1521	1098821.4	0	0	1.208e+09	5896.1628	14050.853	11/30/2021 9:49	3987.8701	862524.41	1096997.1	5	ABs	CD15	sec16b	210629	1	0	0	1	2	1	8	-26.147481	-145862.81	-213790.54	-2715.4661	-86	-3309.0805	-.06155119	-.16997388	-1.7521117	-2.740479	-1.8284325	-2.740479	-2.3707615	-2.1755918
