filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	cckar_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A01	1.0666667	210519	1	7	14	NM248	8.8456204	1	19-maj-2021 09:04:29	3409	2487.2171	0	0	.00014972	.99985027	-3.333e-13	1	1	A01	3792.309	855436.4	0	0	1.004e+09	4903.9837	13412.205	3621.3697	1191085.2	0	0	9.499e+08	4638.2396	11702.376	3973.9303	895272.83	0	0	1.051e+09	5132.5885	13627.983	3608.9855	1213396	0	0	9.458e+08	4618.101	11660.295	5/19/2021 11:04	3792.309	855436.4	1191085.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-247.60887	-46951.636	-44263.015	-1454.6034	-440.67241	-454985.69	-1.0651198	-1.0651198	-1.395747	-.82239396	-1.1000328	-.64430165	-2.0730466	-2.0730466
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A02	1.65	210519	1	7	14	NM256	12.844611	1	19-maj-2021 09:39:35	4753	26068.184	39	0	.01095637	.98904359	.58333333	2	1	A02	3993.4346	977607.42	0	0	1.169e+09	5706.971	14558.126	3595.569	1288283.7	0	0	1.092e+09	5330.6642	12992.084	3992.5621	976082.15	0	0	1.152e+09	5623.8445	14453.677	3571.9144	1327940.7	0	0	1.121e+09	5471.5828	13075.129	5/19/2021 11:39	3993.4346	977607.42	1288283.7	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-46.48325	6278.2097	-50043.84	-110.60345	-401.67241	-431404.73	-.15608123	-.15608123	-.05832674	.21539757	-.50664618	-.76905533	-.15367931	-.17307125
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A03	1.95	210519	1	7	14	NM264	16.433448	1	19-maj-2021 09:57:51	5892	390313.87	447	0	.00075075	.99924928	.88333333	3	2	A03	4213.9229	1067418.8	0	0	1.576e+09	7697.4987	17898.632	4212.6559	1525687.3	0	0	1.450e+09	7080.0476	15074.573	4389.8634	1112728.3	0	0	1.660e+09	8107.0576	18170.423	4208.0601	1516924.4	0	0	1.437e+09	7015.7697	14925.709	5/19/2021 11:57	4213.9229	1067418.8	1525687.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	174.00507	20511.353	74466.421	1028.3966	6.3275862	-67159.04	.66840365	.66840365	.7178201	.46293515	1.0314591	1.0314591	1.3545138	1.4040454
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A04	2.25	210519	1	7	14	NM272	16.433448	1	19-maj-2021 10:15:52	5172	29268.857	22	0	.00205171	.99794835	1.1833333	2	1	A04	4209.3392	1085363.2	0	0	1.732e+09	8455.4974	19182.417	4117.4749	1527870.5	0	0	1.501e+09	7330.8042	15638.477	4233.6073	1076241.5	0	0	1.733e+09	8460.2712	19211.59	4145.4027	1534749.1	0	0	1.550e+09	7566.8959	15883.814	5/19/2021 12:15	4209.3392	1085363.2	1527870.5			AB	CD15	CCKAR	1	0	0	2	1	8	169.42131	40026.896	78996.603	308.39655	-418.67241	-428204.05	.64430165	.64430165	.84995728	.7178201	1.0651198	1.0651198	.35152991	.33124688
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A05	2.65	210519	1	7	14	NM278	21.560359	1	19-maj-2021 10:39:34	6440	1197574.7	1292	0	.0000628	.99993718	1.5833333	4	3	A05	4287.1268	1073460.1	1	57	1.476e+09	7205.3587	16783.345	4186.0093	1563460.1	0	0	1.429e+09	6978.2854	15194.646	4594.388	1112100.2	0	0	1.522e+09	7433.6335	16892.802	4293.0941	1562861.9	0	0	1.415e+09	6906.8194	15115.255	5/19/2021 12:39	4594.388	1112100.2	1563460.1	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	554.4701	-65221.798	-82564.515	1576.3966	851.32759	740101.84	2.2692058	2.2692058	1.2138469	-1.0651198	1.3460246	-1.2554862	2.6678608	2.6678608
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A06	3	210519	1	7	14	NM285	15.408066	1	19-maj-2021 11:00:58	4572	492294.75	363	0	.00247544	.99752456	1.9333333	3	3	A06	4196.2564	985802	0	0	1.287e+09	6282.8763	15499.907	4015.4853	1382102.7	0	0	1.277e+09	6233.7825	14176.882	4064.3079	968904.42	0	0	1.284e+09	6269.9271	15542.08	4014.1221	1352524.4	0	0	1.252e+09	6115.5574	14078.786	5/19/2021 1:01	4196.2564	985802	1382102.7	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	156.33849	-55049.777	-60072.621	-291.60345	-77.672414	34821.844	.5513477	.5513477	.01943245	-.96742157	.09730949	-.84995728	-.41329661	-.43422903
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A07	3.2833333	210519	1	7	14	NM293	13.869993	1	19-maj-2021 11:17:39	4559	425763.98	381	0	.00402749	.99597245	2.2166667	3	2	A07	4111.7473	941419.68	0	0	1.241e+09	6060.0875	15187.922	4018.2848	1327103.3	0	0	1.268e+09	6193.0012	13971.454	4195.2299	965345.46	0	0	1.269e+09	6196.683	15308.984	4030.5615	1315140.4	0	0	1.218e+09	5945.208	13708.181	5/19/2021 1:17	4111.7473	941419.68	1327103.3	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	71.829371	-70464.344	-71802.084	-304.60345	-59.672414	-31708.933	.23532887	.23532887	-.44141204	-1.1742121	-.27548228	-.99892823	-.43422903	-.45535347
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_A08	3.55	210519	1	7	14	NM300	19.407057	1	19-maj-2021 11:33:03	5012	1049438.8	1020	0	.0002847	.99971527	2.4833333	4	3	A08	4255.5871	1046543.6	0	0	1.492e+09	7286.1045	17081.695	4024.086	1448137.8	0	0	1.373e+09	6706.3207	14687.951	4009.8022	1027163.7	0	0	1.419e+09	6927.9453	16615.59	4030.7062	1433273.9	0	0	1.341e+09	6545.9596	14588.616	5/19/2021 1:33	4255.5871	1046543.6	1448137.8	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	215.66927	-14645.408	-24415.708	148.39655	579.32759	591965.89	.82239396	.82239396	.52886482	-.01943245	.5741128	-.33657924	.15367931	.23167057
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B01	1.3333333	210519	1	7	14	NM249	13.152225	1	19-maj-2021 09:20:40	4622	4639.5173	0	1	.98238784	.01761213	.26666667	1	1	B01	3908.8558	943214.11	0	0	1.199e+09	5852.3372	15133.594	3707.5745	1279012.5	0	0	1.080e+09	5271.9196	13000.451	3881.5414	944978.64	0	0	1.188e+09	5799.7534	14995.043	3686.0389	1286519.2	0	0	1.084e+09	5290.7507	13008.181	5/19/2021 11:20	3908.8558	943214.11	1279012.5			AB	CD15	CCKAR	1	0	0	2	1	8	-131.06211	876.56115	-16009.444	-241.60345	-440.67241	-452833.39	-.52886482	-.52886482	-.39896027	.13644074	-.59717942	-.27548228	-.35152991	-.35152991
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B02	1.6833333	210519	1	7	14	NM257	13.152225	1	19-maj-2021 09:41:22	4704	6218.8237	0	1	.99995553	.00004448	.61666667	1	1	B02	4038.3118	1094754	0	0	1.230e+09	6005.7817	14576.035	3990.8013	1352045.9	0	0	1.155e+09	5640.2788	13266.961	4211.9637	1036853.6	0	0	1.200e+09	5861.2833	14537.519	3987.8026	1336404.4	0	0	1.161e+09	5668.2155	13445.246	5/19/2021 11:41	4038.3118	1094754	1352045.9	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-1.6060997	108041.97	-9259.4023	-159.60345	-440.67241	-451254.09	-.03887224	-.03887224	1.0314591	1.6411071	-.07780333	-.17578212	-.29107708	-.21205892
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B03	2	210519	1	7	14	NM265	14.382684	1	19-maj-2021 10:00:08	4766	4431.4316	0	1	.99999535	4.703e-06	.93333333	1	1	B03	3960.1152	990228.27	0	0	1.183e+09	5774.8971	14507.728	3407.9792	1287087.4	0	0	1.115e+09	5442.8492	13077.329	3972.3044	1001413.6	0	0	1.173e+09	5729.967	14398.086	3704.2981	1332396.9	0	0	1.129e+09	5513.0465	13079.379	5/19/2021 12:00	3960.1152	990228.27	1287087.4	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-79.802704	30320.192	-34180.072	-97.603448	-440.67241	-453041.48	-.33657924	-.33657924	.05832674	.64430165	-.52886482	-.4846749	-.134345	-.134345
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B04	2.35	210519	1	7	14	NM273	15.818219	1	19-maj-2021 10:21:20	5689	10400.109	0	1	.90187198	.09812798	1.2833333	2	1	B04	4306.1154	1124751	0	0	1.563e+09	7631.1539	17108.294	4240.9442	1580716.6	0	0	1.534e+09	7488.5357	15409.074	4569.5522	1178344.7	0	0	1.589e+09	7758.3924	17033.162	4293.0941	1563609.6	0	0	1.462e+09	7137.4375	15098.849	5/19/2021 12:21	4306.1154	1124751	1580716.6			AB	CD15	CCKAR	1	0	0	2	1	8	266.19754	46242.075	82291.799	825.39655	-440.67241	-447072.8	1.1000328	1.1000328	1.395747	.82239396	1.5071081	1.1742121	1.1834238	1.1834238
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B05	2.6833333	210519	1	7	14	NM279	9.7684643	1	19-maj-2021 10:41:32	4820	714379.49	1189	0	.00006034	.99993968	1.6166667	3	3	B05	3615.7744	797147.22	0	0	1.070e+09	5226.1378	14629.365	3613.3542	1156991	0	0	1.092e+09	5330.5833	13754.67	3871.4154	837043.46	0	0	1.128e+09	5508.5964	14896.058	3621.122	1142157	0	0	1.063e+09	5192.2644	13654.01	5/19/2021 12:41	3615.7744	797147.22	1156991	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-424.14349	-44728.865	12031.103	-43.603448	748.32759	256906.58	-1.6411071	-1.6411071	-2.0667291	-.79544174	-1.3460246	.07780333	-.09581926	-.11506078
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B06	3.05	210519	1	7	14	NM286	14.690299	1	19-maj-2021 11:03:49	4514	1012257.5	922	0	.00054864	.99945134	1.9833333	4	3	B06	3981.6256	948059.08	0	0	1.303e+09	6363.6209	15901.874	3864.4217	1336793.2	0	0	1.274e+09	6222.6101	14570.432	3944.3376	955296.63	0	0	1.302e+09	6359.0886	15947.621	3735.2563	1333981.9	0	0	1.274e+09	6220.9466	14491.615	5/19/2021 1:03	3981.6256	948059.08	1336793.2	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-58.292297	-19222.264	4512.0896	-349.60345	481.32759	554784.57	-.21539757	-.21539757	-.33657924	-.25535411	-.17578212	-.01943245	-.54204681	-.49823189
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B07	3.3166667	210519	1	7	14	NM294	15.100452	1	19-maj-2021 11:19:20	6255	32045.426	25	0	.00025674	.99974328	2.25	2	1	B07	4499.2493	1115419.9	0	0	1.626e+09	7941.6239	17895.465	4491.6053	1624889.5	0	0	1.495e+09	7299.827	15233.237	4500.9009	1130941.8	0	0	1.633e+09	7974.4003	17814.506	4506.5818	1626713.9	0	0	1.494e+09	7294.031	15159.343	5/19/2021 1:19	4499.2493	1115419.9	1624889.5			AB	CD15	CCKAR	1	0	0	2	1	8	459.33146	-29290.788	27577.328	1391.3966	-415.67241	-425427.48	2.0667291	2.0667291	1.2554862	-.3780057	2.0667291	.31608501	2.2750861	2.2750861
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_B08	3.5833333	210519	1	7	14	NM301	18.176598	1	19-maj-2021 11:35:33	5973	1191445.1	1185	0	.0009388	.99906117	2.5166667	4	3	B08	4413.366	1130104.4	0	0	1.810e+09	8838.3635	19437.64	4469.8961	1578922.1	0	0	1.647e+09	8040.5049	16477.259	4630.5202	1162284.5	0	0	1.881e+09	9183.3394	19725.885	4468.1327	1568095.7	0	0	1.578e+09	7706.1722	16005.912	5/19/2021 1:35	4413.366	1130104.4	1578922.1			AB	CD15	CCKAR	1	0	0	2	1	8	373.44808	14832.483	25583.492	1109.3966	744.32759	733972.18	1.570585	1.570585	1.4491818	.3780057	1.4491818	.2957227	1.4572834	1.5150056
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C01	1.3666667	210519	1	7	14	NM250	9.5633879	1	19-maj-2021 09:22:44	3569	4763.9899	0	0	.01131568	.98868436	.3	1	1	C01	3826.1753	858068.24	0	0	9.886e+08	4827.1014	13342.051	3713.3819	1129506.2	0	0	9.290e+08	4535.9283	11936.968	3834.3582	848767.09	0	0	9.873e+08	4820.7875	13313.688	3697.8821	1117722.8	0	0	9.343e+08	4561.8678	11985.503	5/19/2021 11:22	3826.1753	858068.24	1129506.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-213.7426	-55928.368	-123182.03	-1294.6034	-440.67241	-452708.92	-.84995728	-.84995728	-1.3460246	-.99892823	-1.6411071	-1.8134176	-1.8203725	-1.8203725
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C02	1.7166667	210519	1	7	14	NM258	14.382684	1	19-maj-2021 09:43:55	5319	42330.644	54	0	.00258712	.99741286	.65	2	1	C02	4194.6418	984276.73	0	0	1.241e+09	6060.0078	15323.057	4000.8009	1438029.2	0	0	1.163e+09	5679.4887	13434.102	4416.3297	1059882.2	0	0	1.316e+09	6424.2917	15491.06	4026.9649	1436354.4	0	0	1.171e+09	5716.3616	13386.842	5/19/2021 11:43	4194.6418	984276.73	1438029.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	154.72388	-56021.597	-3319.4067	455.39655	-386.67241	-415142.27	.52886482	.52886482	-.03887224	-1.0314591	.50664618	-.11685275	.58692823	.59833216
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C03	2.0333333	210519	1	7	14	NM266	13.357302	1	19-maj-2021 10:02:06	4831	6100.5921	0	1	.99977797	.00022203	.96666667	1	1	C03	4218.4167	965345.46	0	0	1.172e+09	5723.3293	14478.265	3944.5158	1353212.3	0	0	1.110e+09	5418.374	12808.783	4075.6866	961666.87	0	0	1.148e+09	5606.2709	14321.119	3932.4115	1336703.5	0	0	1.095e+09	5344.5423	12741.578	5/19/2021 12:02	4218.4167	965345.46	1353212.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	178.49877	-83102.349	-100309.4	-32.603448	-440.67241	-451372.32	.69290035	.69290035	-.17578212	-1.570585	-.05832674	-1.4491818	-.07661315	-.05743526
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C04	2.4333333	210519	1	7	14	NM274	11.511614	1	19-maj-2021 10:26:43	4499	7411.7985	0	1	.99995124	.0000488	1.3666667	1	1	C04	4081.0105	984635.62	0	0	1.244e+09	6075.9092	14970.389	3990.3217	1404981.7	0	0	1.284e+09	6271.5196	13696.956	3964.1195	1009458.6	1	10	1.288e+09	6289.6808	15177.116	3976.2363	1377915.6	0	0	1.230e+09	6007.9444	13445.981	5/19/2021 12:26	4081.0105	984635.62	1404981.7	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	41.092608	-16712.556	21814.014	-364.60345	-440.67241	-450061.11	.11685275	.11685275	-.01943245	-.09730949	.31608501	.23532887	-.63302463	-.52001455
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C06	3.0833333	210519	1	7	14	NM287	6.7948561	1	19-maj-2021 11:05:28	3499	3603.2287	0	1	.99999034	9.642e-06	2.0166667	1	1	C06	3871.987	875833.13	0	0	1.099e+09	5365.6258	13983.252	3642.2245	1077467.7	0	0	9.417e+08	4597.9986	11905.362	3878.4582	842067.87	0	0	1.070e+09	5225.656	13978.324	3638.1658	1104623.4	0	0	9.591e+08	4683.334	11808.312	5/19/2021 1:05	3871.987	875833.13	1077467.7	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-167.93088	-53866.664	-198676.88	-1364.6034	-440.67241	-453869.68	-.66840365	-.66840365	-1.0651198	-.93684711	-2.0667291	-2.6626875	-1.9313878	-1.9313878
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C07	3.35	210519	1	7	14	NM295	10.998923	1	19-maj-2021 11:21:45	4928	897609.36	926	0	.00494957	.99505049	2.2833333	3	3	C07	3978.323	919108.89	0	0	1.226e+09	5985.0343	15310.486	3901.8679	1285831.3	0	0	1.177e+09	5744.9446	13795.73	3937.1734	924880.98	0	0	1.209e+09	5903.5625	15148.686	3910.8025	1301771.9	0	0	1.184e+09	5781.1052	13738.67	5/19/2021 1:21	3978.323	919108.89	1285831.3	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-61.594888	-47040.408	-44758.849	64.396552	485.32759	440136.45	-.25535411	-.25535411	-.62056827	-.84995728	-.5513477	-.7178201	.04785468	.09581926
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_C08	3.6166667	210519	1	7	14	NM302	16.228372	1	19-maj-2021 11:37:26	5267	836597.06	932	0	.00049747	.99950254	2.55	3	3	C08	4317.0092	1146553.3	0	0	1.522e+09	7429.3926	16479.655	3952.064	1515698.2	0	0	1.481e+09	7233.1846	15191.863	4106.7254	1145596.3	0	0	1.536e+09	7500.8574	16603.658	4030.7062	1509716.8	0	0	1.456e+09	7109.07	15025.524	5/19/2021 1:37	4317.0092	1146553.3	1515698.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	277.09134	64310.302	11695.7	403.39655	491.32759	379124.15	1.1363408	1.1363408	1.570585	1.0651198	.96742157	.03887224	.43422903	.45535347
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D01	1.4166667	210519	1	7	14	NM251	6.1796268	1	19-maj-2021 09:25:15	3231	2804.0134	0	1	.99807346	.0019265	.35	1	1	D01	3495.5752	719029.54	0	0	1.018e+09	4968.736	14643.746	3265.2147	985981.45	0	0	8.627e+08	4212.6062	11917.35	3512.1682	720375.37	0	0	1.023e+09	4994.8698	14762.789	3233.2478	966661.38	0	0	8.822e+08	4307.5252	12154.21	5/19/2021 11:25	3495.5752	719029.54	985981.45			AB	CD15	CCKAR	1	0	0	2	1	8	-544.34267	-81645.06	-97434.644	-1632.6034	-440.67241	-454668.9	-1.9247266	-1.9247266	-2.2692058	-1.395747	-2.6626875	-1.395747	-2.6678608	-2.2750861
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D02	1.75	210519	1	7	14	NM259	7.9227765	1	19-maj-2021 09:45:56	3842	3674.282	0	1	.99919742	.00080262	.68333333	1	1	D02	3750.7054	873171.39	0	0	1.070e+09	5224.63	13987.913	3579.6092	1122119.1	0	0	9.955e+08	4861.0508	12461.858	3718.8948	890098.88	0	0	1.085e+09	5299.1341	14073.088	3573.1199	1130971.7	0	0	9.824e+08	4796.9895	12383.619	5/19/2021 11:45	3750.7054	873171.39	1122119.1	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-289.21246	-14955.907	-91927.418	-1021.6034	-440.67241	-453798.63	-1.3460246	-1.3460246	-1.1000328	-.03887224	-1.7208871	-1.299424	-1.5150056	-1.4572834
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D03	2.0666667	210519	1	7	14	NM267	14.997913	1	19-maj-2021 10:04:13	4752	6217.5611	0	1	.99993801	.000062	1	1	1	D03	4102.3827	1103546.8	0	0	1.634e+09	7978.6985	18097.159	4124.3658	1395172.1	0	0	1.628e+09	7949.427	17128.652	4109.8848	1216446.5	0	0	1.667e+09	8138.5479	17987.067	4021.5583	1375702.5	1	71	1.591e+09	7770.3119	16953.51	5/19/2021 12:04	4102.3827	1103546.8	1395172.1			AB	CD15	CCKAR	1	0	0	2	1	8	62.46485	94872.67	1061.5375	-111.60345	-440.67241	-451255.35	.19555148	.19555148	1.1000328	1.3460246	.21539757	-.05832674	-.17307125	-.1925285
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D04	2.4833333	210519	1	7	14	NM275	12.742073	1	19-maj-2021 10:29:16	5331	7587.1159	0	1	.94275135	.05724862	1.4166667	1	1	D04	4245.1592	1218510.1	0	0	1.910e+09	9325.2915	19824.614	4151.9771	1452683.7	0	0	1.821e+09	8890.0906	18271.513	4252.5993	1230114.1	0	0	1.909e+09	9319.8354	19789.693	4123.5681	1449005.1	0	0	1.832e+09	8945.1149	18320.697	5/19/2021 12:29	4245.1592	1218510.1	1452683.7			AB	CD15	CCKAR	1	0	0	2	1	8	205.24136	160895.59	-14530.565	467.39655	-440.67241	-449885.79	.74319383	.74319383	2.2692058	2.2692058	.59717942	-.23532887	.63302463	.63302463
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D05	2.75	210519	1	7	14	NM280	15.715681	1	19-maj-2021 10:45:02	5291	766948.66	512	0	.00065044	.99934953	1.6833333	3	3	D05	4059.4373	1010296	0	0	1.332e+09	6506.0324	15742.914	3884.4682	1390506.6	0	0	1.286e+09	6281.6224	14461.16	4070.8664	1014273.7	0	0	1.321e+09	6449.0633	15644.15	3893.8883	1424361.6	0	0	1.341e+09	6550.1643	14717.165	5/19/2021 12:45	4059.4373	1010296	1390506.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	19.519442	16342.623	18384.699	427.39655	71.327586	309475.75	.03887224	.03887224	.21539757	.42009151	.15608123	.17578212	.52001455	.56434541
AB_CD15_08dpf_VAST02_plate01_CCKAR_210519_D06	3.1166667	210519	1	7	14	NM288	16.125834	1	19-maj-2021 11:07:21	5731	11490.545	4	1	.97087157	.02912839	2.05	2	1	D06	4441.7058	1081864	0	0	1.474e+09	7198.9451	16628.939	4134.6969	1494434.2	0	0	1.372e+09	6701.1584	14662.825	4230.5262	1070618.9	0	0	1.423e+09	6947.8187	16338.116	4194.5633	1500176.4	0	0	1.369e+09	6684.495	14557.976	5/19/2021 1:07	4441.7058	1081864	1494434.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	401.78794	-43122.119	-73414.856	867.39655	-436.67241	-445982.37	1.6411071	1.6411071	.79544174	-.74319383	.84995728	-1.0651198	1.2643432	1.2643432
