filename	tod	date	plate	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	mc4r_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	filename9	filename10	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_E08	6.5	211117	1	4	8	.05414095	.94585905	.94841724	.05158276	1	NT905	k5	4434	8408.7875	270	0	.00328819	.99671185	4	2	2	3950.1073	990467.53	0	0	1.332e+09	6502.1713	15662.556	3861.6965	1368195.8	0	0	1.400e+09	6835.5402	14448.453	3914.3187	997256.47	0	0	1.333e+09	6509.1639	15660.45	3861.1854	1371037	0	0	1.408e+09	6873.7529	14494.678	11/30/2021 9:28	3950.1073	990467.53	1368195.8	4	ABs	CD15	mc4r	W	E08	1	0	0	1	1	8	-98.266545	-26144.745	1373.045	-1352.3793	-155.17241	-5948.4863	-.78991491	-.78991491	-.54681325	-.3325995	-.40823849	.02648156	-.93266419	-1.0995616
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_E09	6.5	211117	1	4	7	0	1	1	0	1	NT913	k5	7507	13091.933	453	0	.00313496	.99686497	4	4	3	4175.0781	1171496	1	7	1.629e+09	7954.3141	17193.918	4150.5183	1585621.3	0	0	1.695e+09	8277.1182	15986.396	4223.1534	1198651.7	1	10	1.652e+09	8068.1079	17240.329	4167.7544	1571923.8	0	0	1.676e+09	8182.0535	15859.443	11/30/2021 9:28	4175.0781	1171496	1585621.3	4	ABs	CD15	mc4r	W	E09	1	0	0	1	1	8	126.70428	63516.885	94231.856	1720.6207	27.827586	-1265.3408	.67448975	.67448975	1.0008457	1.1589443	1.0609065	1.1942137	1.3045299	1.2666009
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_E10	6.5	211117	1	4	9	.95106928	.04893072	0	1	0	NT921	k5	6477	15516.612	478	0	.00007499	.99992502	4	4	4																																	1	ABs	CD15	mc4r	W	E10	1	0	0	1	1	8				690.62069	52.827586	1159.338							.67970899	.55900407
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_E11	6.5	211117	1	4	9	.04393854	.95606146	.938728	.061272	1	NT897	k5	5823	18245.753	537	0	.0011668	.99883324	4	4	4	4243.9227	1102081.3	0	0	1.659e+09	8098.9457	18017.618	4272.228	1511750.5	0	0	1.633e+09	7973.3071	15532.719	4305.0318	1118799.4	0	0	1.659e+09	8098.5609	17863.605	4256.3882	1520154.4	0	0	1.659e+09	8098.6207	15740.922	11/30/2021 9:28	4243.9227	1102081.3	1511750.5	4	ABs	CD15	mc4r	W	E11	1	0	0	1	1	8	195.5488	-33857.431	-17758.32	36.62069	111.82759	3888.4792	1.0304114	1.0304114	.40823849	-.50625727	.48629142	-.25881932	.08309647	-.01660095
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_F08	6.5	211117	1	4	9	.96361417	.03638583	0	1	0	NT906	k5	6265	15021.33	499	0	.00141614	.99858391	4	4	4	4328.1175	1111681.5	0	0	1.514e+09	7393.7399	16593.069	4163.4575	1529694.8	0	0	1.600e+09	7810.6786	15358.552	4364.6415	1131539.9	0	0	1.523e+09	7438.147	16615.386	4152.5245	1523773.2	0	0	1.604e+09	7831.9714	15430.21	11/30/2021 9:28	4328.1175	1111681.5	1529694.8	1	ABs	CD15	mc4r	W	F08	1	0	0	1	1	8	279.7436	-58451.024	-46432.786	478.62069	73.827586	664.05619	1.2310348	1.2310348	.55709168	-.97212993	.65249095	-.58828945	.48293897	.37372453
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_F09	6.5	211117	1	4	8	0	1	.99239355	.00760645	1	NT914	k5	6104	17216.231	589	0	.00076912	.99923086	4	4	4	4172.9465	1184864.5	1	6	1.592e+09	7773.9788	16774.379	4191.293	1580148.3	0	0	1.661e+09	8111.6982	15604.202	4154.0223	1200266.7	1	9	1.610e+09	7863.2213	16866.855	4153.2159	1562891.8	0	0	1.636e+09	7986.6125	15490.458	11/30/2021 9:28	4172.9465	1184864.5	1580148.3	4	ABs	CD15	mc4r	W	F09	1	0	0	1	1	8	124.57266	77751.124	89939.114	317.62069	163.82759	2858.9572	.65249095	.65249095	1.1250605	1.3101626	.97212993	1.1250605	.33835015	.20053831
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_F10	6.5	211117	1	4	7	1	0	0	1	0	NT922	k5	8799	14054.451	420	0	.00127675	.99872321	4	4	4	4497.5606	1300934.4	0	0	1.829e+09	8932.1669	18045.335	4381.2368	1754387.8	0	0	1.911e+09	9333.0959	16749.987	4574.2588	1332067.9	1	4	1.854e+09	9051.7729	18039.363	4386.5137	1741168.8	0	0	1.891e+09	9233.6421	16638.945	11/30/2021 9:28	4497.5606	1300934.4	1754387.8	1	ABs	CD15	mc4r	W	F10	1	0	0	1	1	8	449.18679	61986.387	84439.227	3012.6207	-5.1724138	-302.82309	2.1059204	2.1059204	2.1059204	1.0924215	2.3057115	1.0304114	1.9921225	1.9921225
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_F11	6.5	211117	1	4	9	1	0	.01275634	.98724366	0	NT898	k5	6855	2427.8966	0	1	.93400788	.06599212	4	1	1	4094.6661	1100795.3	0	0	1.496e+09	7306.5431	16287.433	3858.5083	1489768.7	0	0	1.616e+09	7891.0447	15254.323	4141.0717	1129865.1	0	0	1.509e+09	7369.1551	16244.582	3912.1788	1487406	0	0	1.610e+09	7859.7861	15153.914	11/30/2021 9:28	4094.6661	1100795.3	1489768.7	1	ABs	CD15	mc4r	W	F11	1	0	0	1	1	8	46.29222	25473.741	42903.489	1068.6207	-425.17241	-11929.377	.20441633	.20441633	.38912579	.52642702	.38912579	.58828945	.95862371	.81125623
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_G08	5	211117	1	4	7	0	1	0	1		NT907	k5																																											ABs	CD15	mc4r	W	G08	1	0	0	1	1	8														
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_G09	6.5	211117	1	4	9	1	0	.03805347	.96194653	0	NT915	k5	4907	17652.651	480	0	.00459932	.99540073	4	4	4	3894.399	948986.21	0	0	1.254e+09	6120.7035	15220.743	3878.5931	1316336.7	0	0	1.338e+09	6532.1749	14194.692	4080.5121	982302.86	0	0	1.297e+09	6331.1831	15385.183	3889.8193	1317951.7	0	0	1.331e+09	6497.3091	14093.284	11/30/2021 9:28	3894.399	948986.21	1316336.7	1	ABs	CD15	mc4r	W	G09	1	0	0	1	1	8	-153.97488	-45001.388	-19640.286	-879.37931	54.827586	3295.3773	-.91697655	-.91697655	-.91697655	-.69681993	-.65249095	-.27711717	-.46436801	-.63845305
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_G10	6.5	211117	1	4	8	.0067376	.9932624	.9822795	.0177205	1	NT969	k5	4201	17403.127	386	0	.00348377	.99651623	4	4	4	3749.0744	1055725.1	0	0	1.313e+09	6409.0801	15004.74	3719.5381	1299319.5	0	0	1.389e+09	6782.7261	14691.533	3747.0157	1082103.3	0	0	1.315e+09	6421.0606	14931.532	3664.3237	1297435.3	0	0	1.384e+09	6757.4153	14615.444	11/30/2021 9:28	3749.0744	1055725.1	1299319.5	4	ABs	CD15	mc4r	W	G10	1	0	0	1	1	8	-299.29943	120757.78	43808.949	-1585.3793	-39.172414	3045.8528	-1.3101626	-1.3101626	.00882627	1.7655892	-.81426535	.60940878	-1.0995616	-1.2304115
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_H08	6.5	211117	1	4	8	0	1	.95097251	.04902749	1	NT908	k5	6117	13821.258	454	0	.00066124	.99933869	4	4	4	4185.5377	1096727.9	0	0	1.520e+09	7419.992	16671.825	4044.735	1528797.6	0	0	1.611e+09	7865.9481	15592.226	4157.0163	1118141.5	0	0	1.531e+09	7476.2626	16695.878	4075.9948	1527481.7	0	0	1.599e+09	7806.0493	15464.766	11/30/2021 9:28	4185.5377	1096727.9	1528797.6	4	ABs	CD15	mc4r	W	H08	1	0	0	1	1	8	137.16389	-15499.113	31616.625	330.62069	28.827586	-536.01623	.78991491	.78991491	.37015419	-.20441633	.6308035	.44692449	.37372453	.25163332
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_H09	6.5	211117	1	4	7	0	1	1	0	1	NT916	k5	6107	15291.322	419	0	.00573768	.99426234	4	4	4	4143.0501	1171017.5	1	10	1.568e+09	7654.5409	16624.527	4185.0232	1625009.2	0	0	1.671e+09	8157.8235	15471.411	4182.7108	1179212	1	8	1.578e+09	7704.6183	16654.502	4168.9239	1608649.9	0	0	1.639e+09	8002.9222	15278.696	11/30/2021 9:28	4143.0501	1171017.5	1625009.2	4	ABs	CD15	mc4r	W	H09	1	0	0	1	1	8	94.676213	76045.845	151353.67	320.62069	-6.1724138	934.04816	.46651758	.46651758	.97212993	1.269605	1.499273	1.6872812	.35598165	.21750531
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_H10	6.5	211117	1	4	9	.04512104	.95487896	.9326369	.0673631	1	NT970	k5	5304	13721.631	461	0	.00963974	.99036026	4	4	4	3932.6739	1013376.5	0	0	1.549e+09	7562.218	17749	3982.6057	1385751.3	0	0	1.534e+09	7490.3411	15393.543	3976.5184	1019746.7	0	0	1.555e+09	7592.6188	17726.233	3987.9338	1394065.6	0	0	1.547e+09	7554.177	15507.401	11/30/2021 9:28	3932.6739	1013376.5	1385751.3	4	ABs	CD15	mc4r	W	H10	1	0	0	1	1	8	-115.69995	3844.3726	28581.492	-482.37931	35.827586	-635.6424	-.86448058	-.86448058	-.40823849	.15061213	-.25881932	.40823849	-.21750531	-.32082321
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A05	7.5	211117	2	4	8	.96477643	.03522357	.22434655	.77565345	0	NT963	k5	4254	8783.2437	293	0	.02686459	.97313541	5	2	2	3769.1155	909658.2	0	0	1.297e+09	6335.0753	15942.61	3790.7314	1199429.3	0	0	1.287e+09	6283.3619	14075.649	3828.6875	929815.67	0	0	1.304e+09	6367.594	15863.822	3795.9783	1207354.7	0	0	1.302e+09	6357.5584	14159.484	11/30/2021 9:28	3769.1155	909658.2	1199429.3	1	ABs	CD15	mc4r	W	A05	1	0	0	1	1	8	-279.25835	-33448.344	-67177.965	-1475.0833	133.22222	1969.6992	-1.1942137	-1.1942137	-1.3984705	-.48629142	-1.3984705	-.78991491	-1.0125853	-1.1957655
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A08	7.5	211117	2	4	7	0	1	.93048291	.06951709	1	NT923	k5	3508	4037.4116	90	0	.22442758	.77557236	5	1	2	3954.8743	944141.24	0	0	1.214e+09	5927.5833	14738.041	3758.623	1207384.6	0	0	1.240e+09	6052.5358	13642.302	3965.6923	955416.26	0	0	1.229e+09	6001.227	14842.323	3768.6394	1209209	0	0	1.238e+09	6046.8855	13659.442	11/30/2021 9:28	3954.8743	944141.24	1207384.6	4	ABs	CD15	mc4r	W	A08	1	0	0	1	1	8	-93.499538	-74407.052	-162077.61	-2221.0833	-69.777778	-2776.1329	-.76602408	-.76602408	-1.0008457	-1.4470343	-1.3529978	-2.1059204	-1.6480727	-1.5866904
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A09	7.5	211117	2	4	9	0	1	.96327445	.03672555	1	NT931	k5	3763	3218.3248	69	1	.76373112	.23626891	5	1	1	3518.4426	866950.68	0	0	1.130e+09	5519.2347	14572.555	3392.0536	1147749.6	0	0	1.152e+09	5622.567	13567.071	3669.6454	901762.7	0	0	1.156e+09	5644.5881	14595.594	3424.6996	1147600.1	0	0	1.152e+09	5624.9676	13528.018	11/30/2021 9:28	3518.4426	866950.68	1147749.6	4	ABs	CD15	mc4r	W	A09	1	0	0	1	1	8	-529.93124	25649.258	19940.347	-1966.0833	-90.777778	-3595.2198	-1.9660246	-1.9660246	-1.6181336	.54681325	-1.6872812	.3325995	-1.4313921	-1.4792525
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A10	7.5	211117	2	4	8	0	1	.94565785	.05434215	1	NT939	k5	4741	3058.8935	59	0	.30582795	.69417202	5	1	1	4049.2281	963969.73	0	0	1.217e+09	5944.3065	14596.544	3928.5766	1316366.6	0	0	1.297e+09	6332.0883	13601.825	4190.8256	999619.14	0	0	1.244e+09	6075.7983	14586.407	3943.822	1323574.2	0	0	1.298e+09	6336.1536	13506.173	11/30/2021 9:28	4049.2281	963969.73	1316366.6	4	ABs	CD15	mc4r	W	A10	1	0	0	1	1	8	.85423784	-92898.212	-105339.52	-988.08333	-100.77778	-3754.6511	-.06182245	-.06182245	-.76602408	-1.7655892	-.6308035	-1.269605	-.61822984	-.74387245
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A11	7.5	211117	2	4	7	0	1	.96941096	.03058904	1	NT947	k5	5533	6320.9763	165	0	.01832505	.98167497	5	1	2	4222.0486	1111681.5	0	0	1.431e+09	6988.5203	15811.295	4021.3314	1502180.2	0	0	1.496e+09	7305.8098	14759.616	4329.7755	1111322.6	0	0	1.433e+09	6995.5901	15850.658	4059.5957	1502718.5	0	0	1.484e+09	7248.1285	14604.318	11/30/2021 9:28	4222.0486	1111681.5	1502180.2	4	ABs	CD15	mc4r	W	A11	1	0	0	1	1	8	173.67469	-15373.538	-15216.903	-196.08333	5.2222222	-492.56822	.83910846	.83910846	.55709168	-.18642349	.42750151	-.20441633	-.13319428	-.14996187
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_A12	7.5	211117	2	4	9	0	1	.95712225	.04287775	1	NT955	k5	6782	6385.1439	89	0	.01746677	.98253322	5	1	2	4042.161	1056383.1	0	0	1.541e+09	7522.2871	17333.372	4036.7711	1455913.7	0	0	1.600e+09	7812.0508	15980.604	4078.4594	1072054.4	0	0	1.548e+09	7556.4058	17279.467	4064.1092	1448825.7	0	0	1.592e+09	7771.6019	15928.938	11/30/2021 9:28	4042.161	1056383.1	1455913.7	4	ABs	CD15	mc4r	W	A12	1	0	0	1	1	8	-6.2128574	2385.2591	38120.658	1052.9167	-70.777778	-428.40068	-.11499296	-.11499296	.02648156	.07951913	.25881932	.52642702	.90731847	.78839862
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_B05	7.5	211117	2	4	7	0	1	1	0	1	NT964	k5	5070	9977.4072	266	0	.29178455	.70821548	5	3	3	4148.5578	1070020.8	0	0	1.489e+09	7271.0685	16636.74	3938.0468	1378902.6	0	0	1.555e+09	7592.6424	15906.7	4180.5437	1119008.8	0	0	1.525e+09	7444.5532	16685.84	3943.5148	1382312	0	0	1.545e+09	7543.8289	15763.287	11/30/2021 9:28	4148.5578	1070020.8	1378902.6	4	ABs	CD15	mc4r	W	B05	1	0	0	1	1	8	100.18399	-27187.719	-97802.565	-659.08333	106.22222	3163.8626	.50625727	.50625727	.1684908	-.35131491	-.29550827	-1.1589443	-.37372453	-.44595585
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_B08	7.5	211117	2	4	8	0	1	.95360131	.04639869	1	NT924	k5	7055	6190.7161	82	0	.06469829	.93530172	5	1	2	4249.7255	1186838.4	0	0	1.601e+09	7819.819	16920.999	4135.1887	1590585.9	0	0	1.640e+09	8009.0121	15429.422	4288.0894	1193029.2	0	0	1.600e+09	7814.5397	16878.046	4103.8405	1596298.2	0	0	1.659e+09	8102.1232	15556.489	11/30/2021 9:28	4249.7255	1186838.4	1590585.9	4	ABs	CD15	mc4r	W	B08	1	0	0	1	1	8	201.35162	48542.965	57864.098	1325.9167	-77.777778	-622.82842	1.0924215	1.0924215	1.1942137	.91697655	1.0924215	.86448058	1.0407034	1.0125853
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_B11	7.5	211117	2	4	8	.22694897	.77305103	1	0	1	NT948	k5	5772	8211.4321	211	0	.0096597	.99034029	5	2	2	4053.5392	1104025.3	1	6	1.555e+09	7590.3464	17212.649	4059.4373	1519436.6	0	0	1.577e+09	7701.6114	15346.919	4025.3158	1115928.3	1	9	1.566e+09	7646.0243	17208.543	4032.2641	1502778.3	0	0	1.561e+09	7620.6464	15255.331	11/30/2021 9:28	4053.5392	1104025.3	1519436.6	4	ABs	CD15	mc4r	W	B11	1	0	0	1	1	8	5.1653132	45406.484	95343.495	42.916667	51.222222	1397.8875	-.02648156	-.02648156	.43719239	.86448058	.50625727	1.2310348	.04151239	0
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_B12	7.5	211117	2	4	7	.01681076	.98318924	.95323294	.04676706	1	NT956	k5	5383	5380.7804	159	0	.02371465	.97628534	5	1	2	4137.0109	1110395.5	0	0	1.533e+09	7486.6157	16730.141	4053.9708	1506546.6	0	0	1.629e+09	7953.4612	15642.669	4192.0635	1125977.2	1	3	1.562e+09	7624.7079	16840.586	4070.3705	1507324.2	0	0	1.617e+09	7893.0892	15518.622	11/30/2021 9:28	4137.0109	1110395.5	1506546.6	4	ABs	CD15	mc4r	W	B12	1	0	0	1	1	8	88.637021	17876.578	36235.055	-346.08333	-.77777778	-1432.7641	.40823849	.40823849	.50625727	.38912579	.46651758	.48629142	-.20053831	-.21750531
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_C05	7.5	211117	2	4	8	0	1	1	0	1	NT965	k5	8826	8099.1934	134	0	.02413291	.97586709	5	2	2	4349.4685	1264896.2	0	0	1.786e+09	8719.1921	17853.987	4223.0224	1641577.8	0	0	1.795e+09	8764.1271	16528.155	4376.4558	1276530.2	0	0	1.776e+09	8673.0331	17790.096	4272.788	1638078.6	0	0	1.776e+09	8670.2515	16406.313	11/30/2021 9:28	4349.4685	1264896.2	1641577.8	4	ABs	CD15	mc4r	W	C05	1	0	0	1	1	8	301.09461	86092.466	53628.055	3096.9167	-25.777778	1285.6489	1.3984705	1.3984705	1.7655892	1.3984705	1.6872812	.76602408	2.1307156	2.1307156
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_C08	7.5	211117	2	4	9	1	0	0	1	0	NT925	k5	7930	7546.1996	139	0	.01277786	.98722214	5	2	2	3955.7363	1153461.9	1	11	1.603e+09	7828.0505	17172.436	3960.8854	1612089.2	0	0	1.733e+09	8461.728	16174.072	3971.1598	1160191	1	10	1.611e+09	7866.2445	17210.127	4004.4733	1605330.2	0	0	1.708e+09	8341.121	15969.867	11/30/2021 9:28	3955.7363	1153461.9	1612089.2	1	ABs	CD15	mc4r	W	C08	1	0	0	1	1	8	-92.63755	134563.55	242149.69	2200.9167	-20.777778	732.65503	-.71950311	-.71950311	.89042181	1.9660246	1.3101626	2.3057115	1.5866904	1.6480727
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_C09	7.5	211117	2	4	8	0	1	.9603224	.0396776	1	NT933	k5	3816	9847.7156	296	0	.00836946	.99163049	5	3	3	4111.0344	1008740.8	0	0	1.367e+09	6675.0844	15844.459	3807.8212	1368046.3	0	0	1.427e+09	6969.3567	14527.146	4074.3362	1012180.2	0	0	1.369e+09	6684.7466	15835.903	3807.3852	1368883.7	0	0	1.432e+09	6994.4993	14602.533	11/30/2021 9:28	4111.0344	1008740.8	1368046.3	4	ABs	CD15	mc4r	W	C09	1	0	0	1	1	8	62.660518	-73228.316	-87882.078	-1913.0833	136.22222	3034.1711	.29550827	.29550827	-.42750151	-1.3984705	-.42750151	-1.0924215	-1.3866028	-1.4313921
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_C11	7.5	211117	2	4	9	.01865611	.98134389	.96684024	.03315976	1	NT949	k5	6807	7203.1867	128	0	.26542398	.73457599	5	2	2	4223.2668	1151129.2	0	0	1.556e+09	7596.5807	16730.327	4102.3827	1595072	0	0	1.643e+09	8020.1696	15586.301	4240.2813	1188931.9	1	6	1.577e+09	7698.1624	16704.777	4178.2538	1574675.3	0	0	1.625e+09	7935.0223	15508.739	11/30/2021 9:29	4223.2668	1151129.2	1595072	4	ABs	CD15	mc4r	W	C11	1	0	0	1	1	8	174.89289	23579.349	77000.423	1077.9167	-31.777778	389.64218	.86448058	.86448058	.83910846	.50625727	1.1589443	1.0008457	.93266419	.85829702
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D05	7.5	211117	2	4	8	0	1	.96106491	.03893509	1	NT966	k5	6600	8038.5316	201	0	.0162445	.98375547	5	2	2	4226.4629	1229605.7	1	10	1.735e+09	8470.6729	17656.741	4223.9147	1660180.1	0	0	1.823e+09	8900.6841	16380.203	4192.4916	1232237.5	1	11	1.730e+09	8446.0993	17629.271	4233.5049	1645166.6	0	0	1.791e+09	8746.8885	16224.07	11/30/2021 9:29	4226.4629	1229605.7	1660180.1	4	ABs	CD15	mc4r	W	D05	1	0	0	1	1	8	178.089	100757.89	140338.77	870.91667	41.222222	1224.9871	.89042181	.89042181	1.6181336	1.6181336	1.9660246	1.6181336	.7659457	.67970899
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D08	7.5	211117	2	4	7	1	0	0	1	0	NT926	k5	6908	7259.3049	107	0	.03818449	.96181554	5	2	2	4220.9009	1104204.7	0	0	1.453e+09	7095.3053	16031.182	4063.296	1527571.4	0	0	1.561e+09	7620.5131	15333.723	4426.8678	1146074.8	0	0	1.476e+09	7208.1901	16033.444	4031.1959	1510434.6	0	0	1.524e+09	7443.3031	15062.027	11/30/2021 9:29	4220.9009	1104204.7	1527571.4	1	ABs	CD15	mc4r	W	D08	1	0	0	1	1	8	172.527	-22384.234	10809.813	1178.9167	-52.777778	445.7604	.81426535	.81426535	.46651758	-.24060773	.60940878	.18642349	.98524588	.93266419
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D09	7.5	211117	2	4	9	1	0	.03451511	.96548489	0	NT934	k5	1407	290.90805	0	0	.20425797	.79574209	5	1	1	4136.2879	1035956.4	0	0	1.314e+09	6414.1278	15010.486	4197.9772	1258705.4	0	0	1.386e+09	6768.157	14339.09	4145.4424	1053153.1	0	0	1.324e+09	6463.2477	14968.723	4094.6661	1267408.4	0	0	1.381e+09	6742.6582	14226.231	11/30/2021 9:29	4136.2879	1035956.4	1258705.4	1	ABs	CD15	mc4r	W	D09	1	0	0	1	1	8	87.914039	-56268.886	-211205.82	-4322.0833	-159.77778	-6522.6365	.38912579	.38912579	-.24060773	-.91697655	-1.0924215	-2.6948395	-2.715253	-2.715253
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D10	7.5	211117	2	4	8	0	1	.94250373	.05749627	1	NT942	k5	6502	9473.4362	245	0	.01019094	.98980904	5	3	3	4163.5293	1167667.8	0	0	1.561e+09	7620.3562	16483.938	4162.2361	1601591.8	0	0	1.684e+09	8220.5476	15662.478	4320.8109	1194973.1	0	0	1.582e+09	7726.5149	16525.812	4167.3167	1591931.8	0	0	1.665e+09	8131.564	15499.097	11/30/2021 9:29	4163.5293	1167667.8	1601591.8	4	ABs	CD15	mc4r	W	D10	1	0	0	1	1	8	115.15544	64379.062	116596.93	772.91667	85.222222	2659.8916	.60940878	.60940878	.91697655	1.1942137	1.1942137	1.3529978	.70077457	.61822984
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D11	7.5	211117	2	4	7	0	1	1	0	1	NT950	k5	4657	10208.083	334	0	.00516229	.9948377	5	3	3	4233.2859	1043164.1	0	0	1.338e+09	6531.4515	15391.541	3963.0028	1378633.4	0	0	1.383e+09	6751.6915	14320.142	4221.2587	1064487.9	0	0	1.351e+09	6597.1986	15381.048	3967.2003	1377108.2	0	0	1.382e+09	6747.8267	14247.987	11/30/2021 9:29	4233.2859	1043164.1	1378633.4	4	ABs	CD15	mc4r	W	D11	1	0	0	1	1	8	184.91201	-88454.776	-144985.78	-1072.0833	174.22222	3394.5381	.94419419	.94419419	-.09724075	-1.6181336	-.31399988	-1.8565143	-.70077457	-.85829702
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_D12	7.5	211117	2	4	9	0	1	.95336117	.04663883	1	NT958	k5	6644	6918.2047	175	0	.00905545	.9909445	5	2	2	4320.1117	1168983.8	0	0	1.636e+09	7987.7667	17309.99	4170.4158	1581763.3	0	0	1.724e+09	8416.407	16173.457	4331.0359	1184774.8	0	0	1.657e+09	8092.2133	17372.99	4212.0879	1580925.9	0	0	1.708e+09	8340.1211	16071.816	11/30/2021 9:29	4320.1117	1168983.8	1581763.3	4	ABs	CD15	mc4r	W	D12	1	0	0	1	1	8	271.73789	2102.5607	10068.471	914.91667	15.222222	104.6602	1.1942137	1.1942137	.94419419	.06182245	1.0304114	.13278149	.81125623	.74387245
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_E05	7.5	211117	2	4	8	.92886799	.07113201	0	1	0	NT967	k5	8145	7037.4441	76	1	.92966408	.07033599	5	2	2																																	1	ABs	CD15	mc4r	W	E05	1	0	0	1	1	8				2415.9167	-83.777778	223.89952							1.7937838	1.7163789
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_E08	7.5	211117	2	4	8	.02603888	.97396112	.95511281	.04488719	1	NT927	k5	6041	8723.6278	207	0	.0522739	.94772607	5	2	2	4038.8413	1037780.8	0	0	1.406e+09	6864.2563	16032.508	3971.4008	1455734.3	0	0	1.535e+09	7495.3714	15239.097	4159.4868	1065205.7	0	0	1.433e+09	6999.2071	16091.118	3967.5923	1445565.8	0	0	1.518e+09	7414.3093	15133.058	11/30/2021 9:29	4038.8413	1037780.8	1455734.3	4	ABs	CD15	mc4r	W	E08	1	0	0	1	1	8	-9.5325919	-14868.801	39779.357	311.91667	47.222222	1910.0832	-.13278149	-.13278149	-.18642349	-.1684908	.24060773	.54681325	.28605704	.18362884
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_E10	7.5	211117	2	4	9	0	1	.95370332	.04629668	1	NT943	k5	5949	4445.4935	40	0	.04916767	.95083237	5	1	2	4033.3765	1000247.2	0	0	1.312e+09	6408.0354	15430.802	3840.4684	1372741.7	0	0	1.411e+09	6890.5844	14645.956	4030.9399	1002550	0	0	1.311e+09	6400.9233	15426.912	3857.1788	1377885.7	0	0	1.419e+09	6930.2824	14702.136	11/30/2021 9:29	4033.3765	1000247.2	1372741.7	4	ABs	CD15	mc4r	W	E10	1	0	0	1	1	8	-14.997405	-50182.96	-40187.32	219.91667	-119.77778	-2368.051	-.24060773	-.24060773	-.48629142	-.76602408	-.38912579	-.52642702	.22601204	.13319428
