filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	lep_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A01	1.2833333	210902	1	5	10	NR417	26.977606	1	02-sep-2021 09:17:13	4760	106374.49	232	0	.00750612	.99249387	3.333e-13	1	1	A01	4056.3603	984097.29	0	0	1.430e+09	6982.2262	16737.925	3973.0572	1407404.2	0	0	1.396e+09	6815.9321	14479.8	4085.5223	996239.62	0	0	1.444e+09	7053.1369	16749.768	4041.643	1410365	0	0	1.413e+09	6901.0234	14640.038	9/2/2021 11:17	4056.3603	984097.29	1407404.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	40.67215	-35188.603	11614.586	-223.3871	-162.70968	-542769.42	.34743989	.34743989	-.04088032	-.34743989	.37653158	.12291562	-.32211124	-.29444085
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A02	1.7166667	210902	1	5	12	NR424	10.241115	1	02-sep-2021 09:43:31	5152	541127.13	447	0	.00272743	.99727255	.43333333	2	3	A02	3910.8102	1041997.7	0	0	1.534e+09	7491.712	17453.099	3866.2361	1390925.3	0	0	1.538e+09	7509.1113	15876.529	3877.5327	996957.4	1	10	1.519e+09	7414.8895	17539.988	3855.6084	1378603.5	0	0	1.542e+09	7528.7368	16032.574	9/2/2021 11:43	3910.8102	1041997.7	1390925.3	1	5	AB	CD15	LEP	1	0	0	2	1	8	-104.87799	74622.544	60432.908	168.6129	52.290323	-108016.78	-.15041807	-.15041807	.6574843	1.1503494	.29010079	.87709547	.15898053	.35003052
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A03	2.0833333	210902	1	5	11	NR432	22.007375	1	02-sep-2021 10:05:19	5695	2472635	981	0	.00075322	.99924684	.8	4	4	A03	4225.9144	1068914.2	0	0	1.594e+09	7782.1231	17735.544	4154.6846	1511870.1	0	0	1.571e+09	7670.9068	16018.033	4443.0792	1124930.4	0	0	1.623e+09	7925.1883	17669.985	4178.7298	1507354.1	0	0	1.577e+09	7698.1985	16037.226	9/2/2021 12:05	4225.9144	1068914.2	1511870.1	0	1	AB	CD15	LEP	1	0	0	2	1	8	210.22627	-10843.533	40014.577	711.6129	586.29032	1823491.1	.87709547	.87709547	.87709547	.06816766	1.0505218	.52752928	.86057223	.98156177
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A04	2.3833333	210902	1	5	10	NR440	15.109912												A04	4011.5583	1016516.7	1	2	1.493e+09	7291.1796	17143.034	3962.9764	1415030.5	0	0	1.524e+09	7443.186	15550.473	3992.7156	1029586.2	1	3	1.507e+09	7357.8457	17151.996	4031.4184	1392659.9	0	0	1.493e+09	7290.2259	15393.504	9/2/2021 12:22	4011.5583	1016516.7	1415030.5	1	5	AB	CD15	LEP	1	0	0	2	1	8	-4.1298312	13209.549	39340.147				.17803479	.17803479	.34743989	.34743989	.49646664	.49646664		
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A05	2.7	210902	1	5	10	NR447	10.646848	1	02-sep-2021 10:42:31	4996	1266499.2	822	0	.00147827	.99852175	1.4166667	3	4	A05	4053.0669	1039276.1	0	0	1.460e+09	7131.3166	16804.779	3974.664	1428548.6	0	0	1.429e+09	6975.1203	15380.006	4084.1751	1058925.2	0	0	1.468e+09	7167.5271	16787.23	3976.4168	1451936	0	0	1.443e+09	7044.9229	15382.755	9/2/2021 12:42	4053.0669	1039276.1	1428548.6	0	1	AB	CD15	LEP	1	0	0	2	1	8	37.378804	21164.809	34236.468	12.612903	427.29032	617355.3	.31863936	.31863936	.62402876	.49646664	.59125761	.43571506	-.10573895	.13231285
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A06	3.9	210902	1	5	12	NR453	26.876173	2	02-sep-2021 11:54:24	7886	1617502.7	1729	0	6.712e-06	.99999332	.1	4	4																																		0	1	AB	CD15	LEP	1	0	0	2	1	8				2786.129	817.54839	479288.23							2.1497001	2.1497001
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A07	4.1833333	210902	1	5	11	NR461	15.718512	2	02-sep-2021 12:11:05	5499	1941650.8	1145	0	.00011474	.9998852	.38333333	4	4	A07	4375.8544	1068734.7	0	0	1.555e+09	7592.8553	17489.186	4158.7318	1540999.8	0	0	1.497e+09	7311.5958	15733.722	4197.5284	1073011.5	0	0	1.531e+09	7477.7916	17361.427	4205.5256	1522098.4	0	0	1.457e+09	7111.9488	15571.384	9/2/2021 2:11	4375.8544	1068734.7	1540999.8	1	5	AB	CD15	LEP	1	0	0	2	1	8	360.16626	-64499.382	1877.6224	399.12903	233.54839	803436.26	1.2631877	1.2631877	.83774504	-.83774504	1.1503494	-.04088032	.64984945	.64984945
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A08	4.45	210902	1	5	10	NR469	12.371214	2	02-sep-2021 12:27:27	3774	686588.27	410	0	.00182598	.99817407	.65	2	3	A08	3803.8645	876012.57	0	0	1.298e+09	6336.8459	16507.154	3779.9191	1249942.6	0	0	1.265e+09	6177.5618	14653.133	3842.5665	880648.19	0	0	1.339e+09	6540.0241	16757.981	3806.3129	1247460.3	0	0	1.240e+09	6053.8419	14435.64	9/2/2021 2:27	3803.8645	876012.57	1249942.6	1	5	AB	CD15	LEP	1	0	0	2	1	8	-211.82361	-53220.19	-32571.447	-1325.871	-501.45161	-451626.25	-1.0043345	-1.0043345	-1.2048509	-.62402876	-.83774504	-.59125761	-1.9379315	-1.7885693
AB_CD15_08dpf_VAST02_plate01_LEP_210902_A09	4.8166667	210902	1	5	10	NR477	22.210242	2	02-sep-2021 12:49:45	5328	1263920.1	807	0	.00038729	.99961275	1.0166667	3	4	A09	3858.9579	1043612.7	0	0	1.690e+09	8254.3102	19070.607	3876.337	1374087.5	0	0	1.571e+09	7671.5368	16580.735	3898.187	1000277.1	0	0	1.666e+09	8132.7842	19041.984	3866.9631	1364577	0	0	1.572e+09	7677.8284	16619.435	9/2/2021 2:49	3858.9579	1043612.7	1374087.5	0	1	AB	CD15	LEP	1	0	0	2	1	8	-156.73028	94730.759	66857.291	228.12903	-104.45161	125705.55	-.49646664	-.49646664	.69169254	1.5566011	.09550585	1.0990663	.49435905	.49435905
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B01	1.3833333	210902	1	5	11	NR418	22.007375	1	02-sep-2021 09:23:15	5554	744887.18	367	0	.00131005	.99868995	.1	2	3																																				AB	CD15	LEP	1	0	0	2	1	8				570.6129	-27.709677	95743.27							.78649261	.86057223
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B02	1.7833333	210902	1	5	10	NR425	10.545415	1	02-sep-2021 09:47:54	4370	14021.66	3	0	.01158139	.98841864	.5	1	1	B02	3530.8479	823136.6	0	0	1.206e+09	5889.3719	15859.443	3457.9456	1142007.4	0	0	1.170e+09	5713.1617	14014.423	3572.4502	824871.22	0	0	1.215e+09	5934.0667	15914.368	3450.9372	1156004	0	0	1.194e+09	5831.8151	14099.154	9/2/2021 11:47	3530.8479	823136.6	1142007.4	0	1	AB	CD15	LEP	1	0	0	2	1	8	-484.8402	-8724.242	-18024.991	-613.3871	-391.70968	-635122.25	-1.9240539	-1.9240539	-2.5468644	.09550585	-2.5468644	-.29010079	-.75103502	-.5859714
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B03	2.1166667	210902	1	5	12	NR433	13.284113	1	02-sep-2021 10:07:11	3984	494113.9	314	0	.00229851	.99770147	.83333333	2	3	B03	3839.2534	872692.87	0	0	1.341e+09	6546.8461	16840.518	3708.8005	1190457.2	0	0	1.240e+09	6053.7448	14513.448	3894.5026	882532.35	0	0	1.348e+09	6582.1713	16805.516	3719.0757	1207384.6	0	0	1.259e+09	6147.5632	14575.867	9/2/2021 12:07	3839.2534	872692.87	1190457.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	-176.43479	-69161.389	-107933.18	-999.3871	-80.709677	-155030.02	-.62402876	-.62402876	-1.2631877	-.96019612	-1.4709511	-1.5566011	-1.4876542	-1.4121876
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B04	2.4333333	210902	1	5	11	NR441	18.254344												B04	4036.3858	984426.27	0	0	1.429e+09	6979.7696	16857.447	3861.0653	1360001.2	0	0	1.408e+09	6872.9112	15286.674	4025.6278	1000336.9	0	0	1.426e+09	6965.1955	16776.976	3861.0769	1375822.1	0	0	1.420e+09	6932.5585	15234.822	9/2/2021 12:24	4036.3858	984426.27	1360001.2	0	1	AB	CD15	LEP	1	0	0	2	1	8	20.69765	-27735.677	-26827.339				.2617966	.2617966	-.0136234	-.23370064	-.04088032	-.43571506		
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B05	2.7333333	210902	1	5	11	NR448	15.617079	1	02-sep-2021 10:44:11	5172	1364560.2	667	0	.00037195	.99962807	1.45	3	4	B05	4128.1348	1065983.3	0	0	1.542e+09	7529.5997	17390.025	4193.187	1507413.9	0	0	1.529e+09	7465.0976	15569.094	4380.5541	1080607.9	0	0	1.565e+09	7641.8569	17429.917	4194.82	1485402.2	0	0	1.512e+09	7383.0232	15552.804	9/2/2021 12:44	4128.1348	1065983.3	1507413.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	112.44661	21098.874	79424.646	188.6129	272.29032	715416.24	.59125761	.59125761	.79965098	.46587588	1.0043345	1.2631877	.26699413	.3782254
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B06	3.9333333	210902	1	5	10	NR454	16.124245	2	02-sep-2021 11:56:59	5013	1275268.3	1090	0	.0001298	.99987018	.13333333	3	4	B06	3882.9088	932716.67	0	0	1.386e+09	6765.5098	16967.405	3724.552	1329226.7	0	0	1.334e+09	6515.3297	15241.987	3904.9977	945516.97	0	0	1.376e+09	6720.3756	16830.366	3719.2365	1340531.6	0	0	1.360e+09	6639.5662	15323.604	9/2/2021 1:57	3882.9088	932716.67	1329226.7	1	5	AB	CD15	LEP	1	0	0	2	1	8	-132.77936	-24707.381	11251.509	-86.870968	178.54839	137053.78	-.31863936	-.31863936	-.40594555	-.15041807	-.2617966	.09550585	-.05279564	-.07923953
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B07	4.2166667	210902	1	5	12	NR462	20.28301	2	02-sep-2021 12:13:04	5320	1389997.5	928	0	.00009062	.9999094	.41666667	3	4	B07	4074.516	996688.23	0	0	1.497e+09	7308.7345	17507.612	3827.1757	1371814.6	0	0	1.478e+09	7217.1163	16003.651	4071.4284	997974.24	0	0	1.490e+09	7275.8273	17481.124	3981.3852	1387097.2	0	0	1.503e+09	7338.3098	16069.714	9/2/2021 2:13	4074.516	996688.23	1371814.6	1	5	AB	CD15	LEP	1	0	0	2	1	8	58.827889	-29072.942	-32120.104	220.12903	16.548387	251782.98	.46587588	.46587588	.12291562	-.2617966	.06816766	-.55910955	.46475731	.46475731
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B08	4.4833333	210902	1	5	11	NR470	17.950044	2	02-sep-2021 12:29:08	5712	1364189.1	1165	0	.00019132	.99980873	.68333333	3	4	B08	4068.875	1012628.8	0	0	1.496e+09	7302.4206	17300.771	4071.4027	1448227.5	0	0	1.445e+09	7055.3644	15303.382	4044.3061	1015888.7	0	0	1.496e+09	7305.7786	17280.333	4079.8195	1445775.1	0	0	1.438e+09	7022.5469	15236.287	9/2/2021 2:29	4068.875	1012628.8	1448227.5	1	5	AB	CD15	LEP	1	0	0	2	1	8	53.186812	-11120.489	46823.58	612.12903	253.54839	225974.6	.37653158	.37653158	.31863936	.04088032	.7626835	.6574843	.89943491	.89943491
AB_CD15_08dpf_VAST02_plate01_LEP_210902_B09	4.85	210902	1	5	11	NR478	18.558644	2	02-sep-2021 12:51:33	4967	1584080.4	1110	0	.00058868	.99941134	1.05	4	4																																		1	5	AB	CD15	LEP	1	0	0	2	1	8				-132.87097	198.54839	445865.87							-.18576178	-.18576178
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C02	1.8166667	210902	1	5	11	NR426	15.718512	1	02-sep-2021 09:49:59	5175	142985.8	126	0	.00048175	.99951828	.53333333	1	2	C02	3848.8696	1008292.2	0	0	1.469e+09	7174.9517	17048.163	3611.566	1335058.6	0	0	1.433e+09	6996.8912	15570.153	3831.2878	999021	0	0	1.454e+09	7101.7102	16981.66	3684.1723	1354169.3	0	0	1.444e+09	7052.3052	15485.693	9/2/2021 11:50	3848.8696	1008292.2	1335058.6	0	1	AB	CD15	LEP	1	0	0	2	1	8	-166.81857	63008.333	32354.203	191.6129	-268.70968	-506158.12	-.59125761	-.59125761	.2617966	1.0505218	-.17803479	.40594555	.32211124	.40672425
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C03	2.15	210902	1	5	10	NR434	17.037145	1	02-sep-2021 10:09:31	4316	903709.14	571	0	.00123134	.99876863	.86666667	2	3	C03	3806.5682	960470.58	0	0	1.424e+09	6955.4475	17221.374	3826.6599	1337481.1	0	0	1.362e+09	6651.6252	15009.624	3831.8771	964537.96	0	0	1.446e+09	7061.514	17339.907	3828.375	1344479.4	0	0	1.364e+09	6658.1782	14967.076	9/2/2021 12:09	3806.5682	960470.58	1337481.1			AB	CD15	LEP	1	0	0	2	1	8	-209.11993	30273.545	53754.071	-667.3871	176.29032	254565.23	-.96019612	-.96019612	-.20578799	.52752928	-.12291562	.7626835	-1.025212	-.68279428
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C04	2.4833333	210902	1	5	12	NR442	13.79128												C04	3933.0047	913007.81	0	0	1.290e+09	6297.4491	16078.707	3957.3086	1315947.9	0	0	1.286e+09	6278.8259	14217.631	3860.4921	918540.65	1	9	1.321e+09	6449.5452	16254.134	3861.0343	1297106.3	0	0	1.272e+09	6209.8115	14183.363	9/2/2021 12:28	3933.0047	913007.81	1315947.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	-82.68344	-62283.057	-24501.505				-.04088032	-.04088032	-.69169254	-.79965098	-.31863936	-.37653158		
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C05	2.75	210902	1	5	12	NR449	11.661181	1	02-sep-2021 10:45:46	4456	261747.1	210	0	.00050563	.99949431	1.4666667	1	2	C05	3639.0864	930832.52	0	0	1.407e+09	6871.4282	17068.59	3566.8703	1286279.9	0	0	1.376e+09	6718.752	15240.843	3589.7418	946533.81	0	0	1.409e+09	6879.4356	17017.013	3572.9399	1288433.2	0	0	1.376e+09	6719.2201	15168.236	9/2/2021 12:45	3639.0864	930832.52	1286279.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	-376.60174	60368.214	77689.163	-527.3871	-184.70968	-387396.81	-1.5566011	-1.5566011	-.43571506	.91785334	-.59125761	1.2048509	-.55492294	-.49435905
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C06	3.9666667	210902	1	5	11	NR455	14.09558	2	02-sep-2021 11:58:43	4356	56780.141	78	0	.01128459	.98871547	.16666667	1	1	C06	3741.7801	831839.6	0	0	1.159e+09	5658.2147	15182.808	3711.4404	1178524.2	0	0	1.159e+09	5658.003	13866.295	3961.7348	839017.33	0	0	1.173e+09	5729.7566	15266.961	3727.1447	1182292.5	0	0	1.158e+09	5653.2429	13896.225	9/2/2021 1:58	3741.7801	831839.6	1178524.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	-273.90801	-75250.636	-76137.39	-743.87097	-833.45161	-1081434.4	-1.3949084	-1.3949084	-2.1368684	-1.0990663	-1.7738561	-.96019612	-.82296778	-.75103502
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C07	4.25	210902	1	5	10	NR463	16.834278	2	02-sep-2021 12:15:19	5168	945886.4	952	0	.00182951	.9981705	.45	2	3	C07	3653.3256	1241179.8	0	0	1.591e+09	7770.6792	17249.097	3423.005	1255625	0	0	1.553e+09	7582.7114	16967.418	3559.837	1198980.7	0	0	1.546e+09	7550.3956	17147.97	3639.4973	1271296.4	0	0	1.583e+09	7727.8472	17125.52	9/2/2021 2:15	3653.3256	1241179.8	1255625	1	5	AB	CD15	LEP	1	0	0	2	1	8	-362.36257	365637.08	40646.231	68.129032	40.548387	-192328.11	-1.4709511	-1.4709511	1.4709511	2.5468644	-.79965098	.59125761	.2397471	.2397471
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C08	4.5166667	210902	1	5	12	NR471	15.921379	2	02-sep-2021 12:31:07	4704	997456.55	550	0	.0009746	.99902534	.71666667	3	3	C08	3874.5814	921950.07	0	0	1.325e+09	6467.7239	16331.077	3818.6328	1288702.4	0	0	1.263e+09	6166.1988	14558.998	3883.4633	928170.78	0	0	1.317e+09	6431.7338	16232.75	3812.1934	1302459.7	0	0	1.288e+09	6288.8678	14639.842	9/2/2021 2:31	3874.5814	921950.07	1288702.4	1	5	AB	CD15	LEP	1	0	0	2	1	8	-141.10675	-32504.003	-25536.923	-395.87097	-361.45161	-140757.97	-.37653158	-.37653158	-.59125761	-.29010079	-.55910955	-.40594555	-.3782254	-.3782254
AB_CD15_08dpf_VAST02_plate01_LEP_210902_C09	4.8833333	210902	1	5	12	NR479	19.877277	2	02-sep-2021 12:53:48	6003	1872408.6	1599	0	.00007295	.99992704	1.0833333	4	4	C09	4183.8833	1184984.1	0	0	1.874e+09	9152.3148	19630.821	4151.0803	1573030.4	0	0	1.739e+09	8490.5873	17337.095	4299.5645	1168565.1	0	0	1.868e+09	9123.463	19592.043	4140.4542	1550241.1	0	0	1.663e+09	8120.8585	16931.686	9/2/2021 2:53	4183.8833	1184984.1	1573030.4	0	1	AB	CD15	LEP	1	0	0	2	1	8	168.19512	120216.91	120031.02	903.12903	687.54839	734194.1	.7626835	.7626835	1.3261724	1.6554853	1.3261724	1.9240539	1.2237339	1.2237339
AB_CD15_08dpf_VAST02_plate01_LEP_210902_D01	1.5333333	210902	1	5	10	NR419	21.297342	1	02-sep-2021 09:32:23	5268	992569.12	599	0	.00254144	.99745864	.25	3	3	D01	4107.3917	951229.25	0	0	1.437e+09	7018.1665	17388.138	4199.9502	1425946.7	0	0	1.404e+09	6854.1771	15342.742	4146.4811	969472.66	0	0	1.453e+09	7095.9776	17364.765	4178.3004	1412069.7	0	0	1.408e+09	6876.9229	15308.747	9/2/2021 11:32	4107.3917	951229.25	1425946.7	0	1	AB	CD15	LEP	1	0	0	2	1	8	91.703547	-86257.097	7263.1863	284.6129	204.29032	343425.2	.55910955	.55910955	-.2617966	-1.3261724	.55910955	.0136234	.40672425	.55492294
AB_CD15_08dpf_VAST02_plate01_LEP_210902_D02	1.9166667	210902	1	5	12	NR427		1	02-sep-2021 09:55:05	4701	810572.58	369	0	.00204319	.99795675	.63333333	2	3	D02	3974.6415	890966.19	0	0	1.227e+09	5989.8666	15598.175	3816.7997	1284904.2	0	0	1.206e+09	5888.8191	14093.922	3862.6451	907116.09	0	0	1.230e+09	6004.4307	15609.812	3839.452	1283349	0	0	1.203e+09	5875.9184	14122.073	9/2/2021 11:55	3974.6415	890966.19	1284904.2			AB	CD15	LEP	1	0	0	2	1	8	-41.046694	-99174.514	-74224.426	-282.3871	-25.709677	161428.66	.06816766	.06816766	-1.0505218	-1.7738561	-.62402876	-.87709547	-.40672425	-.32211124
AB_CD15_08dpf_VAST02_plate01_LEP_210902_D03	2.1833333	210902	1	5	11	NR435	15.921379	1	02-sep-2021 10:11:29	4299	227167.63	188	0	.001125	.99887496	.9	1	2	D03	3871.1411	1008142.7	0	0	1.490e+09	7273.4081	17481.434	3864.6577	1276859.1	0	0	1.489e+09	7268.6766	16494.43	3879.869	1062005.6	0	0	1.513e+09	7389.9722	17465.948	3878.8861	1300635.4	0	0	1.478e+09	7217.897	16285.94	9/2/2021 12:11	3871.1411	1008142.7	1276859.1			AB	CD15	LEP	1	0	0	2	1	8	-144.54701	54915.601	-35836.801	-684.3871	-206.70968	-421976.28	-.40594555	-.40594555	.23370064	.7626835	-.69169254	-.69169254	-1.1189584	-.7164975
