filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	pcsk1_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_D06	21	48	.59334369	.40665631	.9466706	.0533294		AV105	k5	6502	8946.4518	187	0	.00053104	.99946898	4	110	3	3	2	3911.3951	1003566.9	0	0	1.695e+09	8276.4944	19304.569	3949.9521	1378573.6	0	0	1.679e+09	8198.7231	16893.736	3998.4978	1009518.4	0	0	1.693e+09	8265.1302	19214.135	3945.1526	1392630	0	0	1.698e+09	8292.7058	16975.962	11/30/2021 11:40	3911.3951	1003566.9	1378573.6		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-81.101272	16265.435	72520.825	505.2973	32.720895	1470.9592	-.3581406	-.42255626	.02238248	.39014602	.26414698	1.0544725	.18701566	.54186416
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_D07	21	48	.43023902	.56976098	.89868914	.10131086		AV113	k5	5319	9201.0401	301	0	.07586416	.9241358	4	104	3	3	2	3994.7188	927961.43	0	0	1.503e+09	7336.9589	18011.108	3879.3834	1199728.4	0	0	1.434e+09	7002.3212	15511.112	4015.8651	924671.63	0	0	1.492e+09	7285.8593	17897.876	3876.337	1205679.9	0	0	1.460e+09	7127.9087	15711.813	11/30/2021 11:40	3994.7188	927961.43	1199728.4		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	2.2224044	-91669.132	-148865.1	-677.7027	146.72089	1725.5474	.12716536	.08215456	-.88714656	-1.5844329	-1.0544725	-1.9302859	-.52598145	-.49460479
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_D08	21	48	.25660189	.74339811	.94354009	.05645991	1	AV121	k5	6494	6784.8091	92	0	.00568976	.99431026	4	103	3	2	2	4159.9326	1042835.1	0	0	1.709e+09	8343.4232	19047.799	4036.471	1416107.2	0	0	1.750e+09	8545.7112	17136.98	4198.337	1050700.7	0	0	1.724e+09	8418.3643	19091.274	4053.9708	1426754.2	0	0	1.774e+09	8662.1358	17275.92	11/30/2021 11:40	4159.9326	1042835.1	1416107.2	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	167.43618	-40897.454	-16835.821	497.2973	-62.279105	-690.68359	.86524422	.88714656	.3581406	-.86524422	.52268931	-.31080038	.17301789	.51023032
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_D09	21	48	.3864654	.6135346	.97325103	.02674897		AV128	k5	7357	9704.3469	146	0	.0130803	.9869197	4	99	3	3	3	3983.4129	998422.85	0	0	1.719e+09	8393.4495	19524.587	4014.3642	1354259	0	0	1.694e+09	8269.9762	17211.189	3951.1974	1007185.7	0	0	1.714e+09	8370.6103	19417.572	4015.0161	1367956.5	0	0	1.716e+09	8379.6175	17287.427	11/30/2021 11:40	3983.4129	998422.85	1354259		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-9.0835253	-16821.072	11437.758	1360.2973	-8.2791053	2228.8542	.05224518	.00746027	-.05224518	-.24872769	.03730967	.15731068	.76368506	1.0317317
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_D10	21	48	.46079524	.53920476	1	0		AV136	k5	4803	7310.0486	210	0	.02962952	.97037047	4	118	3	2	2	3817.4382	946773.07	0	0	1.551e+09	7574.907	18388.617	3916.7285	1267199.1	0	0	1.488e+09	7263.7646	15603.657	3784.5686	951947.02	0	0	1.554e+09	7588.3132	18357.902	3905.9281	1270249.6	0	0	1.491e+09	7282.3592	15619.912	11/30/2021 11:40	3817.4382	946773.07	1267199.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-175.05819	-4073.6527	9115.799	-1193.7027	55.720895	-165.44404	-.72209171	-.82263729	-.61029461	.09713517	-.57472664	.12716536	-.94207577	-1.0317317
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_E07	21	45	.53318404	.46681596	.92352721	.07647279		AV114	k5	6373	10503.634	270	0	.02305466	.9769454	4	121	3	4	3	3845.0019	974018.55	0	0	1.660e+09	8107.4199	19194.883	3869.8855	1350670.2	0	0	1.665e+09	8131.8616	16841.559	3795.8798	981943.97	0	0	1.657e+09	8091.658	19094.358	3870.1212	1366311.6	0	0	1.678e+09	8193.4575	16867.211	11/30/2021 11:40	3845.0019	974018.55	1350670.2		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-147.49454	5520.2598	60107.946	376.2973	101.65583	2766.8375	-.62836951	-.70286023	-.24872769	.23336732	.00746027	.88714656	.11733649	.41816816
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_E08	21	45	.28454859	.71545141	.93981139	.06018861	1	AV122	k5	4880	5398.7011	140	0	.17093718	.82906276	4	98	3	1	2	3890.4958	935079.35	0	0	1.516e+09	7402.1358	18077.163	3782.466	1211691.3	0	0	1.444e+09	7050.74	15401.996	3793.6337	952904.05	0	0	1.532e+09	7478.2946	18035.859	3788.9401	1225478.5	0	0	1.456e+09	7108.7525	15427.756	11/30/2021 11:40	3890.4958	935079.35	1211691.3	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-102.00059	-51070.335	-102097.76	-1116.7027	-28.34417	-2338.0954	-.50566016	-.52268931	-.80188575	-1.0288048	-1.0037976	-1.4437492	-.83966026	-.94207577
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_E10	21	45	.480526	.519474	1	0		AV137	k5	8588	9052.9504	122	0	.00079879	.99920124	4	131	3	3	2	3977.6012	1085363.2	0	0	1.785e+09	8717.7714	19404.731	4072.0564	1419217.5	0	0	1.730e+09	8444.8903	17087.906	3998.7371	1094544.7	0	0	1.795e+09	8766.1044	19400.422	4066.8164	1436773.1	0	0	1.760e+09	8593.1738	17219.247	11/30/2021 11:40	3977.6012	1085363.2	1419217.5		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-14.895157	65417.08	60957.005	2591.2973	-46.34417	1316.1539	-.02238248	-.08215456	.61029461	1.1948571	.54852228	.93228264	1.574445	2.0699018
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_F06	21	46	.1346049	.8653951	.95029886	.04970114	1	AV107	k5	5273	8923.2214	247	0	.02548731	.9745127	4	133	3	3	2	3895.781	967588.5	1	10	1.474e+09	7198.0088	17359.512	3913.3712	1311820.7	1	23	1.528e+09	7460.9563	15710.703	3901.5191	955775.15	1	50	1.459e+09	7124.903	17345.607	3902.4427	1307155.2	1	41	1.513e+09	7388.041	15619.99	11/30/2021 11:40	3895.781	967588.5	1311820.7	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-96.71535	-14553.806	11150.326	-723.7027	109.53407	1745.2411	-.45541664	-.48877641	-.3581406	-.18759968	-.20280722	.14222186	-.55788476	-.55788476
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_F07	21	46	.39532583	.60467417	.92473886	.07526114		AV115	k5	5189	6831.6236	185	0	.00879167	.99120831	4	100	3	2	2	3984.1936	950780.64	0	0	1.522e+09	7433.9024	18042.3	3857.8572	1289569.7	1	65	1.524e+09	7442.8225	15906.02	3908.4847	924103.39	1	73	1.504e+09	7344.8666	18070.302	3892.9895	1289091.2	1	58	1.516e+09	7402.1843	15873.622	11/30/2021 11:40	3984.1936	950780.64	1289569.7		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-8.302776	-65665.229	-56239.484	-807.7027	47.534066	-346.35669	.06719235	.03730967	-.5572144	-1.2258953	-.37409541	-.93228264	-.57404985	-.67448975
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_F08	21	46	.83911525	.16088475	.94600939	.05399061		AV123	k5	4915	2418.4277	12	0	.07817274	.92182726	4	134	3	1	1	3956.2693	894734.5	0	0	1.560e+09	7619.5656	18807.641	3894.399	1231220.7	0	0	1.527e+09	7457.9457	16152.349	3978.323	909568.48	0	0	1.583e+09	7731.2128	18882.959	3894.9941	1240820.9	0	0	1.545e+09	7544.048	16262.935	11/30/2021 11:40	3956.2693	894734.5	1231220.7		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-36.227115	-110876.89	-100331.78	-1081.7027	-125.46593	-4759.5526	-.14222186	-.21806181	-1.2581616	-1.8419929	-.83314687	-1.3638364	-.8202249	-.92082298
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_F09	21	46	.36895766	.63104234	1	0		AV130	k5	4331	3742.9767	54	0	.30193225	.69806772	4	120	3	1	1	3652.1179	878644.41	0	0	1.437e+09	7015.5879	17806.697	3720.6957	1179959.7	0	0	1.378e+09	6730.4884	15107.753	3738.5217	888364.26	0	0	1.439e+09	7028.2146	17711.778	3720.6957	1187436.5	0	0	1.394e+09	6806.387	15202.677	11/30/2021 11:41	3652.1179	878644.41	1179959.7		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-340.37851	-8958.0172	3691.0198	-1665.7027	-83.465934	-3435.0036	-1.6391094	-1.6391094	-1.5341205	-.03730967	-1.3638364	.05224518	-1.2722151	-1.4072925
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_F10	21	46	.97153526	.02846474	0	1	0	AV138	k5	5405	1241.8728	0	0	1.259e-15	1	4	105	3	1	1																																	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8				-591.7027	-137.46593	-5936.1075							-.46370775	-.41816816
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_G07	21	47	.31704958	.68295042	.9300473	.0699527		AV116	k5	8384	11070.974	159	0	.0051858	.99481428	4	115	3	4	3	4090.7566	1087785.6	0	0	1.831e+09	8941.6385	19878.397	4120.6151	1440631.1	0	0	1.765e+09	8618.685	17308.033	4147.0581	1094484.9	0	0	1.821e+09	8889.7781	19732.409	4120.8147	1452085.6	0	0	1.786e+09	8721.244	17372.771	11/30/2021 11:41	4090.7566	1087785.6	1440631.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	98.2602	31528.799	43344.748	2387.2973	-4.4353343	3312.2164	.53987141	.57472664	.62836951	.6651534	.61029461	.64665208	1.4856843	1.8775733
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_G08	21	47	.10940919	.89059081	.92980887	.07019113	1	AV124	k5	4128	5170.6654	97	0	.02907293	.97092706	4	116	3	1	2	3816.5215	992710.57	1	62	1.615e+09	7884.0845	18489.268	3836.6507	1234660	0	0	1.568e+09	7655.7313	16700.992	3866.6538	998542.48	1	10	1.624e+09	7927.7209	18525.879	3809.1129	1213306.3	1	49	1.554e+09	7589.4462	16669.717	11/30/2021 11:41	3816.5215	992710.57	1234660	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-175.97492	42855.349	-22616.221	-1868.7027	-66.435334	-2588.0924	-.74159404	-.84374928	-.09713517	.93228264	-.80188575	-.39014602	-1.4260769	-1.6502046
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_G09	21	47	1	0	0	1	0	AV131	k5	8080	9354.2939	124	0	.00104904	.99895096	4	109	3	3	2	4027.1394	1043074.3	0	0	1.547e+09	7555.7396	17525.678	4031.6707	1398282.5	0	0	1.571e+09	7670.2394	16072.827	4091.6082	1055007.3	0	0	1.557e+09	7601.4504	17505.011	4031.4184	1406058.3	0	0	1.600e+09	7810.965	16226.236	11/30/2021 11:41	4027.1394	1043074.3	1398282.5	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	34.642978	11500.605	33475.739	2083.2973	-39.435334	1595.5361	.24872769	.26414698	.37409541	.32649798	.48877641	.4389272	1.2271127	1.4652338
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_G10	21	47	1	0	0	1	0	AV139	k5	5456	9302.7697	255	0	.01261722	.98738283	4	97	3	3	2	4046.1987	988344.12	0	0	1.370e+09	6690.2973	15957.365	3921.5552	1295999.8	0	0	1.424e+09	6951.3025	14998.249	4061.3524	995222.78	0	0	1.369e+09	6686.8247	15944.395	3895.781	1299947.5	0	0	1.434e+09	7002.8117	15029.796	11/30/2021 11:41	4046.1987	988344.12	1295999.8	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	53.702341	-50624.541	-78537.689	-540.7027	91.564666	1544.0119	.31080038	.34227645	-.15731068	-1.0037976	-.31080038	-1.0808544	-.38828897	-.35875254
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_H06	21	48	.31100478	.68899522	.94350932	.05649068		AV109	k5	6930	9788.6271	190	0	.00057438	.99942565	4	129	3	3	3	4069.1947	1024262.7	0	0	1.754e+09	8563.2237	19623.504	3927.4193	1350072	0	0	1.675e+09	8179.6193	17116.062	4014.245	1029167.5	0	0	1.747e+09	8532.3672	19519.4	3917.8241	1364337.8	0	0	1.717e+09	8383.6006	17357.121	11/30/2021 11:41	4069.1947	1024262.7	1350072		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	76.69828	-24264.067	-36544.954	933.2973	35.720895	2313.1345	.42255626	.45541664	.20280722	-.40629779	-.02238248	-.59241694	.43324724	.80109453
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_H07	21	48	.47978089	.52021911	.94223396	.05776604		AV117	k5	5309	7770.6188	217	0	.005844	.994156	4	111	3	2	2	3710.1348	942257.08	0	0	1.604e+09	7831.9378	18884.143	3786.4647	1246293.9	0	0	1.486e+09	7255.0501	15759.887	3748.2048	956732.18	0	0	1.617e+09	7893.6645	18882.711	3787.0452	1263909.3	0	0	1.527e+09	7454.1593	16012.815	11/30/2021 11:41	3710.1348	942257.08	1246293.9		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-282.36162	33043.458	42994.161	-687.7027	62.720895	295.1261	-1.1948571	-1.3269543	-.68388527	.72209171	-.72209171	.61029461	-.54186416	-.51023032
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_H08	21	48	.28012907	.71987093	.93170084	.06829916	1	AV125	k5	4270	6621.1952	212	0	.00674171	.99325836	4	102	3	2	2	4036.7711	932985.84	0	0	1.524e+09	7441.0843	18123.225	3977.2854	1221979.4	0	0	1.464e+09	7148.0385	15725.776	4004.0812	951887.21	0	0	1.543e+09	7535.25	18131.488	3966.6688	1234600.2	0	0	1.491e+09	7278.4072	15917.683	11/30/2021 11:41	4036.7711	932985.84	1221979.4	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	44.274666	-102960.75	-148083.8	-1726.7027	57.720895	-854.29746	.295179	.32649798	-.84374928	-1.6991777	-.90948298	-1.8419929	-1.3037827	-1.4453783
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_H09	21	48	.45923261	.54076739	1	0		AV132	k5	4706	5830.3324	122	0	.02824389	.9717561	4	108	3	1	2	3701.9277	882741.7	0	0	1.437e+09	7014.8707	17716.922	3578.4058	1161686.4	0	0	1.411e+09	6888.9831	15501.265	3663.887	894255.98	0	0	1.452e+09	7091.22	17713.624	3568.4589	1174038.1	0	0	1.439e+09	7025.0931	15699.212	11/30/2021 11:41	3701.9277	882741.7	1161686.4		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-290.56869	-23287.629	-37423.283	-1290.7027	-32.279105	-1645.1603	-1.2917938	-1.4026733	-1.4026733	-.39014602	-1.4437492	-.62836951	-1.0317317	-1.157048
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_H10	21	48	.96354441	.03645559	.15734509	.84265491	0	AV140	k5	4489	2163.0853	22	1	.72850019	.27149984	4	124	3	1	1																																	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8				-1507.7027	-132.27911	-5312.4074							-1.157048	-1.2722151
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_A01	21	45	.25431156	.74568844	1	0	1	AV150	k5	7030	10131.177	182	0	.00358292	.99641705	5.5	156	4	4	3	3940.6926	1013944.7	0	0	1.659e+09	8098.155	18885.388	3998.868	1358565.7	0	0	1.632e+09	7970.6463	16689.82	3955.4188	1020793.5	0	0	1.642e+09	8017.977	18683.257	3990.3217	1370259.4	0	0	1.645e+09	8030.4854	16728.524	11/30/2021 11:42	3940.6926	1013944.7	1358565.7	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-51.803792	8318.957	19148.767	-363.48571	51.922117	1664.5004	-.24872769	-.32649798	.11213762	.26414698	.09713517	.26414698	.49460479	-.17301789
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_A02	21	45	.27164325	.72835675	1	0	1	AV157	k5	5132	3610.8073	24	0	.02540675	.97459328	5.5	170	4	1	1	3823.9235	940073.85	0	0	1.545e+09	7541.9674	18358.691	3900.4611	1258436.3	0	0	1.495e+09	7297.5036	15766.121	3834.1554	946324.46	0	0	1.534e+09	7489.7659	18180.796	3894.9941	1268006.6	0	0	1.503e+09	7338.6709	15786.963	11/30/2021 11:42	3823.9235	940073.85	1258436.3	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-168.57292	-20246.152	-21364.42	-2261.4857	-106.07788	-4855.8698	-.70286023	-.80188575	-.70286023	-.32649798	-.64665208	-.3581406	-.60684159	-1.9646864
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_A03	21	45	.97474851	.02525149	0	1	0	AV165	k5	7419	8363.5291	142	0	.00478453	.99521542	5.5	147	4	3	2	4145.9113	1123704.2	0	0	1.587e+09	7748.0978	17113.937	4114.772	1473947.8	0	0	1.632e+09	7967.3156	16065.175	4160.407	1134590.5	0	0	1.584e+09	7732.3657	17077.262	4100.3118	1477506.7	0	0	1.637e+09	7993.3722	16088.346	11/30/2021 11:42	4145.9113	1123704.2	1473947.8	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	153.41488	38454.835	29756.934	25.514286	11.922117	-103.14797	.80188575	.84374928	1.0288048	.84374928	.88714656	.39014602	.78225295	.08964235
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_A04	21	45	.52702703	.47297297	1	0		AV173	k5	10268	10627.172	108	0	.00184667	.99815327	5.5	149	4	4	3	4337.8358	1316665.6	0	0	2.163e+09	10562.49	20851.359	4311.9039	1669870	0	0	2.068e+09	10095.816	18301.479	4353.4032	1322467.7	0	0	2.153e+09	10514.782	20720.152	4323.8554	1691552.7	0	0	2.098e+09	10241.765	18389.893	11/30/2021 11:42	4337.8358	1316665.6	1669870		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	345.3394	156950.67	127692.56	2874.5143	-22.077883	2160.4949	1.4026733	1.4874168	2.3685671	2.1732447	2.0368341	1.8419929	2.7765153	2.2047374
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_A12	21	45	.51851852	.48148148	1	0		AV142	k5	7001	9402.0286	193	0	.01515571	.98484427	5.5	161	4	3	2	3871.9716	972493.29	0	0	1.603e+09	7827.3931	18652.798	3943.2759	1302639.2	0	0	1.577e+09	7701.0946	16484.732	3855.5308	984785.16	0	0	1.594e+09	7784.332	18492.324	3943.712	1310863.6	0	0	1.591e+09	7770.2746	16545.071	11/30/2021 11:42	3871.9716	972493.29	1302639.2		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-120.52485	-6469.0912	-1692.3725	-392.48571	62.922117	935.35148	-.52268931	-.5572144	-.26414698	.05224518	-.26414698	-.06719235	.47138947	-.18701566
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_B01	21	46	.1858365	.8141635	1	0	1	AV151	k5	8316	7219.6283	71	0	.02420776	.97579229	5.5	136	4	2	2	4028.3571	1028629.2	0	0	1.661e+09	8109.4495	18689.724	3971.8188	1381953.1	0	0	1.656e+09	8084.0815	16739.845	3975.0289	1025877.7	0	0	1.633e+09	7971.8329	18476.445	3972.135	1389788.8	0	0	1.682e+09	8213.2113	16867.978	11/30/2021 11:42	4028.3571	1028629.2	1381953.1	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	35.860726	-4951.8986	13596.366	922.51429	-28.199648	-688.23259	.26414698	.27962933	.26414698	.08215456	.27962933	.17243541	1.4072925	.78225295
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_B02	21	46	1	0	0	1	0	AV158	k5	7121	7303.3608	106	0	.0004928	.99950719	5.5	155	4	2	2	4102.1786	1121969.6	0	0	1.637e+09	7990.8757	17639.164	4071.4284	1474516	0	0	1.660e+09	8107.5395	16244.192	4206.0696	1134022.2	0	0	1.648e+09	8046.8201	17677.692	3995.7855	1471435.5	0	0	1.674e+09	8174.1221	16343.364	11/30/2021 11:42	4102.1786	1121969.6	1474516	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	109.6822	59746.255	68469.851	-272.48571	6.800352	-604.50013	.5572144	.59241694	.97940288	1.1080108	.90948298	.97940288	.59036637	-.11733649
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_B03	21	46	.45227871	.54772129	1	0		AV166	k5	7816	8916.9375	81	0	.00708566	.99291432	5.5	166	4	3	2	4145.749	1070080.6	0	0	1.763e+09	8606.4978	19346.441	4049.3721	1393228.1	0	0	1.684e+09	8224.9665	16900.725	4124.8878	1075314.3	0	0	1.757e+09	8579.8597	19228.762	4051.1443	1411411.7	0	0	1.708e+09	8341.0761	16982.691	11/30/2021 11:42	4145.749	1070080.6	1393228.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	153.25257	-9047.8304	-35062.74	422.51429	-18.199648	1009.0765	.78147392	.82263729	.53987141	-.05224518	.37409541	-.53987141	1.0554736	.46370775
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_B12	21	46	1	0	.07426304	.92573696	0	AV143	k5	7696	10582.702	180	0	.00825884	.99174118	5.5	171	4	4	3	3981.9861	1100047.6	0	0	1.678e+09	8195.3588	18271.381	4118.0014	1474904.8	0	0	1.693e+09	8264.4218	16567.737	4053.6757	1122657.5	0	0	1.693e+09	8268.3862	18250.331	4107.2097	1487824.7	0	0	1.711e+09	8356.6451	16651.83	11/30/2021 11:42	3981.9861	1100047.6	1474904.8	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-10.510289	84458.241	130222.64	302.51429	80.800352	2674.8415	.03730967	-.00746027	.74159404	1.4026733	.93228264	1.9302859	.96376285	.35875254
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_C01	21	47	1	0	.08525949	.91474051	0	AV152	k5	6093	10304.62	324	0	.00141393	.99858606	5.5	153	4	4	3	4081.6443	1016606.4	0	0	1.344e+09	6563.0214	15609.223	3970.6891	1356831.1	0	0	1.420e+09	6933.2284	14747.797	4080.3839	1020374.8	0	0	1.356e+09	6619.546	15705.087	3959.9188	1362483.5	0	0	1.443e+09	7043.5694	14869.052	11/30/2021 11:42	4081.6443	1016606.4	1356831.1	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	89.147945	-36114.899	-35803.061	-1300.4857	198.83095	1815.9813	.48877641	.52268931	.15731068	-.6651534	.08215456	-.5572144	-.02066049	-1.1843773
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_C02	21	47	.96204787	.03795213	0	1	0	AV159	k5	6177	7231.4758	112	0	.00095995	.99904007	5.5	164	4	2	2																																	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8				-1216.4857	-13.169048	-1257.1626							.03443851	-1.0798258
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_C03	21	47	.95707959	.04292041	0	1	0	AV167	k5	4765	8114.1365	261	0	.00312002	.99687994	5.5	167	4	2	2	3824.9088	970130.62	0	0	1.343e+09	6557.9911	15966.366	3812.6013	1253232.4	0	0	1.374e+09	6707.6903	14850.569	3800.9229	978385.01	0	0	1.348e+09	6581.9522	15961.923	3808.7046	1266601	1	32	1.408e+09	6876.2717	15066.509	11/30/2021 11:42	3824.9088	970130.62	1253232.4	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-167.58759	17021.158	-8325.9642	-2628.4857	135.83095	-374.50189	-.6651534	-.78147392	-.295179	.42255626	-.70286023	-.21806181	-.98591296	-2.2047374
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_C04	21	47	.42815311	.57184689	1	0		AV174	k5	9482	10062.66	82	0	.00850492	.99149513	5.5	158	4	3	3	4266.8903	1161357.4	0	0	2.003e+09	9778.3784	20704.026	4179.1592	1507713	0	0	1.918e+09	9365.5835	18051.113	4326.0612	1178733.5	0	0	2.013e+09	9830.504	20618.806	4173.9498	1523294.7	0	0	1.965e+09	9595.9177	18309.074	11/30/2021 11:42	4266.8903	1161357.4	1507713		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	274.39394	36761.716	20501.988	2088.5143	-43.169048	1574.0218	1.2258953	1.2581616	1.1948571	.80188575	1.1649293	.295179	2.2047374	1.5285597
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_D01	21	48	.95847487	.04152513	0	1	0	AV153	k5	6219	1451.6686	0	0	6.148e-17	1	5.5	150	4	1	1	3625.3688	938877.56	0	0	1.234e+09	6023.2706	14809.909	3636.0073	1192371.2	0	0	1.243e+09	6069.4159	13504.712	3677.7496	937202.76	0	0	1.235e+09	6029.5061	14840.903	3632.374	1205799.6	0	0	1.243e+09	6070.6871	13417.168	11/30/2021 11:42	3625.3688	938877.56	1192371.2	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-367.1276	62552.646	32348.505	-1174.4857	-116.01282	-6753.7047	-1.8419929	-1.8419929	-.72209171	1.13601	-1.2581616	.40629779	.07582234	-.96376285
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1330_W_D02	21	48	.32027056	.67972944	1	0		AV160	k5	7318	7751.0083	122	0	.02621953	.97378039	5.5	165	4	2	2	3851.1223	994624.63	0	0	1.628e+09	7948.0437	18698.426	3961.3724	1324800.4	0	0	1.605e+09	7835.7989	16438.74	3889.035	1002370.6	0	0	1.633e+09	7974.9992	18641.005	3967.3925	1338168.9	0	0	1.641e+09	8010.4303	16644.447	11/30/2021 11:42	3851.1223	994624.63	1324800.4		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-141.37407	30708.668	49519.768	-75.485714	5.9871811	-454.36498	-.59241694	-.64665208	-.08215456	.64665208	-.12716536	.76138261	.72731507	.04822307
