filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	irs2_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_B09	15	29	.11736591	.88263409	.98476821	.01523179	0	AW135	k1	5204	12569.661	460	0	.00393313	.99606687	7	126	4	3	3	3865.153	1053811	0	0	1.487e+09	7259.6657	16988.473	3773.7585	1269531.9	0	0	1.464e+09	7147.2391	15869.082	3789.4926	1029227.3	0	0	1.462e+09	7140.8093	16901.634	3779.5749	1278563.8	0	0	1.469e+09	7170.6311	15803.346	11/30/2021 11:28	3865.153	1053811	1269531.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-84.859116	90818.11	-373.54631	-696.47826	149.95664	2232.2382	-.2425767	-.2425767	.66143508	1.6057296	-.19976207	-.22111871	-.03827848	-.58692823
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_C07	15	30	.07802814	.92197186	1	0	0	AW124	k1	7307	13000.847	363	0	.01516103	.98483896	7	128	4	3	3	4277.8246	1043253.8	0	0	1.548e+09	7560.6454	17497.184	4175.4649	1386050.4	0	0	1.525e+09	7445.0886	15598.775	4260.946	1065116	0	0	1.577e+09	7699.5644	17572.681	4181.7883	1391523.4	0	0	1.537e+09	7504.599	15638.523	11/30/2021 11:28	4277.8246	1043253.8	1386050.4	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	328.03609	-96286.978	-130932.7	1406.5217	38.77856	2388.6773	1.2581616	1.2581616	.56070303	-1.7804643	.58531886	-1.3563117	1.4572834	1.0089949
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_C08	15	30	.19808446	.80191554	.95702168	.04297832	0	AW130	k1	3791	2651.8645	46	0	.0163129	.9836871	7	129	4	1	1	3802.0558	896917.72	0	0	1.397e+09	6821.5874	17234.475	3720.3581	1166980	0	0	1.313e+09	6413.006	14649.665	3877.7294	914622.8	0	0	1.408e+09	6876.7474	17168.734	3726.7274	1180677.5	0	0	1.303e+09	6362.9062	14453.331	11/30/2021 11:28	3802.0558	896917.72	1166980	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-147.73275	-39081.168	-65147.43	-2109.4783	-278.22144	-7960.3053	-.53642238	-.53642238	-1.0187254	-.66143508	-1.2133396	-.76938184	-.94724991	-1.5150056
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_C09	15	30	.00783329	.99216671	.90950455	.09049545	0	AW136	k1	3536	3678.3389	87	0	.05674887	.94325113	7	130	4	1	1	3738.7576	901254.27	0	0	1.205e+09	5884.6056	14978.128	3704.4797	1186359.9	0	0	1.257e+09	6139.1462	14062.119	3858.2952	929965.21	0	0	1.237e+09	6037.6654	15100.365	3704.4797	1201343.4	0	0	1.247e+09	6087.5722	13811.285	11/30/2021 11:28	3738.7576	901254.27	1186359.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-211.03087	-7664.6237	-7869.2439	-2364.4783	-237.22144	-6933.8309	-.98423496	-.98423496	-.98423496	-.15731068	-.91854553	-.32964705	-1.2228826	-1.8203725
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_D07	15	31	.1264442	.8735558	.9715847	.0284153	0	AW125	k1	7122	16416.03	550	0	.00499233	.99500763	7	131	4	4	4	4216.7609	1042655.6	0	0	1.585e+09	7739.0097	17903.892	4042.6049	1408899.5	0	0	1.588e+09	7753.8378	16149.414	4289.1877	1058985	0	0	1.598e+09	7803.5142	17897.687	4042.3534	1435965.6	0	0	1.617e+09	7893.4167	16244.919	11/30/2021 11:28	4216.7609	1042655.6	1408899.5	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	266.97958	-70761.043	-71523.077	1221.5217	229.97855	5801.0544	1.0916204	1.0916204	.53642238	-1.0916204	.66143508	-.79777685	1.3545138	.83346922
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_D09	15	31	.97267253	.02732747	0	1	1	AW137	k1	7587	12656.098	382	0	.000042	.99995804	7	132	4	3	3	4103.3267	1126276.2	0	0	1.633e+09	7972.2102	17627.944	4020.874	1514352.4	0	0	1.662e+09	8115.5568	16323.959	4107.6465	1134769.9	0	0	1.634e+09	7976.908	17619.484	4006.0525	1536483.8	0	0	1.696e+09	8282.5905	16439.489	11/30/2021 11:28	4103.3267	1126276.2	1514352.4	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	153.5454	61388.604	101845.93	1686.5217	61.978547	2041.1229	.76938184	.76938184	1.0544725	1.1708311	1.0916204	1.4696127	1.6485657	1.3080991
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_E07	15	29	.31143253	.68856747	.94882647	.05117353	0	AW126	k1	5495	5229.1512	83	0	.00260576	.9973942	7	133	4	1	2																																	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8				-405.47826	-227.04336	-5108.2712							.15367931	-.35152991
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_E08	15	29	.97621605	.02378395	0	1	1	AW131	k1	6325	12237.393	383	0	.00012055	.99987948	7	134	4	3	3	3905.1509	1016277.5	0	0	1.416e+09	6913.4721	16301.809	3856.8687	1373489.4	0	0	1.447e+09	7063.3967	14988.375	3919.0606	1018849.5	0	0	1.408e+09	6875.8596	16247.191	3856.8687	1383627.9	0	0	1.467e+09	7164.0494	15045.725	11/30/2021 11:28	3905.1509	1016277.5	1373489.4	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-44.861208	36172.767	79636.141	424.52174	72.956642	1899.9705	-.09413741	-.09413741	.39659429	.61029461	.48877641	.98423496	.70483001	.23167057
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_E09	15	29	1	0	0	1	1	AW138	k1	8596	13071.637	366	0	.00018398	.999816	7	135	4	3	3	4344.5149	1265494.4	0	0	1.855e+09	9057.3398	18753.78	4246.9201	1691911.6	0	0	1.905e+09	9302.3079	17435.392	4413.8538	1257449.3	0	0	1.860e+09	9082.7177	18790.444	4272.3575	1674894.4	0	0	1.890e+09	9226.8861	17446.317	11/30/2021 11:28	4344.5149	1265494.4	1691911.6	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	394.50281	97422.405	134999.23	2695.5217	55.956642	2734.2142	1.5341205	1.5341205	1.8931845	1.7804643	2.0368341	2.2414027	2.0730466	1.9313878
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_E10	15	29	.95505789	.04494211	0	1	1	AW144	k1	6470	12246.14	381	0	.0004319	.99956805	7	136	4	3	3	4147.48	1153372.2	0	0	1.730e+09	8449.3827	18419.861	4137.4157	1526165.8	0	0	1.701e+09	8306.0572	16629.347	4268.9225	1161088.3	0	0	1.716e+09	8379.9014	18292.95	4111.489	1536124.9	0	0	1.715e+09	8375.8162	16651.246	11/30/2021 11:28	4147.48	1153372.2	1526165.8	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	197.46788	69595.052	87223.533	569.52174	70.956642	1908.718	.88714656	.88714656	1.1303392	1.3056645	1.1303392	1.1708311	.75477886	.31109922
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_F08	15	29	.0450899	.9549101	.98546366	.01453634	0	AW132	k1	1872	1800.7754	46	0	.00301885	.99698108	7	138	4	1	1	3687.5599	791494.75	0	0	1.112e+09	5430.149	14764.725	3637.5246	1006467.9	0	0	1.091e+09	5325.9813	13375.243	3763.6484	791734.01	0	0	1.089e+09	5318.6613	14522.564	3638.3631	1034760.1	0	0	1.110e+09	5420.2603	13373.353	11/30/2021 11:28	3687.5599	791494.75	1006467.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-262.45215	-95520.901	-157107.74	-4028.4783	-264.04336	-8536.647	-1.4696127	-1.4696127	-2.2414027	-1.6057296	-2.2414027	-1.6866708	-2.0730466	-2.2750861
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_F09	15	29	.97983607	.02016393	0	1	1	AW139	k1	3740	974.61505	0	0	2.147e-13	1	7	139	4	1	1	3840.188	920215.45	0	0	1.275e+09	6225.8511	15504.431	3862.3044	1255535.3	0	0	1.359e+09	6636.3202	14353.452	3861.2512	938997.19	0	0	1.301e+09	6351.3179	15596.519	3859.9497	1264268.2	0	0	1.374e+09	6707.5148	14420.995	11/30/2021 11:28	3840.188	920215.45	1255535.3	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-109.82404	-32097.057	577.05097	-2160.4783	-310.04336	-9362.8074	-.39659429	-.39659429	-.58531886	-.61029461	-.26414698	-.15731068	-1.0089949	-1.578269
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_F10	15	29	0	1				AW145	k1	5518	8939.3574	240	0	.00250527	.99749482	7	140	4	2	2	3932.4914	979760.74	0	0	1.542e+09	7529.2261	17998.005	3802.5159	1313316	0	0	1.490e+09	7275.0379	15684.684	3983.0675	994056.4	0	0	1.566e+09	7645.5985	18088.318	3798.1837	1323065.8	0	0	1.504e+09	7342.3241	15733.021	11/30/2021 11:28	3932.4914	979760.74	1313316		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-17.52068	-12040.692	3093.2854	-382.47826	-70.043358	-1398.065	.09413741	.09413741	.03133798	-.2425767	.05224518	-.09413741	.17307125	-.33124688
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_G07	15	29	.52538518	.47461482	1	0		AW128	k1	6867	8963.384	212	0	.00025299	.99974698	7	141	4	2	2	4180.186	1004823	0	0	1.609e+09	7858.7389	18503.088	3884.2025	1360390	0	0	1.562e+09	7626.1124	16294.976	4183.6831	1020584.1	0	0	1.605e+09	7834.5338	18355.439	3878.7358	1373938	0	0	1.597e+09	7800.2109	16483.579	11/30/2021 11:28	4180.186	1004823	1360390		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	230.17394	-92946.34	-98134.227	966.52174	-98.043358	-1374.0384	.9508773	.9508773	.28584087	-1.4106992	.44221541	-1.1303392	1.0748481	.58692823
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_G08	15	30	.94560623	.05439377	0	1	1	AW133	k1	6486	7808.5866	222	0	.00067746	.99932253	7	142	4	2	2	4127.3849	1064248.7	0	0	1.507e+09	7359.9599	16858.014	4020.1599	1446373.3	0	0	1.557e+09	7601.042	15674.822	4102.616	1076660.2	0	0	1.511e+09	7379.5469	16865.648	3998.4978	1447988.3	0	0	1.579e+09	7709.8652	15800.581	11/30/2021 11:28	4127.3849	1064248.7	1446373.3	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	177.59635	-10931.466	19462.53	585.52174	-102.22144	-2803.5832	.85659877	.85659877	.71436744	-.22111871	.88714656	.07317524	.78046962	.41329661
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_G09	15	30	.09405222	.90594778	1	0	0	AW140	k1	6000	11869.752	340	0	.00239222	.99760783	7	143	4	3	3	4014.692	978295.29	0	0	1.359e+09	6634.7003	16168.817	3802.0558	1282720.9	0	0	1.383e+09	6755.2289	15005.817	4014.435	985981.45	0	0	1.372e+09	6701.0202	16238.301	3790.8537	1286459.4	0	0	1.382e+09	6748.6373	14933.405	11/30/2021 11:28	4014.692	978295.29	1282720.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	64.903514	-48672.955	-76717.559	99.521739	15.77856	1257.5825	.53642238	.53642238	-.01044447	-.85659877	-.09413741	-.85659877	.41329661	.09581926
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_G10	15	30	.94384523	.05615477	0	1	1	AW146	k1	8070	23018.031	757	0	.00012414	.99987578	7	144	4	4	4	4318.7477	1162733.2	0	0	1.657e+09	8090.8786	17605.019	4157.2897	1534779.1	0	0	1.668e+09	8145.8343	16226.641	4335.7221	1184535.5	0	0	1.687e+09	8237.0279	17704.578	4163.6191	1557538.5	0	0	1.698e+09	8289.0265	16332.681	11/30/2021 11:28	4318.7477	1162733.2	1534779.1	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	368.95922	5684.7898	-6705.8534	2169.5217	432.77856	12405.861	1.4106992	1.4106992	1.2133396	.09413741	1.1708311	-.30767015	1.8203725	1.578269
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_H09	15	29	.15266253	.84733747	.98722305	.01277695	0	AW141	k1	6205	11093.825	345	0	.00114294	.99885702	7	145	4	3	3	4325.0483	1205739.7	0	0	1.785e+09	8713.416	18545.741	4353.7982	1612059.3	0	0	1.801e+09	8793.9987	16803.028	4366.3782	1216416.6	0	0	1.802e+09	8800.3077	18604.423	4375.4136	1632785	0	0	1.824e+09	8905.0121	16871.414	11/30/2021 11:28	4325.0483	1205739.7	1612059.3	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	375.03626	45995.882	66802.083	304.52174	34.956642	756.40231	1.4696127	1.4696127	1.4696127	.85659877	1.4696127	.79777685	.58692823	.17307125
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_H10	15	31	0	1	.58515284	.41484716		AW147	k1	3678	7433.8394	269	0	.01504517	.98495483	7	146	4	2	2	3889.4194	1049653.9	0	0	1.251e+09	6108.596	14736.339	3806.6428	1199070.4	0	0	1.249e+09	6097.5231	14134.382	4023.8295	932357.79	0	0	1.195e+09	5836.64	14725.176	3780.821	1183040.2	0	0	1.257e+09	6135.3598	14329.513	11/30/2021 11:28	3889.4194	1049653.9	1199070.4		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-60.36186	76279.395	-85363.979	-2222.4783	-51.021453	-3181.1358	-.17849616	-.17849616	.58531886	1.4696127	-.76938184	-.9508773	-1.0748481	-1.6485657
