barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1285	0	0	2	2	.66	1	2	2	OB_Mix1_181124_10dpf_tank06_lipids_plate09_g08					.13586225	.5197248	.3573108	2.4551604	5.0703215	456	15	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	1	1	0	0	0	0	0	1		1		0	5.66	.1948968				-.077305	-.2997223	3.734482	-.327085	-.0937844	-.4856091	3.705492	-.3495747																								-.2608668	.116001	3.002131	-.9292006																								
1286	0	0	2	2	2	2	0	0	OB_Mix1_181124_10dpf_tank06_lipids_plate09_h08					.1505378	.81207	.5197248	3.9431364	.78703498	457	16	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	0	0	0	0	1	1	0	1	1	0	0		5	.324828				.0844353	1.186453	-.5508292	-.0332551	.0460479	.7069814	-.6747499	-.0616772																								.849185	1.560112	-.1483868	-.3107796																								
1271	0	0	2	2	1.66	2	0	0	OB_Mix1_181124_10dpf_tank06_lipids_plate10_a09					.10433698	.7795872	.3573108	1.85997	.42378806	458	17	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	1	1	0	0	0	0	0	1		0		0	4.66	.2598624				-.0786525	-.898515	-.9161008	-.0642532	-.0480153	-.4434116	-.7326959	-.0741045																								-.2608668	-.3125568	-.9800169	-.3635683																								
1272	0	0	.66	1	1	1	0	0	OB_Mix1_181124_10dpf_tank06_lipids_plate10_b09					.13423163	.649656	.4547592	3.1247496	1.0443349	459	18	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	1	1	0	0	1	1	0			0			3.66	.1948968				.0181222	.3644635	-.2975787	-.1926997	.0041182	.2189427	-.3096691	-.2146091																								.333461	.8397378	.3283761	-.5872599																								
1273	0	0	1	1	.66	1	0	0	OB_Mix1_181124_10dpf_tank06_lipids_plate10_c09					.15869089	1.0394496	.5197248	3.71994	.96865843	460	19	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		1	1	0	0	0	0	0	0				0	0	0	2.66	.162414				.0824141	.9578527	-.3752798	.1985787	.0318878	.321365	-.5469499	.1667989																								.849185	1.375859	.2201719	.0265987																								
1063	0	0	1.66	2	1.32	2	1	1	OB_Mix1_181124_10dpf_tank06_lipids_plate10_d09					.14292826	.5846904	.5522076	3.8687376	1.3924465	461	20	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		1	1	0	0	0	0	1	1					0		5.98	.2273796				.1142232	1.104849	.0464836	-.2546958	.0872552	.7888565	-.0189893	-.2801563																								1.099001	1.496342	1.178478	-.7761409																								
1274	0	0	1.32	2	0	0	0	0	OB_Mix1_181124_10dpf_tank06_lipids_plate10_e09					.12227377	.5846904	.487242	2.603958	2.0583992	462	21	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	0	0	0	0	2	2	0		0	0	0	1	3.32	.2273796				.0485839	-.1617316	.7104116	-.2532111	.0524812	-.0585379	.78346	-.2703834																								.5798656	.2677156	2.176865	-.7761409																								
1275	0	0	2	2	2	2	.66	1	OB_Mix1_181124_10dpf_tank06_lipids_plate10_f09					.11412068	.8445528	.3573108	2.603958	.3783822	463	22	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		1	1	2	2	0	0	1	1		1	1		1		8.66	.2273796				-.0820211	-.1635327	-.97163	.008136	-.0659321	.1066362	-.8426665	-.0057799																								-.2608668	.2677156	-1.024435	-.231436																								
1276	0	0	1	1	1.66	2	1	1	OB_Mix1_181124_10dpf_tank06_lipids_plate10_g09					.14618949	.7471044	.487242	3.71994	.72649382	464	23	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		2	2	1	1	0	0	0	0	1					0	6.66	.324828				.0472364	.9506481	-.6255431	-.0878276	.0154366	.5763302	-.7064413	-.1146768																								.5798656	1.375859	-.2547352	-.4319435																								
1277	0	0	1	1	0	0	1	1	OB_Mix1_181124_10dpf_tank06_lipids_plate10_h09					.11031591	1.0394496	.4222764	1.9343688	.84757613	465	24	10									47	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	38		0	0	0	0	0	0	1	1	0		0		0		3	.162414				-.0184029	-.8367243	-.5064855	.2060023	.0033957	-.484816	-.3482981	.1935671																								.1360009	-.2574469	-.0369694	.0265987																								
1262	0	0	0	0	2	2	.66	1	OB_Mix1_181124_10dpf_tank21_0930_plate34_a01	0	0	0	0									8244.302	92.458269	0	35	59570	13.347378	20457	301	47	1.5	0	181146	4313	3350	71	20	42	1	1534183	101133	97	164	148	63	1			4512.9151	0	1190068.4	1649892	0	252	154348	19452	127.70231	165.91573	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0	0	1		0	0	2.66		167.7792	-18150.03	-23705									4.909127	9553.947	10.25067	21018.76	-617.2674	-466.5695	-17.85564	-.7071359	301821.7	30640.42	7.867302	3.283417	25.67604	7.626943	195.4247	3980.372	155.7248	18852.31	12894.49	30.10776	6012.545	-.0018566	-.1969371					.8975145	.4422154	.5749266	.667016	.9780988	.1578079	1.623744	1.021617	-.3891558	-.0993176	-2.012531	-.1308436	1.265489	2.190596	.687111	.3472087	1.562328	1.205921	1.60573	1.289506	2.02866	1.054215	1.884554	.7266799
1190	.18640867	.20743034	0	0	0	0	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_0930_plate34_a02	0	0	0	0									7710.739	0	1				13860	19	47	1.5	0							1							1		1	3523.747	22	1052943.7		37	68	114088	4768	133.68754	207.06582	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0	0	0		0		1.5702686		-316.1826	-31962.86																								-86.57526	-2616.628	-28.27523	-21407.69	-1789.509	12.85915								-2.162813	-.3296471																	-.6701255	.2139891	-.598397	.1281668	-.5276623	.9712079
1263	.18640867	.20743034	0	0	.8425	.9375	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_0930_plate34_b01	0	0	0	0									22551.051	285.00898	0	27	34656	11.769133	17357	70	47	1.5	6	155109	5170	4553	80	24	30	1	1114739	68488	84	161	107	59	0			4033.3765	13	1141349.5	1538308.1	26	40	123792	2646	79.042149	136.46937	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	.14626016	.1504065	.15408602	.15591398	0	0	.59558583	.60762943		0					2.3087006		-13.2284	-35379.07	-107298.1									-3.090873	-15360.05	-1.749329	-5018.239	239.7326	736.4305	-8.855639	3.292864	-117622.4	-2004.582	-5.132698	.2834173	-15.32396	3.626943	-35.57526	880.3719	-56.27523	-11703.69	-3911.51	-1.926627	-12798.22	6.192036	5.87501					-.8975145	.1926639	.1393108	-.2083949	-.9156079	-.1260574	-.0237994	.4555214	.7122004	1.035077	-1.137043	1.191548	.0913491	.2854277	-.3007852	.2179398	-.8257504	.7303277	-.0487593	.8073854	-1.262417	.4087549	-1.131629	-.8528045
1191	.18640867	.20743034	1	1	0	0	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_b02	0	0	0	0									7477.785	271.43712	0	29	56026	16.668511	13152	83	47	1.5	0	138088	4454	5165	67	18	31	1	1358794	70985	108	164	134	50	1			4135.3008	0	1125678.1	1552872.9	0	50	114989	2056	93.986958	150.1003	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0		0	0	0		2.2074303		-209.8351	66304.93	83935.83									-1.090873	6009.947	-.7493289	-22039.24	-476.2674	1348.431	-21.85564	-2.707136	126432.6	492.4178	18.8673	3.283417	11.67604	-5.373057	-22.57527	-3324.628	-46.27523	-20506.69	-4501.509	5.321991	7045.97	2.902867	3.356744					-.4422154	.115141	.1681347	.1116372	.7359133	.7478586	.1232631	-.1072925	-.1508093	1.490564	-2.731266	-.7962831	.8495603	.4910123	1.715454	.3472087	.7653058	-.4865429	.0836517	.0661954	-.9266512	.1640543	-1.459324	-.2438262
1264	.18640867	.20743034	0	0	.66	1	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_0930_plate34_c01	0	0	0	0									9778.445	0	1	28	38533	15.352156	9644	32	47	1.5	9	133516	5563	4482	93	17	24	1	928476	58198	77	184	123	45	1			4185.1697	0	1061856.1		46	11	93233	552	50.059818	113.5734	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	.14626016	.1504065	0	0	0	0	2	2		0			0	1	3.3765288		-159.9662	-17174.06										-2.090873	-11483.05	-7.749329	-26611.24	632.7326	665.4305	4.144361	-3.707136	-303885.3	-12294.58	-12.1327	23.28342	.6760387	-10.37306	-73.57526	-6832.628	-85.27523	-42262.69	-6005.509	-17.98162	-9684.126	2.836344	3.241984					-.2354121	-.2354121		-.0397983	-.6155121	.5534763	-1.00834	-.1955828	1.100089	1.021617	.1508093	-1.07862	-.4910123	-.4467393	-.860023	1.056511	.1487015	-1.15807	-.4079188	-1.104343	-2.985315	-.5605991	-2.453069	-2.087675
1192	0	0	0	0	0	0	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_c02	0	0	0	0									11721.877	3.392964	1	29	49233	8.6906444	17060	9	47	1.5	0	148709	4249	3356	80	24	35	1	2159	803	15	16	14	12	0			4369.6544	0	1200476.1	1623483.9	0	66	137126	4846	93.407332	168.17346	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0	0	0	0	0		1		24.51855	48727.11	27531.51									-1.090873	-783.0526	3.250671	-11418.24	-681.2674	-460.5695	-8.855639	3.292864	-1230202	-69689.59	-74.1327	-144.7166	-108.324	-43.37306	-96.57526	583.3719	-30.27523	1630.311	-1711.509	-5.461959	252.9698	-2.769398	-2.588854					.4809451	.512454	.4294254	.1116372	.2295116	-.8338088	.6303264	.2280334	-.4321737	-.0913491	-1.137043	1.191548	-2.190596	-2.190596	-2.948337	-2.948337	-2.948337	-2.190596	-1.036433	.7507921	-.6327266	.6633879	-.503332	-.2879682
1056	0	0	0	0	1	1	.66	1	OB_Mix1_181124_10dpf_tank21_0930_plate34_d01	0	0	0	0									8528.937	43.260291	0	26	41321	11.248756	22480	36	47	1.5	0	119471	3982	2064	101	20	30	1	1156784	59926	73	182	150	57	0			4447.0656	1	1256432.5	1680337.5	1	45	176524	2280	81.813021	168.69804	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0	0			0	0	1.66		124.8937	62052.38	33510.1									-4.090873	-8695.053	-1.749329	-40656.24	-948.2674	-1752.569	12.14436	-.7071359	-75577.35	-10566.58	-16.1327	21.28342	27.67604	1.626943	-69.57526	6003.372	-51.27523	41028.31	-4277.509	-17.35245	-5370.318	-1.945851	-1.259875					.7054093	.741594	.6523048	-.3491401	-.4060398	-.2298841	-.0237994	-.6695188	-.9716388	-2.190596	.8747619	-.1308436	.2198996	-.3353756	-1.324601	.969555	1.634107	.4599256	-.3186394	1.580953	-1.08568	1.501817	-1.363248	-.7547068
1370	0	0	.66	1	0	0	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_d02	0	0	0	0									9272.529	0	0	25	63711	8.4579778	16635	156	47	1.5	1	129038	4779	3250	74	16	27	2	1217519	65052	103	150	103	68	1			4397.6402	0	1220513.9	1665054.9	0	173	143320	9964	93.809814	152.94893	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	.14626016	.1504065	0	0	0	0	1	1			0	0	0		1.8062602		52.50425	57733.75	53934.82									-5.090873	13694.95	-4.749329	-31089.24	-151.2674	-566.5695	-14.85564	-4.707136	-14842.35	-5440.582	13.8673	-10.71658	-19.32396	12.62694	50.42474	158.372	76.72477	7824.311	3406.49	3.536477	17782.59	-4.332673	-3.594654					.5444801	.6187044	.6347857	-.4703636	1.227206	-.9885487	-.51804	-.3103049	.280388	-.2361824	-1.504347	-1.391619	.4379916	.0993176	1.192088	-.3900689	-1.121722	1.594789	.6187044	.6701255	.9376158	.7833395	.2658324	-.251148
1265	0	0	1	1	2	2	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_e01	0	0	0	0									12073.058	16.96482	0	37	64651	9.9257333	18018	57	47	1.5	0	196408	4676	2956	106	22	42	1	1634386	87095	106	189	138	53	0			4349.3206	0	1174576.4	1628837.3	0	24	150144	1795	91.742817	179.21223	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0		1	0	0		4		4.184736	30842.49	43905.45									6.909127	14634.95	10.25067	36280.76	-254.2674	-860.5695	17.14436	1.292864	402024.7	16602.42	16.8673	28.28342	15.67604	-2.373057	-48.57526	1541.372	-72.27523	14648.31	-4762.509	-13.3591	9567.736	-1.34353	-1.98506					.3815735	.3296471	.452973	.923867	1.298058	-.5443409	1.623744	1.421872	.1428162	-.6794774	1.322145	.4804396	1.594789	1.320378	1.485618	1.384733	.969555	-.1272606	-.1714259	.9618776	-1.844188	.9376158	-1.596032	-.3477269
1193	0	0	.66	1	0	0	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_e02	0	0	0	0									9272.529	230.72155	1	39	64050	11.9204	18928	10	47	1.5	0	197481	4388	2790	81	20	45	1	1939612	101759	102	196	154	60	0			4503.0267	10	1342086.8	1788601.7	0	159	152851	10612	100.52853	133.56768	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0		0	0	0	0	.66		387.53	16588.32	120364.1									8.909126	14033.95	13.25067	37353.76	-542.2674	-1026.569	-7.855639	-.7071359	707250.6	31266.42	12.8673	35.28342	31.67604	4.626943	-95.57526	2451.372	62.72477	17355.31	4054.49	21.19808	7440.928	-.8702504	-1.53128					.8871465	1.170831	1.004078	1.16395	1.244336	-.0786587	1.982097	1.490564	-.280388	-.9569201	-1.023665	-.1308436	2.593745	2.287753	1.099465	1.590061	1.950486	.8552639	-.9674216	1.079072	.7128789	1.005933	.3933635	-.007101
1266	0	0	.66	1	1	1	.66	1	OB_Mix1_181124_10dpf_tank21_0930_plate34_f01	0	0	0	0									19632.623	10.178892	0	28	47300	4.5979778	25402	146	47	1.5	3	168267	5258	2640	111	22	32	1	1209515	73741	81	164	129	74	0			3884.8493	20	1208252	1639424.4	33	217	183629	14172	131.83919	168.0421	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0				0		3.32		-1.0081	5244.275	11879.82									-2.090873	-2716.052	.2506711	8139.761	327.7326	-1176.569	22.14436	1.292864	-22846.35	3248.418	-8.132698	3.283417	6.676039	18.62694	40.42474	8925.372	120.7248	48133.31	7614.491	33.04406	-917.126	-2.564554	-2.793557					-1.449413	.5688699	.4927927	-.0397983	.0519121	-2.194309	.2361824	.7407241	.840495	-1.248016	1.815803	.4804396	.411945	.6895037	-.5746985	.3472087	.4513224	2.412978	.5444801	2.095674	1.621942	1.621942	1.092104	.8528045
1267	1	1	2	2	2	2	0	0	OB_Mix1_181124_10dpf_tank21_0930_plate34_g01	0	0	0	0									7710.739	0	0	32	47031	13.8412	19653	298	47	1.5	0	181259	4899	3981	99	29	37	1	1507787	83443	104	159	122	71	1			4338.2391	0	1190965.6	1605031.1	0	54	148662	2287	46.381628	88.732623	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0	1	1	0	0		6		-6.896784	51599.68	26105.27									1.909127	-2985.052	5.250671	21131.76	-31.26739	164.4305	10.14436	8.292864	275425.7	12950.42	14.8673	-1.716583	-.3239613	15.62694	192.4247	3176.372	-42.27523	13166.31	-4270.509	-7.634404	-4237.743	.2021076	.3411864					.3443866	.4537622	.3753686	.4350969	.0119746	.2867619	.9444559	1.048727	.4321737	.601558	.6919655	2.288954	1.181657	1.181657	1.296253	.0841875	.1083248	2.011205	1.522924	1.198929	-.8126293	.915797	-1.34548	-2.453069
1268	.18640867	.20743034	0	0	.8425	.9375	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_0930_plate34_h01	0	0	0	0									7710.739	0	0	24	56400	13.511422	14438	16	47	1.5	1	149727	6806	6594	90	24	22	1	1025012	60226	85	156	111	54	0			4315.8452	0	1120713.5	1516326.3	0	16	116891	1067	62.724162	172.4399	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0	0			0	0	1.4127686		-29.2907	-9825.328	-50462.48									-6.090873	6383.947	-9.749329	-10400.24	1875.733	2777.43	1.144361	3.292864	-207349.3	-10266.58	-4.132698	-4.716583	-11.32396	-1.373057	-89.57526	-2038.628	-80.27523	-18604.69	-5490.509	-38.55401	11234.49	-.1276702	.8108647					.271364	.0871459	.0035606	-.6620542	.8002484	.1977251	-1.369362	.3019919	2.043434	2.11056	-.1548094	1.191548	-.1794365	-.2936997	-.2179398	-.0480689	-.5559065	.0079325	-.755415	.2858409	-2.386769	.2292213	-2.02866	-1.459324
1271	0	0	.66	1	2	2	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_a03	0	0	0	0									29826.302	394.43207	0				33229	31	47	3	0							1							0	1		3737.8616	24	1313345.9		40	236	234629	18061	96.133377	135.79673	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	1	1	0	0	0	0	1	1			1	0	0		4.66		-56.14004	119805.6																								-74.57526	16752.37	139.7248	99133.31	11503.49	15.54438								-1.852954	1.042409																	-.4345503	2.991316	1.844188	2.985315	1.738328	-.1784661
1080	0	0	0	0	0	0	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_1100_plate35_a04	0	0	0	0									9788.213	140.80801	0	35	77705	11.312956	16549	150	47	3	3	160088	3905	3030	93	20	41	1	1439382	75004	80	189	139	70	1			4365.0527	0	1211302.5	1697444.5	0	36	126533	2451	68.942871	151.18344	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0	0	0		0		1.3628383		19.91676	61367.43	103986.2									4.909127	27688.95	9.250671	-39.23917	-1025.267	-786.5695	4.144361	-.7071359	207020.7	4511.418	-9.132698	28.28342	16.67604	14.62694	44.42474	72.37197	-60.27523	-8962.689	-4106.509	-20.33365	24147.54	-1.19755	-1.492063					.4576245	.5770749	.733804	.667016	2.10799	-.2218233	1.444017	.5920793	-1.122077	-.5546795	.1508093	-.1308436	1.07663	.7939661	-.6770054	1.384733	1.028926	1.794178	.5853189	.644202	-1.363248	.4555339	-1.231515	-1.231515
1272	0	0	.66	1	2	2	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_b03	0	0	0	0									11000.841	140.80801	0	39	49203	11.129378	13726	174	47	3	0	181424	4774	2894	83	15	38	1	1598132	87536	101	187	133	58	0			4315.2631	0	1122507.9	1586578.4	0	59	108941	3918	73.931165	155.14042	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	1	1	0	0	0	0	1	1			1	0	0		4.66		-29.87283	-7801.436	20105.1									8.909126	-813.0526	6.250671	21296.76	-156.2674	-922.5695	-5.855639	-5.707136	365770.7	17043.42	11.8673	26.28342	10.67604	2.626943	68.42474	-2750.628	-37.27523	-26554.69	-2639.51	-17.57951	-7406.072	-.7223676	-1.494707					.264147	.1011335	.3036906	1.16395	.2213232	-.2867619	1.090901	1.07663	.2394901	-.772407	-.8348796	-1.795619	1.444017	1.379562	.9824492	1.242485	.6820495	.6063177	.7054093	.1926639	-.7266799	0	-.7737249	-1.041916
1081	.18640867	.20743034	.4723839	.53869969	0	0	.36283828	.4290429	OB_Mix1_181124_10dpf_tank21_1100_plate35_b04	0	0	0	0									18075.543	0	0	24	40847	9.3884889	15685	115	47	3	2	194247	5250	6176	76	19	37	1	1322895	78424	106	175	119	55	0			4222.6719	14	1204962.2	1651596.7	19	51	128677	3840	83.185599	187.4789	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0		0		0		2.0426525		199.0309	-58499.25	-34166.74									-6.090873	-9169.053	5.250671	34119.76	319.7326	2359.43	-12.85564	-1.707136	90533.65	7931.418	16.8673	14.28342	-3.323961	-.3730568	9.424734	-791.6281	-45.27523	-6818.689	-2717.51	-26.58378	-4318.509	1.380073	1.65108					-.0801586	.560703	.5918108	-.6620542	-.4409687	-.6868726	.9444559	1.339587	.8292904	1.879864	-1.37109	-.4848817	.7200097	.9569201	1.485618	.7599502	-.0160175	.1593188	.304022	.5045301	-.8997149	.503332	-.8126293	-.6901737
1273	0	0	1.32	2	2	2	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_c03	0	0	0	0									7679.485	262.95471	1	33	42544	13.750089			47	3	10	244031	5546	4091	94	24	44	1	1987890	103175	95	199	165	72	0			4284.5763	14	1242705.1	1709497.1	24	106	161328	8980	124.28633	155.66627	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0		1	0	0	0	3.32		260.9354	-45157.36	-54415.52									2.909127	-7472.053	12.25067	83903.76	615.7326	274.4305	5.144361	3.292864	755528.6	32682.42	5.867302	38.28342	42.67604	16.62694			9.724768	25832.31	2422.49	32.47876	-9487.646	.0940178	.1351774					.1011335	.7054093	.7812439	.5244005	-.3630594	.2785838	1.835338	2.412978	1.064579	.7200097	.2680725	1.191548	2.951284	2.593745	.5326886	1.789823	2.590464	2.190596			-.1424994	1.201746	.0710691	.6811909
1063	0	0	0	0	0	0	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_d03	0	0	0	0									14740.023	0	0	26	46373	5.9162667	13110	104	47	3	1	146092	6087	3246	97	17	24	1	961554	59433	92	137	120	52	0			4326.559	0	1127143.6	1542943.7	0	74	119409	5241	81.646632	165.75859	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	1	1	0	0	0	0	0		1		-18.57692	-7618.352	-29651.71									-4.090873	-3643.052	-7.749329	-14035.24	1156.733	-570.5695	8.144361	-3.707136	-270807.3	-11059.58	2.867302	-23.71658	-2.323961	-3.373057	-1.575266	-3366.628	-22.27523	-16086.69	-1316.509	-15.85919	-318.3177	-3.904169	-3.618208					.3223042	.1291711	.146505	-.3491401	-.0839188	-1.839575	-1.00834	.1232631	1.542186	-.2525281	.5072386	-1.07862	-.4033254	-.3691374	.3514649	-.9889579	.0440604	-.2484355	.1962117	.0592189	-.5114083	.3028035	-.4555339	-.7737249
1274	0	0	0	0	0	0	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_e03	0	0	0	0									20975.31	34.777881	1	28	43825	5.2903556	12676	89	47	3	0	117415	4516	4976	75	21	26	1	795697	53092	76	146	112	51	1			4065.2276	13	1088682.9	1518150.6	23	76	115461	4368	110.0057	192.3046	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18.62275	-100600.5	-117959.4									-2.090873	-6191.053	-5.749329	-42712.24	-414.2674	1159.431	-13.85564	.2928642	-436664.3	-17400.58	-13.1327	-14.71658	-10.32396	-4.373057	-16.57527	-3800.628	-20.27523	-20034.69	-2189.51	-2.488328	-4392.126	-1.142762	-1.458238					-.7054093	-.0661954	.0249264	-.0397983	-.2459351	-1.986102	-.7097679	-.7097679	-.0474619	1.379562	-1.423559	.1869051	-.9321368	-.8609955	-.9380031	-.5280796	-.4915985	-.3691374	.1221531	-.0243724	-.4952883	.1929151	-.611186	.2658324
1275	1	1	0	0	2	2	.66	1	OB_Mix1_181124_10dpf_tank21_1100_plate35_f03	0	0	0	0									10338.652	0	0	28	29349	14.793867	11124	18	47	3	1	206462	6452	4566	95	22	32	1	1292631	82282	96	158	139	56	0			4326.6661	0	1097714.8	1518180.5	0	19	100942	1125	89.205922	180.71789	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0	0	1		0	0	3.66		-18.46978	-37089.3	-54472.96									-2.090873	-20667.05	.2506711	46334.76	1521.733	749.4305	6.144361	1.292864	60269.65	11789.42	6.867302	-2.716583	16.67604	.6269432	-87.57526	-5352.628	-77.27523	-34553.69	-5432.509	-16.7461	-18868.13	2.582387	2.951948					.3296471	-.0383051	.0320504	-.0397983	-1.396977	.4379231	.2361824	1.654129	1.795619	1.055626	.3636916	.4804396	.6497979	1.13511	.6177484	.0200223	1.028926	.3103049	-.7009514	-.4041382	-2.001618	-.2146652	-1.975966	-.4476706
1276	0	0	.66	1	1	1	0	0	OB_Mix1_181124_10dpf_tank21_1100_plate35_g03	0	0	0	0									10338.652	337.59992	0	32	77690	12.343378	13056	28	47	3	0	127978	5332	4907	81	21	24	1	1182857	62676	98	169	105	58	1			4452.1302	8	1258555.9	1729116.2	0	48	127611	2705	105.60163	180.49044	10	1	OB_POP1	insH2B_lfabp	1	0	0	21	23	0	0	0	0	0	0	0	0	0			0	0	0	1.66		290.7057	-22644.99	88463.53									1.909127	27673.95	-7.749329	-32149.24	401.7326	1090.431	-7.855639	.2928642	-49504.35	-7816.582	8.867302	8.283418	-17.32396	2.626943	-77.57526	-3420.628	-48.27523	-7884.689	-3852.51	-.2219781	26421.26	.1318984	.1017308					.741594	.7600542	.8305109	.4350969	2.039489	-.039299	-1.00834	-.3353756	.9342834	1.339587	-1.023665	.1869051	.2936997	-.0595279	.7440124	.5652776	-.9889579	.6063177	-.484857	.0383051	-1.000062	.479296	-1.105087	.1281668
