barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	beta_cell_volume_Res2	mean_mean_insexpr_Res2	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	ExperimentName	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	experiment	length_Res	dorsal_area_Res	lateral_area_Res	ldl_Res	tg_Res	tc_Res	gluc_Res	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	LiverArea_Res1	NrofSpots_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	ldl_Res1	tg_Res1	tc_Res1	gluc_Res1	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intLiverArea	intNrofSpots	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1306	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_f01"					18.840391	2.598624	.324828	1.9343688	.93838786	242	46	5									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1.66	2	2	2	""	0	0	1	1	0	0	1	1		0		1	6.66	1				-.7269039	.1771237	-.1042437	.0583696																			-.7515433	.137709	-.1102879	.0354057	-.5088038	.028299	.3435526	.5026935																					
1313	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_f02"					22.142681	2.761038	.2598624	1.3391784	.77189969	250	5	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.322308	1.468531	0	0	2	2	""	0	0	1	1	1	1	1	1			0	1	6.322308	1				-.177893	-.2788777	-.0831443	-.0345398																			-.2332943	-.3458246	-.0910984	-.0591028	-.988906	-.5144954	.0539321	.5740823																					
1107	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_g01"					16.430613	3.735522	.487242	1.85997	.92325257	243	47	5									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1.66	2	1	1	0	0				1	7.32	1				.4060258	.0867626	.056802	.0381437																			.4227303	.0763612	.0552624	.0284368	.4712668	-.0349601	.3027285	1.234427																					
1116	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_g02"					20.268408	2.3712444	.3573108	1.85997	.80217026	251	6	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.32	2	1	1	2	2	""	0	0	1.66	2	1	1	0	0				1	6.98	1				-.5716549	.2259516	.0129359	-.0093598																			-.5946229	.1808349	.0084346	-.0237437	-.3182016	-.0349601	.1114111	.3419921																					
1108	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_h01"					8.8442717	2.6960724	.324828	1.2647796	.62054681	244	48	5									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	1	1	0	0	1	1		0		1	6	1				-.6373922	-.5243901	-.1069802	-.2696526																			-.4932069	-.4363412	-.0938482	-.2363496	-.5088038	-.5940827	-.3115582	.5390097																					
1117	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank04_lipids_plate07_h02"					19.732903	2.9884176	.3573108	.743988	.42378806	252	7	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	.9245283	1.031447	2	2	""	0	0	1	1	0	0	0	0		0		1	5.584528	1				.04155	-.9059927	.0115676	-.3928326																			.0287385	-.947237	.0078899	-.4047321	-.3182016	-1.082829	-.9073016	.7224141																					
1315	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_a05"					16.073608	2.43621	.3573108	1.1903808	.59027623	263	18	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	.9245283	1.031447	2	2	""	0	0	1.66	2	1	1	0	0				1	7.244528	1				-.6044952	-.3044528	-.0389124	-.0815348																			-.548308	-.3577869	-.0392853	-.1050422	-.3182016	-.6568332	-.4086511	.388378																					
1322	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_a06"					20.893166	2.6960724	.3897936	1.7855712	.89298199	269	24	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1	1	1	1	0	0				1	7.32	1				-.3684427	.1949638	-.0146392	.1906272																			-.3849762	.057117	-.0258472	.1358581	-.1201271	-.131871	.2415359	.5390097																					
1316	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_b05"					16.519863	2.2088304	.3573108	2.0087676	.98379372	264	19	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	1	1	1	1	0	0	0	0		0		1	6.66	1				-.8358431	.4979717	-.0402806	.306892																			-.7858355	.4353409	-.0417583	.2802263	-.3182016	.0833177	.4474227	.2340921																					
1323	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_b06"					15.181097	3.410694	.5197248	2.4551604	.92325257	270	25	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	2	2	1	1	0	0				1	7.66	1				.3422106	.8485907	.1139238	.2158071																			.4219703	.7840532	.1137062	.1932754	.6568332	.3392841	.3027285	1.054594																					
1317	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_c05"					13.039072																60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	1	1	""	0	0	2	2	0	0	0	0		0			5.66	1																																																						
1324	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_c06"					14.55634	4.6450404	.5846904	2.231964	.84757613	271	26	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	1	1	""	0	0	1.66	2	0	0	0	0		0			5.32	1				1.572589	.609432	.1775211	.1350401																			1.66399	.5499641	.1783024	.1155057	1.027645	.2163881	.1726797	1.852774																					
1318	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_d05"					19.64365																60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	.9245283	1.031447	2	2	""	0	0	1	1	0	0	0	0		0		1	4.924528	1																																																						
1325	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_d06"						3.3782112	.3897936	1.3391784	.68108796	272	27	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.322308	1.468531	.9245283	1.031447	2	2	""	0	0	.66	1	0	0	0	0		0		1	4.906836	1				.3017912	-.2993159	-.0187439	-.0365387																							-.1201271	-.5144954	-.1470855	1.031591																					
1319	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_e05"					17.501625	1.9164852	.3897936	1.7111724	.92325257	265	20	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	2	2	1	1	0	0				1	7	1				-1.132157	.1844142	-.0091661	.2412602																			-1.097239	.1053036	-.0128001	.2083583	-.1201271	-.2078765	.3027285	.0500867																					
1326	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_e06"					19.822153	2.9559348	.4222764	1.7855712	1.0140643	273	28	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1.66	2	0	0	0	0		0		1	6.32	1				-.1244535	.1311146	.0123706	.291347																			-.1181821	-.0056089	.0023532	.2403598	.0783081	-.131871	.4736455	.7073309																					
1320	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_f05"					15.359599	2.3712444	.3897936	2.0831664	.77189969	266	21	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	2	2	0	0	0	0		0		1	6.66	1				-.6813657	.5404459	-.0105344	.0848167																			-.6095599	.4867571	-.0101896	.0636329	-.1201271	.1067256	.0539321	.3419921																					
1327	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_f06"					15.716604	2.273796	.3897936	1.85997	.71135854	274	29	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	1	1	2	2	""	0	0	1	1	0	0	0	0	1	0		1	6	1				-.8105606	.1895511	-.0214805	-.0164494																			-.734728	.1045875	-.0236627	-.0444328	-.1201271	-.0349601	-.0657452	.2737359																					
1125	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_g05"					16.698366	3.0209004	.487242	2.1575652	.69622325	267	22	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	2	2	1	1	0	0				1	7.66	1				-.035678	.5988824	.0855458	.0040497																			.015097	.5239249	.0830329	-.0254224	.4712668	.1672188	-.1046335	.750872																					
1134	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_g06"					14.377838	2.273796	.324828	2.0831664	.90811728	275	30	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1.66	2	0	0	0	0		0		1	6.32	1				-.8145289	.3967852	-.0878143	.1752187																			-.7151737	.3264687	-.0875954	.1543365	-.5088038	.1067256	.2711309	.2737359																					
1126	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_h05"					19.018892	3.0533832	.3897936	1.487976	.59027623	268	23	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1.66	2	0	0	0	0		0		1	6.32	1				-.0071636	-.0866691	-.0132709	-.106988																			.0062444	-.1960642	-.0205696	-.150391	-.1201271	-.3783383	-.4086511	.7822156																					
1135	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate09_h06"					9.4690294	4.0278672	.487242	1.3391784	.52973508	276	31	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1	1	1	1	1	1				1	8.32	1				.9355739	-.3631651	.0732314	-.2082541																			1.117856	-.370947	.0828632	-.2015157	.4712668	-.5144954	-.6184325	1.549874																					
1271	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_a07"						3.6055908	.4547592	1.85997	.92325257	277	32	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	2	2	2	2	""	0	0	1	1	1	1	0	0			1	1	7.66	1				.5093293	.1416642	.0393804	.1801728																							.2729904	-.0349601	.3027285	1.175786																					
1079	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_a08"					17.590876	3.6380736	.3573108	1.3391784	.89298199	285	40	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	2	2	1	1	0	0				1	7.66	1				.5100656	-.5068258	-.0690141	.1091772																			.5684156	-.6533486	-.077388	.0638931	-.3182016	-.5144954	.2415359	1.189217																					
1272	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_b07"					16.609114	3.5081424	.3897936	1.85997	.78703498	278	33	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1	1	0	0	0	0		0		1	6.32	1				.4079126	.1257019	-.0269535	.0388646																			.4738776	.0155234	-.0318016	.0033775	-.1201271	-.0349601	.0860186	1.117809																					
1273	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_c07"					13.485327	3.2807628	.3897936	1.4135772	0	279	34	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1	1	0	0	0	0		0		1	5.66	1				.1765646	-.3366532	-.0283218	-.753261																			.2957546	-.4082409	-.0272628	-.7713872	-.1201271	-.4417107	-2.875627	.9316232																					
1063	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_d07"					19.197395	2.7935208	.324828	1.4135772	.66595267	280	35	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.322308	1.468531	0	0	1	1	""	0	0	2	2	0	0	1	1		0	0		5.322308	1				-.3146457	-.3526155	-.0946556	-.092399																			-.2892572	-.504134	-.1050436	-.1439494	-.5088038	-.4417107	-.1898044	.5938738																					
1274	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_e07"						3.1833144	.324828	0	0	281	36	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	2	2	2	2	""	0	0	1	1	0	0	0	0		0	1	1	6	1				.0711796	-1.782155	-.0960239	-.7634423																							-.5088038	-3.209855	-2.875627	.8593518																					
1275	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_f07"					16.519863	2.923452	.4222764	1.1903808	.51459979	282	37	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1.66	2	0	0	0	0		0		1	6.32	1				-.1926511	-.6077365	.0000562	-.2539331																			-.1202174	-.7299608	-.0055294	-.291281	.0783081	-.6568332	-.6639529	.6902876																					
1276	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_g07"					14.734842	2.9884176	.3573108	.8927856	.65081738	283	38	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1.66	2	0	0	0	0		0		1	6.98	1				-.1316538	-.921294	-.0662776	-.1228061																			-.0282719	-1.022885	-.0685857	-.1504879	-.3182016	-.936007	-.2328728	.7224141																					
1277	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank05_lipids_plate10_h07"					20.179157	3.4431768	.4547592	2.3063628	.93838786	284	39	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				.66	1	1.66	2	2	2	""	0	0	1	1	0	0	1	1		0		1	6.32	1				.3191371	.4763209	.0298025	.1596737																			.3331729	.2983904	.0165734	.1001066	.2729904	.2591951	.3435526	1.081157																					
1329	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_a09"					29.589088	5.0023512	.8445528	6.9190884	2.1946168	286	41	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	2	1.684628	1.705234	""	0	0	1	1	0	0	0	0	1	0	1		6.684628	1				1.500741	1.610834	.2250287	.2904719																			1.195362	1.284037	.1944808	.1998037	2.041827	2.879421	2.376598	1.954863																					
1336	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_a10"						2.9884176	.5522076	3.8687376	1.6648817	294	49	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1.66	2	1	1	1	1				1	8.98	1				-.5449395	-1.567215	-.0782626	-.2799881																							.8302906	1.342966	1.517929	.7224141																					
1330	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_b09"					26.44264	4.4501436	.6821388	5.951904	2.1643462	287	42	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	1	1	0	0	0	0		0		1	5	1				.9445648	.6276878	.0612465	.2551107																			.6927885	.3397855	.03665	.1819337	1.48285	2.441948	2.233171	1.774994																					
1337	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_b10"					27.791119	3.8329704	.7146216	5.57991	1.997858	295	1	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	.66	1	2	2	""	0	0	1.66	2	0	0	1	1	1	0		1	7.32	1				.7254127	1.738038	.1781632	.382117																			.6093983	1.507841	.1463629	.2696634	1.609213	2.258662	1.985913	1.40132																					
1331	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_c09"					13.587147	3.3132456	.5197248	4.9847196	2.1643462	288	43	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	2	2	2	2	""	0	0	1	1	1	1	0	0			1	1	7	1				-.1963016	-.3554589	-.1025358	.2500201																			-.2329198	-.474232	-.1021119	.2501382	.6568332	1.956003	2.233171	.9683102																					
1338	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_c10"					28.780003	2.7285552	.5522076	3.8687376		296	2	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	1	1	1	1	0	0				1	6	1				-.3829709	.0109031	.0143809	2.344614																			-.5141941	-.2358693	-.0195897	2.225883	.8302906	1.342966		.5584098																					
1332	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_d09"					28.869902	3.24828	.5846904	6.1751004	1.9373169	289	44	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	2	2	0	0	0	0		0		1	6.66	1				-.2652355	.8189595	-.0389385	.0179002																			-.5549089	.4918772	-.0687586	-.0704148	1.027645	2.600967	1.887153	.9112118																					
1339	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_d10"					24.195175	1.786554	.324828	2.5295592	1.5135288	297	3	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	1	1	1	1	0	0				1	6	1				-1.32894	-1.344238	-.2143669	-.1123934																			-1.382627	-1.532821	-.2395611	-.2053659	-.5088038	.4089138	1.316006	-.0133513																					
1333	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_e09"					16.643698	1.9164852	.4547592	4.9847196	2.209752	290	45	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1	2	2	""	0	0	1	1	0	0	0	0		0		1	5	1				-1.600999	-.3873836	-.1702379	.2852448																			-1.685985	-.5537778	-.1762736	.266608	.2729904	1.956003	2.509309	.0500867																					
1340	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_e10"					24.824467	3.5406252	.5846904	5.57991	2.1643462	298	4	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1	1	0	0	0	0		0		1	5.66	1				.4211625	1.690151	.0441272	.5333333																			.3582502	1.489815	.0174689	.4361505	1.027645	2.258662	2.233171	1.139901																					
1334	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_f09"					13.766944	5.68449	.9420012	7.067886	2.1340756	291	46	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.32	2	1	1	2	2	""	0	0	2	2	1	1	0	0				1	7.32	1				2.163038	1.679821	.3156358	.2044777																			2.127166	1.548704	.3150219	.2017819	2.410372	3.209855	2.093659	2.257641																					
1341	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_f10"					10.171001	4.0928328	.7146216	5.5055112	2.2248873	299	5	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.322308	1.468531	1	1	2	2	""	0	0	1	1	0	0	1	1		0		1	6.322308	1				.9694018	1.59979	.1726902	.5887839																			1.151565	1.592701	.1745834	.5752302	1.609213	2.198852	2.596839	1.665203																					
1143	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_g09"					13.317451	3.8004876	.6171732	3.4967436	1.3319053	292	47	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	2	2	2	2	""	0	0	1	1	1	1	1	1			1	1	8	1				.2750672	-1.907284	-.0105604	-.6027832																			.2479202	-2.035682	-.0105198	-.6034889	1.214818	1.091847	1.031259	1.358093																					
1152	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_g10"					12.418466	4.06035	.649656	4.463928	2.2400226	300	6	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	.66	1	2	2	""	0	0	1	1	0	0	0	0		0		1	4.66	1				.9329507	.5422443	.1063563	.5988285																			1.078963	.5016979	.1036073	.5717638	1.363761	1.686843	2.710389	1.601855																					
1144	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_h09"					18.171972	2.3712444	.5197248	5.1335172	1.7556934	293	48	6									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1	1	2	2	""	0	0	1	1	0	0	0	0		0		1	5.66	1				-1.158144	-.2864729	-.1093771	-.1840858																			-1.264823	-.4832992	-.1190991	-.2132869	.6568332	2.015764	1.674227	.3419921																					
1153	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate11_h10"					9.721509	3.9953844	.6171732	3.7943388	1.5437994	301	7	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	1	1	2	2	""	0	0	1	1	0	0	0	0	1	0		1	6	1				.8640168	-.1433072	.0725052	-.1024854																			1.056151	-.1509881	.0748249	-.1146424	1.214818	1.291452	1.365669	1.522717																					
1280	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate12_a11"					16.194204	1.62414	.2923452	1.5623748	.54487037	302	8	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	1	1	""	0	0	1	1	0	0	0	0		0			5.32	1				-1.511196	-2.391233	-.253691	-1.106505																			-1.425519	-2.489048	-.2643122	-1.156458	-.7287813	-.3339997	-.5761465	-.1457048																					
1190	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate12_a12"					14.755828	3.3457284	.6171732	4.6127256	1.9070463	310	16	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.322308	1.468531	1.66	2	2	2	""	.06666667	.06666667	2	2	0	0	1	1		0		1	8.048974	1				.178646	.5314189	.0601909	.214946																			.2982239	.4264123	.0505689	.1685124	1.214818	1.776217	1.812607	1.009122																					
1281	0	0	0	0	0	0	0	0	"OB_Mix2_181207_10dpf_tank06_lipids_plate12_b11"						3.2807628	.5522076	4.6871244	1.6043405	303	9	7									60	1																												10	0	"OB_POP2"	"insH2B_lfabp"	1	0	0	29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1.66	2	1.66	2	2	2	""	0	0	1	1	1	1	1	1				1	8.32	1				.1414586	.7175539	.0048031	-.0521254																							.8302906	1.835707	1.418949	.9316232																					
