barcode	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	ExperimentName	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1068	1.563765	1.811765	1	1	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_e12	0	0	0	0						77	28	2	11694.77	20.357784	0	28	39786	20.491667	16237	5	54	7.5	0	OB_POP2_1530_plate06_e12	145194	4270	3286	98	24	34	1	1216061	72928	88	162	135	69	0			4512.792	3	1305690	1766351	0	85	150713	7809	115.8006	122.85438	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	1	1	2	2	.66	1	0	0				1	8.223764	212.4279	88770.3	121391.1									-.892089	-9469.534	-1.039397	-23311.62	-561.6183	-512.4067	-2.563915	2.969208	-6387.843	-419.3923	-2.223271	-5.329663	4.493557	11.11304	-44.21828	3559.006	-35.16425	39496.66	-1116.608	5.765663	-8904.439	-2.748359	-2.545123					.9836882	1.553428	1.54112	-.3533721	-.6472652	-.1598289	-.2117803	-.9199576	-1.13317	-.6398149	-.1152741	1.014956	-.2525281	-.2036749	-.5454515	-.2443471	.2936997	1.580799	-1.059122	.6226538	-.0955058	1.080564	.181496	.2653227
1062	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_f11	0	0	0	0						70	21	2	15744.27	13.571856	0	17	22313	19.878978	14425	3	54	7.5	0	OB_POP2_1530_plate06_f11	176382	5879	4074	113	17	30	1	925536	66016	75	143	118	75	0			4435.564	0	1183100	1612388	0	133	121161	11030	168.31734	174.12049	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	0	0	1	1	1	1	1	1				1	7.223765	65.74859	27494.04	11014.93									-11.89209	-26942.53	-5.039397	7876.383	1047.382	275.5933	12.43608	-4.030792	-296912.8	-7331.392	-15.22327	-24.32966	-12.50644	17.11304	-46.21828	1747.006	12.83575	9944.658	2104.392	40.42229	-14363.17	.1497271	3.045433					.6286627	.4916106	.3431218	-1.980752	-2.286548	-.2988174	-.8959993	-.0595279	1.019561	.278987	1.142697	-1.127589	-1.265489	-.783141	-1.982097	-1.411057	-.7564706	2.287753	-1.375744	.1892895	.6075616	.1126272	.7949709	1.993601
1069	1	1	1	1	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_f12	0	0	0	0						78	29	2	11694.77	0	0	27	49841	23.427289	11696	12	54	7.5	0	OB_POP2_1530_plate06_f12	148770	4799	3608	85	22	31	2	1130010	65498	76	181	150	53	0			4282.38	0	1083718	1500775	0	115	95575	6338	92.704224	99.660209	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	0	0	1	1	0	0	0	0		0		1	5	-87.43501	-13363.82	-14144.92									-1.892089	585.4658	-4.039397	-19735.62	-32.61837	-190.4067	-15.56392	.969208	-92438.84	-7849.392	-14.22327	13.67034	19.49356	-4.88696	-37.21828	-981.9941	-5.164248	-15641.34	-2587.608	-9.250319	2242.767	.1872627	.674228					-.0573065	-.5144293	-.4931341	-.4972006	.1921572	.3406948	-.6844819	-.8725445	-.3746289	-.3081584	-1.173722	.4467393	-.5362697	-.8270162	-1.857141	.6110911	1.112734	-.3437788	-.5783873	-.4892498	.38019	-.8425922	-.0989277	-.5236191
1269	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_g11	0	0	0	0						71	22	2	15744.27	0	0				10913	205	54	7.5	0	OB_POP2_1530_plate06_g11							1							0	1		4299.564	4	986340.3	1350252	0	159	85285	13316	102.21292	120.90812	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	.11111111	.11111111	1	1	0	0	0	0		0		1	5.693578	22.35011	-159718	-174366.3																							155.7817	-1764.994	38.83575	-25931.34	4390.392	-7.143977								.0539321	-1.48947	-1.346684																1.007545	-.7414097	.9548098	-1.301946	1.117953	-.1400924
1278	1.32	2	.66	1	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_g12	0	0	0	0						79	30	2	11694.77	0	0	25	42881	19.5774	11855	2	54	7.5	9	OB_POP2_1530_plate06_g12	186698	5834	3892	112	17	32	1	1172081	68807	96	144	122	55	0			4291.296	0	1190009	1640980	0	138	103377	11317	88.33924	87.098016	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	0	0	2	2	.66	1	0	0				1	6.64	-78.51899	89520.06	121028.2									-3.892089	-6374.534	-3.039397	18192.38	1002.382	93.59328	11.43608	-4.030792	-50367.84	-4540.392	5.776729	-23.32966	-8.506443	-2.88696	-47.21828	-822.9941	17.83575	-7839.342	2391.392	-9.238879	-2532.821	-3.662626	-2.608203					-.0101075	.5530723	.6215367	-.7916386	-.4003634	-.3491401	-.5316958	.2198996	.9674216	.1240523	1.028324	-1.127589	-.4292772	-.5362697	.2361824	-1.283357	-.5089896	-.0595279	-1.703514	-.43688	.6617177	-.5314475	.8425922	-.70473
1270	1.563765	1.811765	1.32	2	1.32	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_h11	0	0	0	0						72	23	2	15744.27	0	0	21	29019	16.976489	14085	6	54	7.5	1	OB_POP2_1530_plate06_h11	136320	4869	3341	108	21	28	1	1041346	59680	77	161	129	55	0			4555.797	0	1133454	1566092	0	100	116967	6379	129.37613	155.05584	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	0	0	2	2	.66	1	1	1					7.863765	185.9815	-68087.02	-103138.6									-7.892089	-20236.53	-7.039397	-32185.62	37.38163	-457.4067	7.436085	-.030792	-181102.8	-13667.39	-13.22327	-6.329663	-1.506443	-2.88696	-43.21828	1407.006	-20.16425	5750.658	-2546.608	8.122828	-12026	-2.752762	-.9919714					1.232555	-.0368705	-.0068675	-1.476974	-1.593219	-.7279133	-1.197754	-1.265489	-.2739449	-.5679577	.7407241	.1232631	-.7512011	-1.400404	-1.702789	-.3019919	-.0118988	-.0595279	-.9270754	.0874738	.1711187	-.0170295	-.0852468	.7672468
1279	1.66	2	1	1	2	2	OB_Mix2_181002_10dpf_tank04_1530_plate06_h12	0	0	0	0						80	31	2	11694.77	0	0	29	42209	24.561067	11818	16	54	7.5	0	OB_POP2_1530_plate06_h12	146967	4741	3226	101	16	31	1	1195955	71907	81	169	133	56	0			4447.183	0	1182861	1615947	0	71	113564	5439	78.085077	83.419123	10	1	OB_POP2	insH2B_lfabp	1	0	0	4	0	0	2	2	0	0	0	0		0		1	6.66	77.36773	22815.69	8016.307									.107911	-7046.534	-4.039397	-21538.62	-90.61837	-572.4067	.436085	-5.030792	-26493.84	-1440.392	-9.22327	1.670337	2.493557	-1.88696	-33.21828	-859.9941	-49.16425	2347.658	-3486.608	-18.21139	-7573.645	1.321041	1.240548					.7044014	.4840615	.394583	-.2246877	-.4792708	.5519941	-.6844819	-.9079133	-.4748125	-.7151404	.1633369	-1.478625	-.326996	-.2936997	-1.265489	.1033042	.1794365	.1152741	-.4666495	-.4591693	-.3510598	-.1469745	-.3294073	-1.130769
1371	2	2	1	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_a01	0	0	0	0						81	32	2	11694.77	3.392964	0	32	55806	19.688156	15028	3	54	8.5	0	OB_POP2_1630_plate07_a01	165416	4241	2639	112	22	39	1	1179785	68988	98	158	111	58	0			4405.006	7	1200446	1643043	0	182	122346	13413	114.65472	107.28293	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	1	1	0	0	0	0	1	0		1	6	-70.99869	-71639.44	11390.01									.7104837	3390.773	1.520153	-20627.68	-687.3303	-1159.407	14.13013	.969208	-276777.8	-12765.53	.585712	-13.10748	-19.50644	.7677905	-133.3286	-4124.291	50.62684	-38705.02	3557.576	26.35401	2661.311	-3.623349	-3.472165					.486879	.6744897	.6382858	.2369463	.667016	-.3322738	.5873599	-.3522063	-1.204047	-1.79128	1.028324	.4467393	-.4033254	-.5271329	.4423612	-.4776331	-1.069576	.386175	-1.375744	.3354768	1.25566	.1676637	1.156975	.181496
1378	1	1	0	0	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_a02	0	0	0	0						89	40	2	10785.45	0	0	31	37947	26.625111	19458	238	54	8.5	2	OB_POP2_1630_plate07_a02	196051	5446	3112	99	20	36	1	1507454	86847	99	199	123	53	0			4851.57	7	1397505	1871116	0	205	169288	14596	107.4889	172.09495	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	1	1	1	1	0	0			0	1	5	375.5658	-45190.93	-12569.96									-.2895163	-14468.23	-1.479847	10007.32	517.6697	-686.4067	1.130128	-1.030792	50891.25	5093.472	1.585712	27.89252	-7.506443	-4.23221	101.6714	305.709	73.62685	8236.979	4740.576	-3.391061	-14105.48	2.525261	3.056405					2.649357	2.651168	2.246726	.0836517	-.813602	.8587541	.0993176	.4643387	.4614937	-.8680804	-.0198322	-.1955828	.7617612	.7303277	.5316958	1.339587	-.4423612	-.3437788	1.278502	1.411229	1.523165	1.726602	1.403976	.0034058
1372	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_b01	0	0	0	0						82	33	2	11694.77	0	1	35	51479	17.561956	22974	443	54	8.5	9	OB_POP2_1630_plate07_b01	166451	4499	3624	68	15	37	1	1468186	79171	104	184	121	55	0			4687.871	0	1363829	1809956	0	311	179888	21375	92.034355	123.31992	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	1	1	1	1	1	1				1	7.693578	49.81425	57894.49	18658.78									3.710484	-936.2271	-.4798467	-19592.68	-429.3303	-174.4067	-29.86987	-6.030792	11623.25	-2582.528	6.585712	12.89252	-9.506443	-2.232209	306.6714	3821.709	179.6268	18836.98	11519.58	-1.853331	-4942.307	-5.749549	-6.449552					1.746955	2.000424	1.722762	.6084982	.3661064	-.6870306	.260726	-.3186394	-.7593904	-.2706968	-2.190596	-1.903602	.6110911	.2198996	.9632082	.7148795	-.5686108	-.0595279	2.650264	2.110067	2.468002	1.902811	2.345105	-.5791321
1379	2	2	0	0	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_b02	0	0	0	0						90	41	2	10672.16	0	0	27	44328	20.416689	22825	492	54	8.5	0	OB_POP2_1630_plate07_b02	184920	4203	3248	127	23	44	1	1200380	78102	86	186	128	52	1			4747.407	0	1381654	1875751	0	328	181812	26917	137.39819	166.09908	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	1	1	1	1	1	1	1		0	1	7	109.3509	52973.11	50853.32									-4.289516	-8087.227	6.520154	-1123.684	-725.3303	-550.4067	29.13013	1.969208	-256182.8	-3651.528	-11.41429	14.89252	-2.506443	-5.23221	355.6714	3672.709	196.6268	20760.98	17061.58	28.60708	-3355.659	-3.781382	-2.103333					2.108981	2.111151	2.342051	-.4972006	-.2739449	-.1921572	1.214168	.1472795	-1.263668	-.7048691	2.287753	.7777628	-.3186394	.13126	-.7251591	.8438841	-.0873671	-.5135096	3.002131	1.999295	2.998021	2.045954	2.998021	.976525
1373	1.32	2	.66	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_c01	0	0	0	0						83	34	2	11694.77	0	0	38	61930	19.748356	22506	102	54	8.5	0	OB_POP2_1630_plate07_c01	177679	4038	2809	87	21	44	1	1588046	95932	104	153	146	65	1			3926.597	24	1336076		38	73	180653	3953	76.444529	121.53398	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	2	2	1.66	2	0	0				1	7.751111	-155.8535	66519.51										6.710484	9514.772	6.520154	-8364.684	-890.3303	-989.4067	-10.86987	-.030792	131483.3	14178.47	6.585712	-18.10748	15.49356	7.76779	-34.32862	3353.709	-58.37316	19601.98	-5902.424	-16.82097	2232.075	-3.563149	-5.114338					-1.466643	1.797902		1.118176	1.088917	-.3155015	1.214168	-.0118988	-1.538979	-1.386465	-.9952385	.1232631	1.021617	1.400404	.9632082	-.8495603	.8959993	1.222499	.3784534	1.908704	-.3222245	1.993601	-.6617177	-1.226239
1380	1.563765	1.811765	.66	1	1	1	OB_Mix2_181002_10dpf_tank05_1630_plate07_c02	0	0	0	0						91	42	2	8055.716	23.750748	0	31	50094	23.859511	22869	130	54	8.5	0	OB_POP2_1630_plate07_c02	164013	4433	3059	102	25	37	1	1233790	71594	97	145	118	56	1			4878.496	0	1385363	1898002	0	157	182518	10834	95.487977	171.482	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	2	2	.66	1	0	0					5.994876	240.4397	6599.019	-879.7376									-.2895163	-2321.227	-.4798467	-22030.68	-495.3303	-739.4067	4.130128	3.969208	-222772.8	-10159.53	-.414288	-26.10748	-12.50644	-1.232209	-6.328619	3716.709	25.62684	21466.98	978.5759	-15.17844	-1958.483	-2.606921	-1.786898					3.001314	2.256103	2.642931	.0836517	.2246877	.3831787	.260726	-.3947357	-.8938006	-.9780988	.2566249	1.189667	-.2117803	-.3186394	.3311829	-1.173722	-.7564706	.1152741	.5704617	2.051539	.9230555	2.171528	.758136	-.3875223
1374	1.563765	1.811765	0	0	1	1	OB_Mix2_181002_10dpf_tank05_1630_plate07_d01	0	0	0	0						84	35	2	11694.77	0	0	35	69424	24.133911	17094	15	54	8.5	0	OB_POP2_1630_plate07_d01	196857	5468	4637	91	25	36	1	1680319	87736	95	188	159	56	0			4714.684	3	1362274	1858914	0	83	148270	5852	53.049876	70.716149	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	2	2	1	1	0	0			0		5.674876	146.0785	14286.84	52483.89									3.710484	17008.77	-1.479847	10813.32	539.6697	838.5933	-6.869872	3.969208	223756.3	5982.472	-2.414288	16.89252	28.49356	-1.232209	-121.3286	-2058.291	-48.37316	-12781.02	-4003.424	-22.51168	13002.69	.8224065	.1224038					1.907533	1.953147	2.101279	.6084982	1.652598	.4350969	.0993176	.4999808	.4972006	.8112929	-.7046748	1.189667	1.214168	.8159006	.1352616	.9506695	1.737616	.1152741	-.4892498	.8425792	-.1538635	1.032943	-.1745757	-2.345105
1381	1.66	2	1.66	2	1	1	OB_Mix2_181002_10dpf_tank05_1630_plate07_d02	0	0	0	0						92	43	2	10160.94	0	1	35	49325	24.340111	18317	22	54	8.5	0	OB_POP2_1630_plate07_d02	178837	4586	2925	102	17	39	1	1367462	90042	95	168	134	63	0			4552.763	0	1348188	1810494	0	79	162165	4804	68.044775	91.13522	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	2	2	0	0	0	0		0			6.32	-85.29317	93870.87	95449.09									3.710484	-3090.227	1.520153	-7206.684	-342.3303	-873.4067	4.130128	-4.030792	-89100.75	8288.472	-2.414288	-3.10748	3.493557	5.76779	-114.3286	-835.291	-52.37316	1113.979	-5051.424	-14.63039	-7096.307	-.3011706	-.8388521					1.218278	1.869903	1.753874	.6084982	.1437292	.4792708	.5873599	.0118988	-.667016	-1.116212	.2566249	-1.127589	.260726	.9444559	.1352616	.0396722	.2280334	.92603	-.3177557	1.089033	-.2197229	1.545263	-.4926179	-1.545263
1375	1.32	2	.66	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_e01	0	0	0	0						85	36	2	13614.42	0	0	47	100216	24.665844	18512	174	54	8.5	0	OB_POP2_1630_plate07_e01	239266	4691	3222	89	20	51	1	2391920	119621	111	242	162	47	0			4819.337	0	1393438	1882301	0	325	167900	25714	136.03656	160.77627	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	1	1	1	1	1	1				1	6.98	181.2811	37275.64	16806.93									15.71048	47800.77	13.52015	53222.32	-237.3303	-576.4067	-8.869872	-1.030792	935357.3	37867.47	13.58571	70.89252	31.49356	-10.23221	37.67138	-640.291	193.6268	6848.979	15858.58	29.09981	30688.22	3.01861	-1.289291					2.471869	2.473786	2.46507	1.980752	2.950305	.5612851	2.11056	1.400404	-.5152917	-.7359133	-.8103805	-.1955828	2.412978	2.412978	1.623744	2.593745	2.11056	-1.248016	.8188559	1.165126	2.645701	1.669044	2.645701	.9548098
1382	1.32	2	1	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_e02	0	0	0	0						93	44	2	10160.94	135.71856	0	31	59577	30.653422	24167	127	54	8.5	0	OB_POP2_1630_plate07_e02	171083	4888	3644	73	15	35	1	1518901	73957	94	176	133	57	0			4791.152	0	1327163	1820782	0	127	192860	6799	109.27845	185.05356	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	2	2	1	1	0	0				1	7.431111	153.096	-18230.62	-28805.09									-.2895163	7161.773	-2.479847	-14960.68	-40.33029	-154.4067	-24.86987	-6.030792	62338.25	-7796.528	-3.414288	4.89252	2.493557	-.2322095	-9.328619	5014.709	-4.373157	31808.98	-3056.424	-6.116036	7524.517	6.01214	6.609375					2.349133	1.734171	1.89923	.0836517	.9423143	1.488922	-.0674763	-.1955828	-.2492407	-.2295116	-1.879864	-1.903602	.7939661	-.1633369	.0158654	.3990268	.1794365	.2689415	.5586399	2.350132	.5314475	2.249881	.0034058	.037472
1376	1.32	2	1.32	2	1.66	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_f01	0	0	0	0						86	37	2	11290.62	3.392964	0	30	61048	20.642489	18327	141	54	8.5	0	OB_POP2_1630_plate07_f01	166000	4611	3380	85	17	36	1	1476793	76490	106	168	125	52	0			4572.516	0	1303716	1758485	0	193	158376	11740	138.40191	165.93651	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	2	2	.66	1	1	1					7.96	-65.54025	41852.25	32292.29									-1.289516	8632.772	-1.479847	-20043.68	-317.3303	-418.4067	-12.86987	-4.030792	20230.25	-5263.528	8.585712	-3.10748	-5.506443	-5.23221	4.671381	-825.291	61.62684	-2675.021	1884.576	29.66743	10087.72	-3.019397	-2.257986					1.308039	1.531409	1.518982	-.0836517	1.019561	-.1276668	.0993176	-.326996	-.6277637	-.5216546	-1.173722	-1.127589	.6400318	.0277669	1.16586	.0396722	-.2525281	-.5135096	.6226538	1.113682	1.403976	1.368372	.9126759	1.032943
1383	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_f02	0	0	0	0						94	45	2	10160.94	0	0	30	57582	23.038156	15803	224	54	8.5	9	OB_POP2_1630_plate07_f02	203972	6181	3901	115	24	33	1	1504543	79605	104	144	117	79	0								123	137511	7541	90.837608	154.42509	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	1	1	1	1	1	1				1	7.223765												-1.289516	5166.773	-4.479846	17928.32	1252.67	102.5933	17.13013	2.969208	47980.25	-2148.528	6.585712	-27.10748	-13.50644	21.76779	87.67138	-3349.291	-8.373157	-23540.02	-2314.424	-13.88651	6621.723	-1.603126	-.7221633								-.0836517	.813602	.2574578	-.3733866	.6895037	1.377836	.1482245	1.329921	1.014956	.7512011	.260726	.9632082	-1.283357	-.8103805	2.593745	1.23412	.5352264	.4849421	.6702203	.1469745	-.6116628
1071	1.66	2	2	2	1	1	OB_Mix2_181002_10dpf_tank05_1630_plate07_g01	0	0	0	0						87	38	2	10785.45	556.4461	0	28	48870	26.885778	22403	18	54	8.5	3	OB_POP2_1630_plate07_g01	232583	5673	4420	99	25	41	1	1764696	95398	102	198	130	62	1			4379.427	16	1388294	1856342	28	92	182483	7020	117.78438	147.90211	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	2	2	1.66	2	0	0			1		8.431111	111.775	30555.39	16246.35									-3.289516	-3545.227	3.520153	46539.32	744.6697	621.5933	1.130128	3.969208	308133.3	13644.47	4.585712	26.89252	-.5064431	4.76779	-118.3286	3250.709	-39.37316	21431.98	-2835.424	15.33273	94.13459	2.785928	4.168258					.3686809	2.351128	2.042561	-.3533721	.1116372	.9299809	.8214458	1.265489	.8025719	.6447206	-.0198322	1.189667	1.466893	1.283357	.783141	1.310954	.0476122	.838235	-.4148057	1.868717	.0545189	2.104601	.0647544	.3438245
1080	1.563765	1.811765	1	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_g02	0	0	0	0						95	46	2	12695.61	16.116579	0	21	30347	21.738667	15468	23	54	8.5	0	OB_POP2_1630_plate07_g02	167770	4660	3365	98	20	36	1	1029733	67264	95	154	115	50	0			4397.45	8	1200476	1647799	0	53	137194	3478	107.14131	198.98925	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	1	1	1	1	0	0				1	6.674876	-55.40458	-79325.37	20409.81									-10.28952	-22068.23	-1.479847	-18273.68	-268.3303	-433.4067	.1301279	-1.030792	-426829.8	-14489.53	-2.414288	-17.10748	-15.50644	-7.23221	-113.3286	-3684.291	-78.37315	-23857.02	-6377.424	-13.1081	-10783.42	-.7051418	2.461143					.4642437	.6829279	.6896554	-1.476974	-1.44234	.0318356	.0993176	-.2689415	-.5612851	-.5400363	-.1152741	-.1955828	-.804885	-.6497979	.1352616	-.788542	-.8842111	-.838235	-.2931114	.4442851	-.700371	.6617177	-.7490877	-.0102174
1072	1.66	2	1	1	2	2	OB_Mix2_181002_10dpf_tank05_1630_plate07_h01	0	0	0	0						88	39	2	10785.45	45.805014	0	43	71473	33.668089	18930	177	54	8.5	6	OB_POP2_1630_plate07_h01	234354	4422	3879	100	20	53	1	1634316	90177	112	166	146	55	0			4681.509	0	1288583	1740451	0	94	159060	5124	79.158972	137.92139	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	0	0	2	2	1.66	2	0	0				1	8.32	43.45243	-14921.6	-47255.23									11.71048	19057.77	15.52015	48310.32	-506.3303	80.59328	2.130128	-1.030792	177753.3	8423.472	14.58571	-5.10748	15.49356	-2.232209	40.67138	-222.291	-37.37316	-1991.021	-4731.424	-19.81558	6314.045	9.568239	6.694636					1.702244	1.449999	1.363888	1.701288	1.833915	1.718451	2.412978	1.339587	-.9299809	.1079785	.075429	-.1955828	1.105398	.9569201	1.702789	-.0436419	.8959993	-.0595279	.8619047	1.226956	.1023508	1.403976	-.439463	-1.092857
1081	1.563765	1.811765	0	0	1	1	OB_Mix2_181002_10dpf_tank05_1630_plate07_h02	0	0	0	0						96	47	2	12695.61	0	0	31	62306	20.864778	19233	166	54	8.5	0	OB_POP2_1630_plate07_h02	202601	5476	4263	98	26	37	1	1636911	86838	98	178	157	55	1			4743.399	0	1376959	1846173	0	85	170257	5283	75.933739	153.40065	10	1	OB_POP2	insH2B_lfabp	1	0	0	5	.11111111	.11111111	1	1	1	1	0	0			0		4.674876	105.3426	49809.11	23537.28									-.2895163	9890.772	-.4798467	16557.32	547.6697	464.5933	.1301279	4.969208	180348.3	5084.472	.585712	6.89252	26.49356	-2.232209	29.67138	80.70901	-46.37316	9205.979	-4572.424	-28.43349	10253.52	-1.579031	-1.250035					1.998164	2.052646	1.990142	.0836517	1.103428	-.1116372	.260726	.6400318	.5152917	.4899012	-.1152741	1.478625	1.13511	.7200097	.4423612	.4731924	1.553712	-.0595279	.7547448	1.29387	-.0955058	1.757666	-.3875223	-1.301946
1364	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181012_10dpf_tank01_lipids_plate01_a11					22.80131	3.7680048	.5846904	1.487976	.22702932	1	1	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	0	0	2	2	0	0	1	1		0		1	7.246836				-.1798536	-.4457042	-.4280024	-.5973164	-.1889394	-.4334449	-.4332707	-.0939844																								.7747242	-.1344482	-1.599878	.888389																								
1073	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181012_10dpf_tank01_lipids_plate01_a12						5.9118696	.8445528	2.3807616	1.0140643	9	9	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	.06666667	.06666667	2	2	1	1	1	1				1	8.313502				.0690627	.319383	.3183075	1.514802																												1.781283	.5452792	.6744897	2.111151																								
1365	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181012_10dpf_tank01_lipids_plate01_b11					24.45593	3.410694	.6171732	1.4135772	.34811162	2	2	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	.06666667	.06666667	1	1	1	1	1	1				1	7.313503				-.1487391	-.5360653	-.3120108	-.9585955	-.1613028	-.5493113	-.3273826	-.48155																								.9444891	-.1956044	-1.200497	.5766571																								
1074	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181012_10dpf_tank01_lipids_plate01_b12					17.75867	7.1137332	1.1693808	3.4223448	1.1502819	10	10	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	0	0	2	2	1	1	1	1				1	8.246836				.3925224	1.345004	.4494345	2.712697	.3912865	1.395107	.4678085	3.311151																								2.651168	.9763784	.8207921	3.002946																								
1366	1	1	0	0	1	1	OB_Mix2_181012_10dpf_tank01_lipids_plate01_c11					15.07976	2.3712444	.649656	1.487976	.59027623	3	3	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	0	0	1	1	1	1	1	1			0		5				-.1176246	-.4776288	-.0749368	-2.002013	-.1120014	-.3684162	-.0370113	-1.367705																								1.078639	-.1344482	-.2505797	-.5259392																								
1075	1.322308	1.468531	.9245283	1.031447	1	1	OB_Mix2_181012_10dpf_tank01_lipids_plate01_c12					22.80131	6.3666288	1.2343464	3.6455412	1.7102875	11	11	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	0	0	1	1	1	1	0	0					5.246836				.4561197	1.552238	1.00435	1.961625	.4447517	1.53139	.9931468	2.477416																								3.002946	1.078639	1.377204	2.351128																								
1367	1.322308	1.468531	.9245283	1.031447	1	1	OB_Mix2_181012_10dpf_tank01_lipids_plate01_d11					14.84338	3.9629016	.7146216	1.7111724	.52973508	4	4	1									54	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	18	.06666667	.06666667	1	1	1	1	1	1					6.313503				-.0540272	-.2703947	-.1405686	-.4143245	-.0481681	-.1613222	-.1018779	.2251631																								1.311054	.0469327	-.5375191	1.140662																								
