barcode	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	ExperimentName	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1030	1.563765	1.811765	1.66	2	1.714426	1.740437	OB_Mix2_181002_10dpf_tank02_1000_plate03_b06	0	0	0	0						34	34	1	20249.28	0	0	45	70603	15.043844	13819	6	54	2	0	OB_POP2_1000_plate03_b06	276425	4936	3539	72	16	56	1	2721422	122119	122	216	177	52	0			4523.304	0	1230024	1723135	0	41	132172	3101	95.112559	217.3524	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	1	1	0	0					8.049302	84.36398	18099.47	49885.09									14.10978	19234.77	18.69216	82714.27	-224.1361	-259.4067	-26.55194	-5.030792	1224229	38859.54	23.99342	45.14826	46.49356	-7.998157	-73.03143	-205.0229	-76.74782	8672.958	-5432.297	-38.19385	3304.134	-.3621659	-4.430722					1.005791	.9340708	1.221444	1.812939	1.754382	-1.033036	2.951284	2.042124	-.1598289	-.4060398	-2.042124	-1.478625	2.951284	2.951284	2.593745	1.814373	2.951284	-.5135096	-.9270754	-.0067202	-1.092857	.5314475	-.8821099	-.4170656
1024	1.563765	1.811765	2	2	1.714426	1.740437	OB_Mix2_181002_10dpf_tank02_1000_plate03_c05	0	0	0	0						27	27	1	16884.99	0	0	34	67372	21.444689	15395	43	54	2	0	OB_POP2_1000_plate03_c05	198770	4229	2986	112	26	47	1	1716100	94469	109	193	142	50	0			4493.469	0	1227064	1645047	0	60	140825	4515	96.510529	193.11231	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1.66	2	1	1	0	0			1		7.938191	54.52901	26537.19	-11364.37									3.109777	16003.77	9.692156	5059.262	-931.1361	-812.4067	13.44806	4.969208	218906.7	11209.54	10.99342	22.14826	11.49356	-9.998157	-36.03144	1370.977	-57.74782	17325.96	-4018.297	-28.3511	12087.4	3.121966	2.530461					.9200878	.9034066	.6552159	.4703636	1.357561	-.0159158	1.540585	.5362697	-1.229064	-1.030985	1.028324	1.478625	1.320378	1.197754	1.45536	1.205921	.6794774	-.838235	-.0436951	.4221408	-.5630959	.7949709	-.5393086	-.3583135
1031	2	2	0	0	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_c06	0	0	0	0						35	35	1	20249.28	0	0				13218	26	54	2	9	OB_POP2_1000_plate03_c06							1							0		1	4208.255	5	1140841	1543422	0	247	113531	13983	134.25655	147.54262	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	1	1	1	1	1		0	1	7	-114.9336	-3732.983	47980.15																							-53.03144	-806.0229	129.2522	-9968.042	5449.703	25.27051								-.4418439	.0502878	-.2075038																-.2339634	-.1212598	1.993601	-.1538635	1.270787	.8922058
1025	2	2	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_d05	0	0	0	0						28	28	1	16884.99		0	28	61681	19.520133	14966	109	54	2		OB_POP2_1000_plate03_d05	203721	5992	4129	125	27	34	1	1537743	79374	103	162	127	59	1			4240.313	0	1106807	1542675	0	223	118226	13254	120.03984	134.7813	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	1	1	0	0	1			1	8.129813	-198.6272	2998.698	29139.69									-2.890223	10312.77	-3.307844	10010.26	831.8639	330.5933	26.44806	5.969208	40549.69	-3885.465	4.99342	-8.851742	-3.506443	-.9981564	29.96856	941.9771	105.2522	-5273.042	4720.703	15.49959	12949.64	1.19741	2.308279					-.255435	-.2679081	-.2145259	-.3533721	1.060562	-.3661064	-.2117803	.6695188	1.16395	.3630594	2.190596	1.794178	.8495603	.2361824	.8438841	-.2443471	-.1553032	.4954916	.4148057	.3001339	1.773856	.0306565	1.080564	.4170656
1032	1	1	.66	1	1.714426	1.740437	OB_Mix2_181002_10dpf_tank02_1000_plate03_d06	0	0	0	0						36	36	1	20249.28	0	0	32	37153	18.371044	16624	8	54	2	4	OB_POP2_1000_plate03_d06	195471	5144	4708	91	22	38	1	1462948	83380	90	184	146	68	0			4698.28	0	1316965	1784654	0	143	144018	13074	189.8168	187.4859	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	1	1		0			5.374426	259.3401	38190.12	12651.05									1.109777	-14215.23	.6921562	1760.262	-16.13613	909.5933	-7.551945	.969208	-34245.31	120.535	-8.006579	13.14826	15.49356	8.001843	-71.03143	2599.977	25.25218	20518.96	4540.703	66.9153	-15947.19	2.965034	2.584954					1.795459	1.624458	1.665112	.2369463	-.9177874	-.5519941	.4205953	.4555214	.0796597	.8680804	-.7046748	.4467393	.5639549	.5362697	-.3904518	.7148795	.8959993	1.515101	-.8048409	.723832	.7134886	.9023936	1.044626	2.645701
1026	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_e05	0	0	0	0						29	29	1	16568.04	0	1	29	68093	16.0058	13726	9	54	2	0	OB_POP2_1000_plate03_e05	185553	6185	3761	100	22	30	1	1740350	80836	112	157	134	64	0			4500.944	8	1264926	1750739	21	48	129955	3219	115.07095	223.63141	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	1	1	1	1	0	0				1	6.693578	247.2057	-23278.1	-77049.27									-1.890223	16724.77	-7.307844	-8157.738	1024.864	-37.40673	1.448055	.969208	243156.7	-2423.465	13.99342	-13.85174	3.493557	4.001843	-70.03143	-298.0229	-69.74782	6455.958	-5314.297	-20.42295	18269.43	-2.591707	-1.731026					.9620559	1.264969	1.456677	-.2246877	1.44234	-.8938006	-.8959993	.1794365	1.398694	-.0519121	.075429	.4467393	1.421872	.3353756	1.702789	-.5546795	.2280334	1.069576	-.7547448	-.0336072	-.8770955	.4245076	-.8329174	.2092679
1033	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_e06	0	0	0	0						37	37	1	19772.12	0	1	33	42159	16.187111	14221	208	54	2	0	OB_POP2_1000_plate03_e06	265318	6803	4578	108	27	39	1	1822169	102821	108	179	147	67	0			4320.731	9	1175862	1595820	0	221	113134	19301	138.49545	175.30525	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	2	2	1.66	2	0	0				1	7.883765	90.14355	-54094.34	36898.3									2.109777	-9209.229	1.692156	71607.27	1642.864	779.5933	9.448055	5.969208	324975.7	19561.54	9.993421	8.148258	16.49356	7.001843	128.9686	196.9771	103.2522	-10365.04	10767.7	19.83745	-12033.39	.3674249	-.2458884					.1521961	.4282774	.2286022	.3576104	-.488216	-.8473045	.5873599	1.982097	1.754382	.7893007	.7407241	1.794178	1.567112	1.755851	1.349379	.51804	.9382786	1.411057	1.041622	.1212598	1.682916	-.1745757	2.045954	1.044626
1027	1.563765	1.811765	2	2	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_f05	0	0	0	0						30	30	1	16395.15	0	0	32	62522	19.414222	12375	213	54	2	2	OB_POP2_1000_plate03_f05	237288	5518	4861	88	18	43	1	1635524	99205	102	173	138	65	0			4337.063	11	1241120	1678872	21	101	114498	7679	83.578593	155.39952	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	.66	1	.66	1			1	1	8.994876	152.7761	-16281.91	-56425.31									1.109777	11153.77	5.692156	43577.26	357.8639	1062.593	-10.55194	-3.030792	138330.7	15945.54	3.99342	2.148258	7.493557	5.001843	133.9686	-1649.023	-16.74782	-9001.042	-854.2966	-28.14464	9421.812	.6668221	.6946136					.1932359	1.078639	.9070439	.2369463	1.13317	-.3831787	1.041878	1.379562	.5894558	1.094159	-.9019402	-.8270162	1.12013	1.623744	.783141	.3186394	.4643387	1.222499	1.101274	-.3001339	.1988357	-.1126272	.1745757	-.8922058
1034	1.66	2	.66	1	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_f06	0	0	0	0						38	38	1	19772.12	0	0	33	55312	12.276067	16609	71	54	2	0	OB_POP2_1000_plate03_f06	212138	5051	3425	96	28	42	1	1865015	86114	124	149	136	84	0			4074.663	16	1287745	1722836	30	55	152375	2724	84.859345	159.34	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	2	2	0	0	0	0		0		1	6.32	6.126755	77579.98	63992.89									2.109777	3943.772	4.692156	18427.26	-109.1361	-373.4067	-2.551945	6.969208	367821.7	2854.535	25.99342	-21.85174	5.493557	24.00184	-8.031436	2584.977	-62.74782	28875.96	-5809.297	-28.23667	1119.606	-3.54362	-4.156933					-1.063325	1.431083	1.207091	.3576104	.6084982	-1.513476	.9019402	.9079133	-.0119366	-.4854058	-.2730561	1.954578	1.755851	.6695188	2.951284	-1.021617	.3522063	2.951284	.202991	.7151266	-.6281719	1.143774	-1.092857	-.8621827
1224	1.563765	1.811765	1	1	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_g05	0	0	0	0						31	31	1	16074.17	0	0	25	43505	17.779133	10441	89	54	2	0	OB_POP2_1000_plate03_g05	160730	5358	3612	103	25	30	1	1217664	66886	99	178	92	64	0			4417.196	0	1137103	1568395	0	170	95980	10725	150.91245	144.65927	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	0	0		0		1	5.563765	-21.74394	-34283.68	-44969.63									-5.890223	-7863.229	-7.307844	-32980.74	197.8639	-186.4067	4.448055	3.969208	-279529.3	-16373.46	.9934201	7.148259	-38.50644	4.001843	9.968564	-3583.023	52.25218	-27519.04	2191.703	42.93091	-1949.746	-1.24655	.801313					.5721737	.0167563	.0206039	-.7916386	-.3322738	-.6472652	-.8959993	-.4910123	.3406948	-.2872964	.3691374	1.189667	-.2443471	-.7097679	.5316958	.4731924	-2.287753	1.069576	.2896056	-.963851	1.105318	-.8329174	.7490877	1.334423
1233	1.563765	1.811765	1.018702	1.168142	1	1	OB_Mix2_181002_10dpf_tank02_1000_plate03_g06	0	0	0	0						39	39	1	18937.1	0	0	32	43152	11.5972	14069	14	54	2	2	OB_POP2_1000_plate03_g06	192048	5820	5905	87	24	33	2	1333185	77430	86	184	122	68	0			4473.772	0	1100466	1481185	0	101	122920	6284	108.30926	160.5174	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	1	1	1	1	1	1					6.693578	34.83175	-92534.84	-164109.4									1.109777	-8216.229	-4.307844	-1662.738	659.8639	2106.593	-11.55194	2.969208	-164008.3	-5829.465	-12.00658	13.14826	-8.506443	8.001843	-65.03143	44.97706	-16.74782	-579.0418	-2249.297	-5.196938	-9948.188	-4.946422	-5.187638					.8311056	-.3380917	-.6132274	.2369463	-.3661064	-1.622194	-.3733866	.3776425	.9547927	1.877062	-.9952385	1.014956	.1633369	.0833864	-.7251591	.7148795	-.5089896	1.515101	-.5121028	.0807298	.1988357	.1745757	-.1126272	.0306565
1225	1.563765	1.811765	0	0	1.66	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_h05	0	0	0	0						32	32	1	15119.86	0	0	27	61832	18.349511	17252	50	54	2	0	OB_POP2_1000_plate03_h05	181194	4768	5122	95	26	38	1	1450368	86486	104	171	139	58	0			4746.828	0	1343971	1834270	0	45	148076	3141	100.93805	146.44502	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	1	1	1	1	1	1			0		6.334876	307.8874	46648.82	34867.97									-3.890223	10463.77	.6921562	-12516.74	-392.1361	1323.593	-3.551945	4.969208	-46825.31	3226.535	5.99342	.1482585	8.493557	-1.998156	-29.03144	3227.977	-72.74782	24576.96	-5392.297	-7.665613	14192.84	-1.50352	.0778762					2.050429	1.832715	1.94268	-.4972006	1.074632	-.5612851	.4205953	.0515833	-.4350969	1.316823	-.3522063	1.478625	.4999808	.6895037	.9632082	.2239646	.51804	.386175	.0605186	.8815576	-.9710533	.9987109	-.8621827	-.181496
1234	1.32	2	1.66	2	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_h06	0	0	0	0						40	40	1	18937.1	0	0	26	42575	14.246867	11549	305	54	2	0	OB_POP2_1000_plate03_h06	143777	4793	5398	89	21	30	1	1075832	62133	95	165	107	50	0			4413.237	0	1109678	1518121	0	272	102444	20430	102.66214	119.52656	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	1	1	2	2	0	0	0	0		0		1	7.98	-25.70292	-60196.03	-93009.25									-4.890223	-8793.229	-7.307844	-49933.74	-367.1361	1599.593	-9.551945	-.030792	-421361.3	-21126.46	-3.00658	-5.851741	-23.50644	-9.998157	225.9686	-2475.023	154.2522	-21055.04	11896.7	3.436343	-3971.952	-2.296755	-.8355981					.5251738	-.2264446	-.3797788	-.6472652	-.4526599	-1.195873	-.8959993	-1.00834	-.3831787	1.418479	-.8103805	.1232631	-.6596263	-1.13511	.1352616	-.0913491	-1.292447	-.838235	1.831512	-.5197797	2.345105	-.5710957	2.249881	-.1263479
1036	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank02_1030_plate04_a07	0	0	0	0						41	41	1	18937.1	0	0	22	41505	10.876889	14401	13	54	2	9	OB_POP2_1030_plate04_a07	158280	5458	4314	93	17	29	1	1012729	61363	94	156	103	52	0			4442.598	0	1182293	1650281	0	148	127024	10668	87.856483	83.124085	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	0	0	1	1		0		1	7.334876	3.657429	1201.582	22580.33									-8.890223	-9863.229	-8.307844	-35430.74	297.8639	515.5933	-5.551945	-4.030792	-484464.3	-21896.46	-4.00658	-14.85174	-27.50644	-7.998157	-66.03143	376.9771	30.25218	3524.958	2134.703	1.312605	-673.1285	-5.666733	-3.07066					.6702661	.469045	.7071841	-1.318604	-.5427505	-1.754382	-1.083738	-.5732791	.4703636	.5586024	-.5316958	-1.127589	-.8609955	-1.248016	.0158654	-.6400318	-1.594789	-.5135096	-.539108	.1824522	.7856625	.3150583	.7311723	-.7401003
1037	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank02_1030_plate04_b07	0	0	0	0						42	42	1		0	0	34	45085		14605	6	54	2	1	OB_POP2_1030_plate04_b07	202094	5614	4468	82	16	36	1	1503611	78211	82	178	164	67	0			4337.301	0	1218720	1655425	0	34	134742	1449	118.84147	172.34293	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	0	0	0	0		0		1	6.334876	-101.639	77857.13	87151.6									3.109777	-6283.229	-1.307844	8383.263	453.8639	669.5933	-16.55194	-5.030792	6417.691	-5048.465	-16.00658	7.148259	33.49356	7.001843	-73.03143	580.9771	-83.74782	11242.96	-7084.297	1.215489	-10199.6							.2001058	.8067924	.7429132	.4703636	-.1921572		.0993176	.6110911	.6971414	.7254877	-1.379562	-1.478625	.7303277	.1472795	-1.127589	.4731924	2.190596	1.411057	-.9270754	.2305114	-1.318011	.5710957	-1.69712	.3728782
1038	1	1	.66	1	2	2	OB_Mix2_181002_10dpf_tank02_1030_plate04_c07	0	0	0	0						43	43	1	18937.1	0	0	31	56757	14.272222	17489	15	54	2	0	OB_POP2_1030_plate04_c07	247081	5615	4437	103	27	44	1	1802489	98927	102	176	150	60	0			4310.156	8	1265285	1720712	0	16	144295	1317	79.936746	208.52681	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	1	1		0		1	5.66	56.41761	49971.49	167759.5									.109777	5388.771	6.692156	53370.26	454.8639	638.5933	4.448055	5.969208	305295.7	15667.54	3.99342	5.148259	19.49356	.0018437	-64.03143	3464.977	-101.7478	20795.96	-7216.297	-50.295	4749.018	-2.2714	-2.228887					.1215874	1.28003	1.165453	.0836517	.7593904	-1.16395	1.214168	1.594789	.7073241	.6645014	.3691374	1.794178	1.515101	1.594789	.783141	.3990268	1.112734	.6206801	-.4892498	.9426802	-2.468002	.9126759	-1.757666	-1.044626
1039	1.32	2	1	1	2	2	OB_Mix2_181002_10dpf_tank02_1030_plate04_d07	0	0	0	0						44	44	1	18937.1		1	36	56680	17.774978	14188	8	54	2		OB_POP2_1030_plate04_d07	233977	4680	3535	92	24	50	1	1868253	105661	107	189	136	66	0			4356.013	14	1324471	1782830	5	33	125555	2510	110.90338	198.88407	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	2	2	1	1	0	0				1	7.32	241.1766	28021.43	164196.2									5.109777	5311.771	12.69216	40266.26	-480.1361	-263.4067	-6.551945	2.969208	371059.7	22401.54	8.993421	18.14826	5.493557	6.001843	-71.03143	163.9771	-84.74782	2055.958	-6023.297	-15.96902	-789.0123	1.231356	-.1447757					.283385	1.704781	1.638249	.7700506	.7488158	-.6571085	1.903602	1.320378	-.5244005	-.414724	-.6303264	1.014956	1.794178	1.879864	1.256704	1.00834	.3522063	1.301644	-.8048409	.1009741	-1.359737	.2865505	-1.211919	.0920851
1040	2	2	0	0	1	1	OB_Mix2_181002_10dpf_tank02_1030_plate04_e07	0	0	0	0						45	45	1	18937.1	0	1	39	68568	24.723578	12796	0	54	2	0	OB_POP2_1030_plate04_e07	163450	4086	3132	106	23	40	1	1325939	74042	99	150	128	55	0			3921.555	15	1151309	1562922	26	102	124024	11605	162.40498	182.07498	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	1	1	1	0	0		5	-170.1312	10240.88	22329.65									8.109777	17199.77	2.692156	-30260.74	-1074.136	-666.4067	7.448055	1.969208	-171254.3	-9217.465	.9934201	-20.85174	-2.506443	-4.998157	-79.03143	-1228.023	-15.74782	524.9582	3071.703	41.38853	7822.37	8.179955	5.952638					-1.507352	.1649492	-.0584067	1.290649	1.565523	.5706248	.7303277	-.4033254	-1.44234	-.8450388	.6158785	.7777628	.13126	-.1553032	.5316958	-.9632082	-.0873671	-.0595279	-2.350132	-.2443361	.2232132	.230202	.8821099	1.757666
1041	1.563765	1.811765	0	0	1	1	OB_Mix2_181002_10dpf_tank02_1030_plate04_f07	0	0	0	0						46	46	1	18937.1	0	0	19	25687	15.648667	9539	122	54	2	1	OB_POP2_1030_plate04_f07	131075	5699	4078	102	21	23	1	703297	50317	79	126	110	50	0			4138.312	0	970908.2	1281764	0	117	76214	7299	106.70129	136.04313	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	1	1		0	0		4.563765	-300.6282	-93930.2	-174203.5									-11.89022	-25681.23	-14.30784	-62635.74	538.8639	279.5933	3.448055	-.030792	-793896.3	-32942.46	-19.00658	-44.85174	-20.50644	-9.998157	42.96856	-4485.023	-.7478211	-47285.04	-1234.297	1.721443	-13214.51	-.8949553	2.552304					-.8502946	-1.734171	-1.821748	-1.754382	-1.980752	-.9547927	-1.857141	-1.654129	.8247319	.2872964	.2566249	.1232631	-2.11056	-1.982097	-1.444017	-2.190596	-1.12013	-.838235	.5352264	-1.358634	.4096466	-1.773856	.0852468	-.0442892
1242	1.563765	1.811765	2	2	1	1	OB_Mix2_181002_10dpf_tank02_1030_plate04_g07	0	0	0	0						47	47	1	18937.1	0	0	31	36369	21.912667	9727	152	54	2	0	OB_POP2_1030_plate04_g07	182834	4811	3101	135	25	38	1	1113576	75981	81	165	128	64	0			4003.857	0	934152.3	1267289	0	138	81194	12159	95.270063	119.44215	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	1	1	2	2	1.66	2	0	0			1		9.223764	-435.083	-79317.58	-112794.8									.109777	-14999.23	.6921562	-10876.74	-349.1361	-697.4067	36.44806	3.969208	-383617.3	-7278.465	-17.00658	-5.851741	-2.506443	4.001843	72.96857	-4297.023	20.25218	-42305.04	3625.703	-3.926321	-15638.98	5.369045	5.411558					-1.292348	-2.052646	-1.990142	.0836517	-1.00627	.0557317	.4205953	.0993176	-.3576104	-.8915924	2.951284	1.189667	-.5920793	.0118988	-1.265489	-.0913491	-.0873671	1.069576	.6639811	-1.263431	.6617177	-1.460977	.9656105	-.4096466
1243	1.563765	1.811765	0	0	1	1	OB_Mix2_181002_10dpf_tank02_1030_plate04_h07	0	0	0	0						48	48	1	18937.1	10.178892	0				10853	57	54	2	8	OB_POP2_1030_plate04_h07							1							0	1		4049.184	0	1005391	1406597	0	99	99151	9013	129.41668	172.79635	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	1	1	1	1	0	0			0		4.674876	-389.7564	-25395.66	931.4714																							-22.03144	-3171.023	-18.74782	-24348.04	479.7033	11.63273								-1.137388	-1.23568	-1.075409																.1009741	-.7863962	.1573107	-.70473	.4096466	.7764218
1043	1.563765	1.811765	0	0	2	2	OB_Mix2_181002_10dpf_tank03_1130_plate05_a09	0	0	0	0						49	49	1	18698.52	26.295471	0	23	38787	21.885333	10271	133	54	3	8	OB_POP2_1130_plate05_a09	141829	4891	4299	95	21	29	1	1002950	57253	80	132	123	56	0			4272.494	9	1051987	1428758	0	157	87334	8516	98.404595	128.09024	10	1	OB_POP2	insH2B_lfabp	1	0	0	3	.11111111	.11111111	2	2	1	1	0	0			0	1	6.674876	172.1283	-118285	-73528.13									-6.006843	-11819.21	-4.884161	-23061.42	-63.02337	500.5933	-6.314418	-.030792	-169641.5	-13386.36	-9.991711	-33.44861	-7.506443	.1611962	58.37082	-817.3196	47.4613	-12129.5	1192.199	-3.693369	-4508.255	-2.565045	-1.67087					-.0978606	-.8161077	-.8763829	-1.103428	-.7383242	.0397983	-1.083738	-1.048727	-.2410404	.5216546	-.3522063	.1232631	-.9321368	-1.466893	-1.369362	-1.879864	-.4423612	.1152741	.5863494	-1.041622	.9230555	-1.184	.2865505	-.2794607
1050	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank03_1130_plate05_a10	0	0	0	0						57	8	2	16079.85	0	0				9294	205	54	3	0	OB_POP2_1130_plate05_a10							1							1		1	4206.276	0	954758.3	1306766	0	160	82263	9716	121.94741	162.70624	10	1	OB_POP2	insH2B_lfabp	1	0	0	3	0	0	1	1	0	0	0	0		0		1	5.223765	-102.4423	-94789.88	-158147.3																							130.3708	-1794.32	50.4613	-17200.51	2392.199	7.789904								-.4642437	-1.832715	-1.54112																1.007545	-1.439058	.976525	-1.422465	.5630959	.5080575
1044	1.32	2	0	0	2	2	OB_Mix2_181002_10dpf_tank03_1130_plate05_b09	0	0	0	0						50	1	2	18698.52	29.688435	0	32	59301	25.228333	12606	6	54	3	0	OB_POP2_1130_plate05_b09	137870	4447	2353	118	20	31	1	1245398	75372	87	174	133	48	0			4261.17	0	1118650	1580836	0	48	110321	3301	96.493184	163.24116	10	1	OB_POP2	insH2B_lfabp	1	0	0	3	0	0	1	1	1	1	0	0			0	1	5.32	-47.5478	48129.2	84941.02									2.993157	8694.795	-2.884161	-27020.42	-507.0234	-1445.407	16.68558	-1.030792	72806.55	4732.644	-2.991711	8.55139	2.493557	-7.838804	-68.62917	1517.68	-61.5387	10857.5	-4022.801	-17.85068	6175.892	.7779551	-.8814304					-.1521961	-.1445999	.1101016	.2369463	.9299809	.6472652	-.6844819	-1.16586	-.8703174	-2.146324	1.609098	-.1955828	-.13126	-.0198322	-.6206801	.3311829	.1794365	-1.105398	-.9270754	-.2721291	-.8770955	-.2582738	-.8137977	-.3655862
1051	2	2	1.66	2	2	2	OB_Mix2_181002_10dpf_tank03_1130_plate05_b10	0	0	0	0						58	9	2	16079.85	8.48241	0	23	36172	22.7262	9253	6	54	3	0	OB_POP2_1130_plate05_b10	144777	4524	3274	105	20	32	1	945603	65673	86	139	133	49	0			4245.779	0	1076032	1513635	0	43	90896	3909	124.36748	223.26672	10	1	OB_POP2	insH2B_lfabp	1	0	0	3	1	1	2	2	.66	1	1	1	1			1	10.32	-62.93892	11391.63	26425.97									-6.006843	-14434.21	-1.884161	-20113.42	-430.0234	-524.4067	3.685582	-1.030792	-226988.5	-4966.356	-3.991711	-26.44861	2.493557	-6.838804	-68.62917	-1835.32	-66.5387	-8567.505	-3414.801	-10.88811	-7123.255	-3.994471	-2.823169					-.2276833	-.5925596	-.4244566	-1.103428	-1.033036	.2083949	-.5316958	-.9444559	-.7279133	-.6645014	.5500596	-.1955828	-1.16586	-.8159006	-.7251591	-1.594789	.1794365	-.9952385	-.9270754	-1.468048	-1.021399	-1.00999	-.6873728	.5791321
1045	1.563765	1.811765	0	0	2	2	OB_Mix2_181002_10dpf_tank03_1130_plate05_c09	0	0	0	0						51	2	2	17534.02	0	0	37	59677	29.150867	13008	2	54	3	9	OB_POP2_1130_plate05_c09	198971	4627	2937	105	19	43	1	1487788	75025	110	149	131	62	0			4623.281	0	1249345	1745416	0	32	120433	2120	100.26627	149.4212	10	1	OB_POP2	insH2B_lfabp	1	0	0	3	0	0	1	1	1	1	0	0			0	1	5.563765	314.5626	40479.32	45152.33									7.993157	9070.795	9.115839	34080.58	-327.0234	-861.4067	3.685582	-2.030792	315196.5	4385.644	20.00829	-16.44861	.4935569	6.161196	-72.62917	1919.68	-77.5387	20969.49	-5203.801	-9.262981	1090.862	3.69091	.7361158					1.507352	1.127909	1.41809	.9299809	.9547927	1.263668	1.041878	.5454515	-.6084982	-1.072625	.5500596	-.522581	.6794774	-.0436419	1.553712	-1.021617	.0873671	.838235	-1.703514	-.1824522	-1.394908	.0784124	-1.351203	-.2162353
